p,q,r,n,f,strict_hit
89,137,191,2328863,89,False
89,137,193,2353249,89,False
89,137,197,2402021,89,False
89,137,199,2426407,89,False
89,139,149,1843279,139,False
89,139,151,1868021,89,False
89,139,157,1942247,89,False
89,139,163,2016473,89,False
89,139,167,2065957,139,False
89,139,173,2140183,89,False
89,139,179,2214409,89,False
89,139,181,2239151,89,False
89,139,191,2362861,89,False
89,139,193,2387603,89,False
89,139,197,2437087,89,False
89,139,199,2461829,89,False
89,149,151,2002411,89,False
89,149,157,2081977,89,False
89,149,163,2161543,89,False
89,149,167,2214587,89,False
89,149,173,2294153,89,False
89,149,179,2373719,179,False
89,149,181,2400241,89,False
89,149,191,2532851,89,False
89,149,193,2559373,89,False
89,149,197,2612417,89,False
89,149,199,2638939,89,False
89,151,157,2109923,89,False
89,151,163,2190557,89,False
89,151,167,2244313,89,False
89,151,173,2324947,89,False
89,151,179,2405581,89,False
89,151,181,2432459,89,False
89,151,191,2566849,89,False
89,151,193,2593727,89,False
89,151,197,2647483,151,False
89,151,199,2674361,89,False
89,157,163,2277599,89,False
89,157,167,2333491,89,False
89,157,173,2417329,89,False
89,157,179,2501167,89,False
89,157,181,2529113,89,False
89,157,191,2668843,89,False
89,157,193,2696789,89,False
89,157,197,2752681,89,False
89,157,199,2780627,89,False
89,163,167,2422669,89,False
89,163,173,2509711,89,False
89,163,179,2596753,89,False
89,163,181,2625767,89,False
89,163,191,2770837,89,False
89,163,193,2799851,89,False
89,163,197,2857879,89,False
89,163,199,2886893,89,False
89,167,173,2571299,89,False
89,167,179,2660477,179,False
89,167,181,2690203,89,False
89,167,191,2838833,89,False
89,167,193,2868559,193,False
89,167,197,2928011,89,False
89,167,199,2957737,89,False
89,173,179,2756063,179,False
89,173,181,2786857,89,False
89,173,191,2940827,89,False
89,173,193,2971621,89,False
89,173,197,3033209,89,False
89,173,199,3064003,89,False
89,179,181,2883511,181,False
89,179,191,3042821,89,False
89,179,193,3074683,89,False
89,179,197,3138407,89,False
89,179,199,3170269,179,False
89,181,191,3076819,89,False
89,181,193,3109037,89,False
89,181,197,3173473,89,False
89,181,199,3205691,89,False
89,191,193,3280807,191,False
89,191,197,3348803,89,False
89,191,199,3382801,89,False
89,193,197,3383869,89,False
89,193,199,3418223,89,False
89,197,199,3489067,197,False
97,101,103,1009091,97,False
97,101,107,1048279,101,False
97,101,109,1067873,97,False
97,101,113,1107061,97,False
97,101,127,1244219,97,False
97,101,131,1283407,97,False
97,101,137,1342189,97,False
97,101,139,1361783,97,False
97,101,149,1459753,97,False
97,101,151,1479347,101,False
97,101,157,1538129,97,False
97,101,163,1596911,97,False
97,101,167,1636099,97,False
97,101,173,1694881,97,False
97,101,179,1753663,97,False
97,101,181,1773257,97,False
97,101,191,1871227,97,False
97,101,193,1890821,97,False
97,101,197,1930009,97,False
97,101,199,1949603,97,False
97,103,107,1069037,97,False
97,103,109,1089019,97,False
97,103,113,1128983,103,False
97,103,127,1268857,97,False
97,103,131,1308821,97,False
97,103,137,1368767,103,False
97,103,139,1388749,97,False
97,103,149,1488659,149,False
97,103,151,1508641,97,False
97,103,157,1568587,97,False
97,103,163,1628533,97,False
97,103,167,1668497,97,False
97,103,173,1728443,97,False
97,103,179,1788389,97,False
97,103,181,1808371,97,False
97,103,191,1908281,97,False
97,103,193,1928263,97,False
97,103,197,1968227,97,False
97,103,199,1988209,97,False
97,107,109,1131311,97,False
97,107,113,1172827,97,False
97,107,127,1318133,97,False
97,107,131,1359649,97,False
97,107,137,1421923,97,False
97,107,139,1442681,107,False
97,107,149,1546471,107,False
97,107,151,1567229,97,False
97,107,157,1629503,107,False
97,107,163,1691777,97,False
97,107,167,1733293,97,False
97,107,173,1795567,97,False
97,107,179,1857841,97,False
97,107,181,1878599,97,False
97,107,191,1982389,97,False
97,107,193,2003147,97,False
97,107,197,2044663,97,False
97,107,199,2065421,97,False
97,109,113,1194749,97,False
97,109,127,1342771,109,False
97,109,131,1385063,97,False
97,109,137,1448501,97,False
97,109,139,1469647,97,False
97,109,149,1575377,97,False
97,109,151,1596523,151,False
97,109,157,1659961,97,False
97,109,163,1723399,109,False
97,109,167,1765691,97,False
97,109,173,1829129,97,False
97,109,179,1892567,97,False
97,109,181,1913713,10573,True
97,109,191,2019443,97,False
97,109,193,2040589,97,False
97,109,197,2082881,97,False
97,109,199,2104027,97,False
97,113,127,1392047,113,False
97,113,131,1435891,97,False
97,113,137,1501657,137,False
97,113,139,1523579,97,False
97,113,149,1633189,97,False
97,113,151,1655111,97,False
97,113,157,1720877,97,False
97,113,163,1786643,97,False
97,113,167,1830487,97,False
97,113,173,1896253,97,False
97,113,179,1962019,97,False
97,113,181,1983941,97,False
97,113,191,2093551,97,False
97,113,193,2115473,97,False
97,113,197,2159317,97,False
97,113,199,2181239,97,False
97,127,131,1613789,97,False
97,127,137,1687703,97,False
97,127,139,1712341,97,False
97,127,149,1835531,97,False
97,127,151,1860169,97,False
97,127,157,1934083,97,False
97,127,163,2007997,97,False
97,127,167,2057273,127,False
97,127,173,2131187,97,False
97,127,179,2205101,97,False
97,127,181,2229739,127,False
97,127,191,2352929,97,False
97,127,193,2377567,97,False
97,127,197,2426843,97,False
97,127,199,2451481,97,False
97,131,137,1740859,97,False
97,131,139,1766273,97,False
97,131,149,1893343,97,False
97,131,151,1918757,97,False
97,131,157,1994999,97,False
97,131,163,2071241,97,False
97,131,167,2122069,97,False
97,131,173,2198311,97,False
97,131,179,2274553,97,False
97,131,181,2299967,131,False
97,131,191,2427037,97,False
97,131,193,2452451,97,False
97,131,197,2503279,97,False
97,131,199,2528693,97,False
97,137,139,1847171,97,False
97,137,149,1980061,97,False
97,137,151,2006639,151,False
97,137,157,2086373,97,False
97,137,163,2166107,97,False
97,137,167,2219263,97,False
97,137,173,2298997,97,False
97,137,179,2378731,97,False
97,137,181,2405309,97,False
97,137,191,2538199,97,False
97,137,193,2564777,97,False
97,137,197,2617933,137,False
97,137,199,2644511,97,False
97,139,149,2008967,97,False
97,139,151,2035933,97,False
97,139,157,2116831,97,False
97,139,163,2197729,97,False
97,139,167,2251661,97,False
97,139,173,2332559,97,False
97,139,179,2413457,97,False
97,139,181,2440423,97,False
97,139,191,2575253,97,False
97,139,193,2602219,97,False
97,139,197,2656151,97,False
97,139,199,2683117,97,False
97,149,151,2182403,97,False
97,149,157,2269121,97,False
97,149,163,2355839,97,False
97,149,167,2413651,97,False
97,149,173,2500369,97,False
97,149,179,2587087,97,False
97,149,181,2615993,97,False
97,149,191,2760523,97,False
97,149,193,2789429,97,False
97,149,197,2847241,97,False
97,149,199,2876147,97,False
97,151,157,2299579,97,False
97,151,163,2387461,97,False
97,151,167,2446049,97,False
97,151,173,2533931,97,False
97,151,179,2621813,97,False
97,151,181,2651107,97,False
97,151,191,2797577,97,False
97,151,193,2826871,97,False
97,151,197,2885459,97,False
97,151,199,2914753,97,False
97,157,163,2482327,97,False
97,157,167,2543243,97,False
97,157,173,2634617,97,False
97,157,179,2725991,97,False
97,157,181,2756449,97,False
97,157,191,2908739,15229,True
97,157,193,2939197,97,False
97,157,197,3000113,97,False
97,157,199,3030571,97,False
97,163,167,2640437,97,False
97,163,173,2735303,97,False
97,163,179,2830169,97,False
97,163,181,2861791,97,False
97,163,191,3019901,97,False
97,163,193,3051523,97,False
97,163,197,3114767,97,False
97,163,199,3146389,97,False
97,167,173,2802427,97,False
97,167,179,2899621,97,False
97,167,181,2932019,97,False
97,167,191,3094009,97,False
97,167,193,3126407,97,False
97,167,197,3191203,97,False
97,167,199,3223601,97,False
97,173,179,3003799,97,False
97,173,181,3037361,97,False
97,173,191,3205171,97,False
97,173,193,3238733,97,False
97,173,197,3305857,97,False
97,173,199,3339419,97,False
97,179,181,3142703,97,False
97,179,191,3316333,97,False
97,179,193,3351059,97,False
97,179,197,3420511,97,False
97,179,199,3455237,97,False
97,181,191,3353387,97,False
97,181,193,3388501,97,False
97,181,197,3458729,97,False
97,181,199,3493843,97,False
97,191,193,3575711,97,False
97,191,197,3649819,97,False
97,191,199,3686873,97,False
97,193,197,3688037,18721,True
97,193,199,3725479,18721,True
97,197,199,3802691,199,False
101,103,107,1113121,10403,True
101,103,109,1133927,10403,True
101,103,113,1175539,103,False
101,103,127,1321181,101,False
101,103,131,1362793,101,False
101,103,137,1425211,101,False
101,103,139,1446017,101,False
101,103,149,1550047,101,False
101,103,151,1570853,101,False
101,103,157,1633271,101,False
101,103,163,1695689,101,False
101,103,167,1737301,101,False
101,103,173,1799719,101,False
101,103,179,1862137,101,False
101,103,181,1882943,101,False
101,103,191,1986973,101,False
101,103,193,2007779,101,False
101,103,197,2049391,101,False
101,103,199,2070197,101,False
101,107,109,1177963,101,False
101,107,113,1221191,101,False
101,107,127,1372489,101,False
101,107,131,1415717,101,False
101,107,137,1480559,101,False
101,107,139,1502173,101,False
101,107,149,1610243,101,False
101,107,151,1631857,101,False
101,107,157,1696699,101,False
101,107,163,1761541,101,False
101,107,167,1804769,101,False
101,107,173,1869611,101,False
101,107,179,1934453,101,False
101,107,181,1956067,101,False
101,107,191,2064137,101,False
101,107,193,2085751,101,False
101,107,197,2128979,101,False
101,107,199,2150593,101,False
101,109,113,1244017,101,False
101,109,127,1398143,101,False
101,109,131,1442179,131,False
101,109,137,1508233,101,False
101,109,139,1530251,101,False
101,109,149,1640341,101,False
101,109,151,1662359,101,False
101,109,157,1728413,101,False
101,109,163,1794467,109,False
101,109,167,1838503,101,False
101,109,173,1904557,101,False
101,109,179,1970611,101,False
101,109,181,1992629,101,False
101,109,191,2102719,101,False
101,109,193,2124737,101,False
101,109,197,2168773,101,False
101,109,199,2190791,101,False
101,113,127,1449451,113,False
101,113,131,1495103,113,False
101,113,137,1563581,101,False
101,113,139,1586407,101,False
101,113,149,1700537,113,False
101,113,151,1723363,101,False
101,113,157,1791841,101,False
101,113,163,1860319,163,False
101,113,167,1905971,101,False
101,113,173,1974449,101,False
101,113,179,2042927,101,False
101,113,181,2065753,11413,True
101,113,191,2179883,101,False
101,113,193,2202709,101,False
101,113,197,2248361,101,False
101,113,199,2271187,101,False
101,127,131,1680337,101,False
101,127,137,1757299,101,False
101,127,139,1782953,101,False
101,127,149,1911223,101,False
101,127,151,1936877,101,False
101,127,157,2013839,101,False
101,127,163,2090801,101,False
101,127,167,2142109,101,False
101,127,173,2219071,101,False
101,127,179,2296033,101,False
101,127,181,2321687,101,False
101,127,191,2449957,127,False
101,127,193,2475611,101,False
101,127,197,2526919,101,False
101,127,199,2552573,101,False
101,131,137,1812647,101,False
101,131,139,1839109,101,False
101,131,149,1971419,101,False
101,131,151,1997881,101,False
101,131,157,2077267,13231,True
101,131,163,2156653,101,False
101,131,167,2209577,101,False
101,131,173,2288963,131,False
101,131,179,2368349,131,False
101,131,181,2394811,131,False
101,131,191,2527121,101,False
101,131,193,2553583,101,False
101,131,197,2606507,131,False
101,131,199,2632969,101,False
101,137,139,1923343,101,False
101,137,149,2061713,101,False
101,137,151,2089387,101,False
101,137,157,2172409,101,False
101,137,163,2255431,101,False
101,137,167,2310779,101,False
101,137,173,2393801,101,False
101,137,179,2476823,101,False
101,137,181,2504497,101,False
101,137,191,2642867,101,False
101,137,193,2670541,101,False
101,137,197,2725889,137,False
101,137,199,2753563,101,False
101,139,149,2091811,101,False
101,139,151,2119889,101,False
101,139,157,2204123,101,False
101,139,163,2288357,101,False
101,139,167,2344513,139,False
101,139,173,2428747,101,False
101,139,179,2512981,101,False
101,139,181,2541059,101,False
101,139,191,2681449,101,False
101,139,193,2709527,139,False
101,139,197,2765683,139,False
101,139,199,2793761,101,False
101,149,151,2272399,101,False
101,149,157,2362693,101,False
101,149,163,2452987,101,False
101,149,167,2513183,101,False
101,149,173,2603477,101,False
101,149,179,2693771,179,False
101,149,181,2723869,101,False
101,149,191,2874359,101,False
101,149,193,2904457,101,False
101,149,197,2964653,101,False
101,149,199,2994751,101,False
101,151,157,2394407,151,False
101,151,163,2485913,101,False
101,151,167,2546917,101,False
101,151,173,2638423,101,False
101,151,179,2729929,101,False
101,151,181,2760431,151,False
101,151,191,2912941,101,False
101,151,193,2943443,151,False
101,151,197,3004447,101,False
101,151,199,3034949,101,False
101,157,163,2584691,101,False
101,157,167,2648119,101,False
101,157,173,2743261,101,False
101,157,179,2838403,101,False
101,157,181,2870117,101,False
101,157,191,3028687,101,False
101,157,193,3060401,101,False
101,157,197,3123829,101,False
101,157,199,3155543,15857,True
101,163,167,2749321,101,False
101,163,173,2848099,101,False
101,163,179,2946877,101,False
101,163,181,2979803,101,False
101,163,191,3144433,101,False
101,163,193,3177359,101,False
101,163,197,3243211,101,False
101,163,199,3276137,101,False
101,167,173,2917991,101,False
101,167,179,3019193,101,False
101,167,181,3052927,101,False
101,167,191,3221597,101,False
101,167,193,3255331,101,False
101,167,197,3322799,101,False
101,167,199,3356533,101,False
101,173,179,3127667,101,False
101,173,181,3162613,101,False
101,173,191,3337343,101,False
101,173,193,3372289,101,False
101,173,197,3442181,173,False
101,173,199,3477127,101,False
101,179,181,3272299,101,False
101,179,191,3453089,101,False
101,179,193,3489247,101,False
101,179,197,3561563,101,False
101,179,199,3597721,101,False
101,181,191,3491671,101,False
101,181,193,3528233,101,False
101,181,197,3601357,101,False
101,181,199,3637919,181,False
101,191,193,3723163,101,False
101,191,197,3800327,101,False
101,191,199,3838909,101,False
101,193,197,3840121,101,False
101,193,199,3879107,101,False
101,197,199,3959503,101,False
103,107,109,1201289,103,False
103,107,113,1245373,107,False
103,107,127,1399667,103,False
103,107,131,1443751,11021,True
103,107,137,1509877,103,False
103,107,139,1531919,103,False
103,107,149,1642129,103,False
103,107,151,1664171,103,False
103,107,157,1730297,103,False
103,107,163,1796423,103,False
103,107,167,1840507,103,False
103,107,173,1906633,103,False
103,107,179,1972759,103,False
103,107,181,1994801,103,False
103,107,191,2105011,103,False
103,107,193,2127053,103,False
103,107,197,2171137,103,False
103,107,199,2193179,103,False
103,109,113,1268651,103,False
103,109,127,1425829,109,False
103,109,131,1470737,103,False
103,109,137,1538099,103,False
103,109,139,1560553,103,False
103,109,149,1672823,103,False
103,109,151,1695277,103,False
103,109,157,1762639,103,False
103,109,163,1830001,109,False
103,109,167,1874909,103,False
103,109,173,1942271,103,False
103,109,179,2009633,103,False
103,109,181,2032087,181,False
103,109,191,2144357,103,False
103,109,193,2166811,103,False
103,109,197,2211719,103,False
103,109,199,2234173,103,False
103,113,127,1478153,113,False
103,113,131,1524709,103,False
103,113,137,1594543,103,False
103,113,139,1617821,103,False
103,113,149,1734211,103,False
103,113,151,1757489,113,False
103,113,157,1827323,113,False
103,113,163,1897157,103,False
103,113,167,1943713,103,False
103,113,173,2013547,103,False
103,113,179,2083381,179,False
103,113,181,2106659,103,False
103,113,191,2223049,103,False
103,113,193,2246327,103,False
103,113,197,2292883,103,False
103,113,199,2316161,103,False
103,127,131,1713611,103,False
103,127,137,1792097,103,False
103,127,139,1818259,103,False
103,127,149,1949069,103,False
103,127,151,1975231,103,False
103,127,157,2053717,127,False
103,127,163,2132203,103,False
103,127,167,2184527,103,False
103,127,173,2263013,103,False
103,127,179,2341499,127,False
103,127,181,2367661,103,False
103,127,191,2498471,103,False
103,127,193,2524633,103,False
103,127,197,2576957,103,False
103,127,199,2603119,103,False
103,131,137,1848541,103,False
103,131,139,1875527,103,False
103,131,149,2010457,103,False
103,131,151,2037443,103,False
103,131,157,2118401,103,False
103,131,163,2199359,103,False
103,131,167,2253331,131,False
103,131,173,2334289,13493,True
103,131,179,2415247,103,False
103,131,181,2442233,103,False
103,131,191,2577163,103,False
103,131,193,2604149,103,False
103,131,197,2658121,103,False
103,131,199,2685107,103,False
103,137,139,1961429,103,False
103,137,149,2102539,103,False
103,137,151,2130761,103,False
103,137,157,2215427,103,False
103,137,163,2300093,103,False
103,137,167,2356537,103,False
103,137,173,2441203,103,False
103,137,179,2525869,103,False
103,137,181,2554091,103,False
103,137,191,2695201,103,False
103,137,193,2723423,137,False
103,137,197,2779867,14111,True
103,137,199,2808089,103,False
103,139,149,2133233,103,False
103,139,151,2161867,103,False
103,139,157,2247769,103,False
103,139,163,2333671,103,False
103,139,167,2390939,103,False
103,139,173,2476841,103,False
103,139,179,2562743,103,False
103,139,181,2591377,103,False
103,139,191,2734547,103,False
103,139,193,2763181,139,False
