x_lower	x_splits	y_lower	y_splits	z_lower	z_splits	v_lower	v_splits	lambda_lower	lambda_splits
0	2	0	2	0	2	2	2	0	2
0	2	1	2	0	2	2	2	0	2
1	2	0	2	0	2	2	2	0	2
1	2	1	2	0	2	2	2	0	2
0	2	2	2	0	2	2	2	0	2
0	2	3	2	0	2	2	2	0	2
1	2	2	2	0	2	2	2	0	2
1	2	3	2	0	2	2	2	0	2
2	2	0	2	0	2	2	2	0	2
2	2	1	2	0	2	2	2	0	2
3	2	0	2	0	2	2	2	0	2
3	2	1	2	0	2	2	2	0	2
2	2	2	2	0	2	2	2	0	2
2	2	3	2	0	2	2	2	0	2
3	2	2	2	0	2	2	2	0	2
3	2	3	2	0	2	2	2	0	2
