source	row	p_num	q_num	w01_num	w10_num	w11_num	denominator	sign	cleared_deficit
candidates-650653.tsv	14	999978021	12236	999999979	999921539	999999999	1000000000	1	187701018025610109834951478041474395832494539400510696613417490211419059841480322421119700691473490260093482019747980850476655992681800485192464356503589089490747098592744872898536744235549016060924172529543887315885932233749712628647727132135186291943560261115170614037241191639641456322281038911000771087462394925884927004872936567489203849935355678049503041240623295982667350591668224
candidates-650653.tsv	15	999975008	46207	999999983	999731571	999999993	1000000000	1	75568144446849750656387880372877432351646354811731032413013070478791448946241554008504732859010961092284678693547918879023272490802368128132029043883142632138905853208864930361806978259292734107127205028014348548273248331538574918135906275518255271542824873930486563253014312974531213068867135585157260117536788738808094927320689824025512986886757673170187081054530748856547827018366976
candidates-650653.tsv	16	999899042	26225	999999976	999806465	999999985	1000000000	1	31144534666280767074002302257707860819144850450238051303385201659003850311003708458299185706713562026416077381924617049544130084149343924485142856695941817104794837921101942305772332294440702821504946231067020769758551116015965497201506953401447401790243091876332402392657865623452664717718234027796519510447334940242746603675775604135427036826605210042368000000000000000000000000000000
candidates-650653.tsv	17	999969380	1108	999999995	999229040	999999978	1000000000	1	152161503651937345662200143704785779382053252788716677909310908297432295212616214497545873130623463566543766796766619556204179372000043071067569599755691088479904405008111740067079155917594908384119694340423076708223061933197599061436120138204347326394644254178288360541935935956689523835889257903584530977446458708705768005560606158600076804343406772577415270969777324032000000000000000
candidates-650653.tsv	18	999988552	60921	999999990	999687249	999999996	1000000000	1	66916236087251974490327968666846498637813178239690227183885770415200321238593050465920346253650324415609974181408477635501252506282261181617912586812088057223365791189712525592304744180547244343129041386300841683971058764871526252514089171823908460181165273234296643791914380960932199915579376406786782721745451028008752178725485639926687508683978827106804423100894328915215710028824576
candidates-650653.tsv	19	999935107	12912	999999992	999746961	999999995	1000000000	1	13802703304773869369271536143852944983951017739232184882027421777975627083124069299510052425118473423068233107564884164090580999612079402091635230373316403284954101334818072688136588938187391527202469101777347706746897912247870892373164601469846219412530678640633547409859515542000431274010129174066035670751254622534297773735174805277171865706126447156106539704869089635667393504083968
candidates-650653.tsv	20	999954445	86347	999999988	999903603	999999984	1000000000	1	178744867772318103112518005110915236410659024264759419453638541639911234091031604737256425695202510199050809685934231541750871623253940890378026586074918135894055959712173017557076299994551900297481486765333217009308570326293490736619644726362788393244476997739295157691818374001572041600657992189762440920838747045598631614272984738002159781827218351707215347446520791682577545166015625
candidates-650653.tsv	21	999912277	7543	999999989	999858177	999999990	1000000000	1	241421906985329308955759087269151526356847432161599441176410379223041188350492038203664063116605380425284332416839157384300366890062121102019704693670341457486891383505664415289521226492322387852886398108603933419008615970856183699922032657686775131453328723218465375517048123512318016199317933734945521458512483747256285154240817822745064382425256462810319500766117807419862628171776
candidates-650653.tsv	22	999914139	14503	999999994	999826769	999999998	1000000000	1	19981207407340365314941801111525793020918545636165695337898700102225464710801762597144861823365289996733944803413221025875763095965627511929192062294624121772418112039464818961575792086447279202499133440818871631976500204880780571820377360695079193226228130699044460842906909630161951188058257587915812070884749058872590249450684402656698313254310964521506475357768780859237701416015625
candidates-650653.tsv	23	999963124	57632	999999981	999850676	999999990	1000000000	1	157469313272164384464651754034572851909721814752977501315392110973176848031042678409082574080746768662357225573814563117478563299260860548487197035029237163334362706483721486137474525216666999203067251879464405703181454296441789615872168165885474966754117493046979469910645258265203070726671165389517890076437909582490051815053575051028635760558584284916599465327445992877942535226392576
candidates-650653.tsv	24	999972864	21416	999999986	999881839	999999988	1000000000	1	37538321154404001957276336938590447160759616873765835603750320965382668497780116505821014436657413492612281434249962492989139534901696369665039666610968733209655478049311951344895463578090827375723941330718960932824445235540076461271732205342918825212093020781082131622961413077917680988270479351126743514721889860813117323238865286495452702307610616635398932613249836418000919705157632
candidates-650653.tsv	25	999969670	135	999999990	999551779	999999997	1000000000	1	21934304804682577973612499733819907063132226202072549569088979776923281780399867198109401222510604379562400789366316662262736481071205407852243336401627731470230762954293296898885760001606155227770641339367529391075878551574198417865927641570603609891260041157517894573898566170534149535825169877323578623185855833065628360720670558048265188543677800218624000000000000000000000000000000
candidates-650653.tsv	26	999999260	42021	1000000000	999485596	999999999	1000000000	1	5768655012620383686453204361942437165068854761253666715011385743393719019490326551922301203917747464403060866244437503249185631830234335105716999212388376002915118312942767291331260899444916628091251670518721459312057250338550584679041811365632608447113286190181028342047639148378234918485647830884417159018411463636073131122253408815595594541594768451559891719174586368000000000000000
candidates-650653.tsv	27	999987977	4250	999999965	999459543	999999966	1000000000	1	52091578289014583353340595139660368074340776300599835641993112021140024290605231677688434757373846838483245263820915888823914276893579061388577431836101615937702928774393799270009652053313807192881912329837587454028420252729900198751751826543602121253781206457365541033229035423368420687860473676497978617817717252486574333301728780399887815402191162109375000000000000000000000000000000
candidates-650653.tsv	28	999973259	129557	999999991	999988662	999999990	1000000000	1	149411249617509793905624864057756448925714287191810529043058787893449376048962238202661474424136002818882440309066947626572477734929039848090974375274631997034203340023372033480723538790925947678910266988696020911915348742229480570978820668746350755105646993500057167578206713053965273553033284034114193792720728352041208634655928436884304434510962056341856687137069906610034983889886049
candidates-650653.tsv	29	999903945	32053	999999948	999416053	999999966	1000000000	1	8795730487798409016140076355519324032922165218113687797249752486586248620879351541695149471107105450073667513805841831665937310863611343703311748344273052876056365604749222906621957935525073591205712181439227284192736564991004211524367330924957648057229995171612556188123951110472588377531899192410122675157817715176987169566591754570238744765167838989670261810346506536006927490234375
candidates-650653.tsv	30	999891476	81545	999999994	999960918	999999998	1000000000	1	4856124513894264678366126245309224079460324071769827971633188575027124131340118361727354262221710298777888386288084563787768343824618472401640400010822352250633186949517136164192237578437940081125970144786098704675516187070008708609320197461672051798599432238641945175089453517278545675375357939021920958355143272725596069859429266974529773115692892821036990698075717632000000000000000
candidates-650653.tsv	31	999977923	50834	999999989	999865838	999999995	1000000000	1	49485330286416393414289894593071687957480025704602114218644028478591034721503426108759650272186013621912434341757413503515289334101154655247026901269469382361062564724214669877352344386373994307192512211195089198812922724581927067699430774898845342333570802406295455955789518990660111489385369640274065370416646714208233063979512954964767892650434356487975555421408449392945974292250624
