original_clause	status	remaining_clauses	seconds
693	RETAIN_CAP	2329	0.008607
694	RETAIN_CAP	2329	0.008005
695	RETAIN_CAP	2329	0.007615
696	RETAIN_CAP	2329	0.007465
697	RETAIN_CAP	2329	0.007438
698	RETAIN_CAP	2329	0.007480
699	RETAIN_CAP	2329	0.007597
700	RETAIN_CAP	2329	0.007423
701	RETAIN_CAP	2329	0.008436
702	RETAIN_CAP	2329	0.008234
703	RETAIN_CAP	2329	0.008348
704	RETAIN_CAP	2329	0.008419
705	RETAIN_CAP	2329	0.007380
706	RETAIN_CAP	2329	0.007570
707	RETAIN_CAP	2329	0.008100
708	RETAIN_CAP	2329	0.007462
709	RETAIN_CAP	2329	0.007462
710	RETAIN_CAP	2329	0.007479
711	RETAIN_CAP	2329	0.007636
712	RETAIN_CAP	2329	0.007391
713	RETAIN_CAP	2329	0.007537
714	RETAIN_CAP	2329	0.007685
715	RETAIN_CAP	2329	0.007534
716	RETAIN_CAP	2329	0.007582
717	RETAIN_CAP	2329	0.008488
718	RETAIN_CAP	2329	0.010541
719	RETAIN_CAP	2329	0.009514
720	RETAIN_CAP	2329	0.008284
721	RETAIN_CAP	2329	0.008049
722	RETAIN_CAP	2329	0.008405
723	RETAIN_CAP	2329	0.008000
724	RETAIN_CAP	2329	0.008248
725	RETAIN_CAP	2329	0.008107
726	RETAIN_CAP	2329	0.008115
727	RETAIN_CAP	2329	0.008485
728	RETAIN_CAP	2329	0.008446
729	RETAIN_CAP	2329	0.008399
730	RETAIN_CAP	2329	0.008541
731	RETAIN_CAP	2329	0.008258
732	RETAIN_CAP	2329	0.008436
733	RETAIN_CAP	2329	0.008219
734	RETAIN_CAP	2329	0.008543
735	RETAIN_CAP	2329	0.008134
736	RETAIN_CAP	2329	0.008308
737	RETAIN_CAP	2329	0.008648
738	RETAIN_CAP	2329	0.008383
739	RETAIN_CAP	2329	0.008178
740	RETAIN_CAP	2329	0.008385
741	RETAIN_CAP	2329	0.008195
742	RETAIN_CAP	2329	0.008158
743	RETAIN_CAP	2329	0.008179
744	RETAIN_CAP	2329	0.008461
745	RETAIN_CAP	2329	0.007981
746	RETAIN_CAP	2329	0.008067
747	RETAIN_CAP	2329	0.009780
748	RETAIN_CAP	2329	0.009484
749	RETAIN_CAP	2329	0.008354
750	RETAIN_CAP	2329	0.008886
751	RETAIN_CAP	2329	0.008624
752	RETAIN_CAP	2329	0.008244
753	RETAIN_CAP	2329	0.008049
754	RETAIN_CAP	2329	0.008264
755	RETAIN_CAP	2329	0.008342
756	RETAIN_CAP	2329	0.009231
757	RETAIN_CAP	2329	0.009359
758	RETAIN_CAP	2329	0.008792
759	RETAIN_CAP	2329	0.010044
760	RETAIN_CAP	2329	0.011072
761	RETAIN_CAP	2329	0.010493
762	RETAIN_CAP	2329	0.010685
763	RETAIN_CAP	2329	0.007979
764	RETAIN_CAP	2329	0.007572
765	RETAIN_CAP	2329	0.007379
766	RETAIN_CAP	2329	0.008173
767	RETAIN_CAP	2329	0.008110
768	RETAIN_CAP	2329	0.008212
769	RETAIN_CAP	2329	0.008468
770	RETAIN_CAP	2329	0.011769
771	RETAIN_CAP	2329	0.011598
772	RETAIN_CAP	2329	0.012490
773	RETAIN_CAP	2329	0.010173
774	RETAIN_CAP	2329	0.007424
775	RETAIN_CAP	2329	0.007336
776	RETAIN_CAP	2329	0.012135
777	RETAIN_CAP	2329	0.011404
778	RETAIN_CAP	2329	0.008130
779	RETAIN_CAP	2329	0.008070
780	RETAIN_CAP	2329	0.008356
781	RETAIN_CAP	2329	0.008049
782	RETAIN_CAP	2329	0.008031
783	RETAIN_CAP	2329	0.008076
784	RETAIN_CAP	2329	0.008583
785	RETAIN_CAP	2329	0.008544
786	RETAIN_CAP	2329	0.007529
787	RETAIN_CAP	2329	0.007317
788	RETAIN_CAP	2329	0.007317
789	RETAIN_CAP	2329	0.007265
790	RETAIN_CAP	2329	0.007279
791	RETAIN_CAP	2329	0.007496
792	RETAIN_CAP	2329	0.007400
793	RETAIN_CAP	2329	0.007505
794	RETAIN_CAP	2329	0.007424
795	RETAIN_CAP	2329	0.007391
796	RETAIN_CAP	2329	0.007444
797	RETAIN_CAP	2329	0.007301
798	RETAIN_CAP	2329	0.007541
799	RETAIN_CAP	2329	0.007308
800	RETAIN_CAP	2329	0.007332
801	RETAIN_CAP	2329	0.007621
802	RETAIN_CAP	2329	0.007915
803	RETAIN_CAP	2329	0.007996
804	RETAIN_CAP	2329	0.007746
805	RETAIN_CAP	2329	0.007651
806	RETAIN_CAP	2329	0.008331
807	RETAIN_CAP	2329	0.009416
808	RETAIN_CAP	2329	0.009553
809	RETAIN_CAP	2329	0.008479
810	RETAIN_CAP	2329	0.009449
811	RETAIN_CAP	2329	0.010813
812	RETAIN_CAP	2329	0.008225
813	RETAIN_CAP	2329	0.008291
814	RETAIN_CAP	2329	0.008985
815	RETAIN_CAP	2329	0.008542
816	RETAIN_CAP	2329	0.008691
817	RETAIN_CAP	2329	0.007959
818	RETAIN_CAP	2329	0.008354
819	RETAIN_CAP	2329	0.008723
820	RETAIN_CAP	2329	0.008344
821	RETAIN_CAP	2329	0.008416
822	RETAIN_CAP	2329	0.008268
823	RETAIN_CAP	2329	0.008305
824	RETAIN_CAP	2329	0.008490
825	RETAIN_CAP	2329	0.007515
826	RETAIN_CAP	2329	0.007809
827	RETAIN_CAP	2329	0.007492
828	RETAIN_CAP	2329	0.008184
829	RETAIN_CAP	2329	0.008371
830	RETAIN_CAP	2329	0.008468
831	RETAIN_CAP	2329	0.008218
832	RETAIN_CAP	2329	0.008541
833	RETAIN_CAP	2329	0.007740
834	RETAIN_CAP	2329	0.008475
835	RETAIN_CAP	2329	0.008215
836	RETAIN_CAP	2329	0.009472
837	RETAIN_CAP	2329	0.008493
838	RETAIN_CAP	2329	0.009142
839	RETAIN_CAP	2329	0.008373
840	RETAIN_CAP	2329	0.007937
841	RETAIN_CAP	2329	0.008474
842	RETAIN_CAP	2329	0.008438
843	RETAIN_CAP	2329	0.008219
844	RETAIN_CAP	2329	0.008165
845	RETAIN_CAP	2329	0.008133
846	RETAIN_CAP	2329	0.008301
847	RETAIN_CAP	2329	0.008090
848	RETAIN_CAP	2329	0.008428
849	RETAIN_CAP	2329	0.008231
850	RETAIN_CAP	2329	0.008342
851	RETAIN_CAP	2329	0.008446
852	RETAIN_CAP	2329	0.013977
853	RETAIN_CAP	2329	0.008179
854	RETAIN_CAP	2329	0.008621
855	RETAIN_CAP	2329	0.008636
856	RETAIN_CAP	2329	0.008197
857	RETAIN_CAP	2329	0.008235
858	RETAIN_CAP	2329	0.008228
859	RETAIN_CAP	2329	0.007505
860	RETAIN_CAP	2329	0.007532
861	RETAIN_CAP	2329	0.007350
862	RETAIN_CAP	2329	0.007390
863	RETAIN_CAP	2329	0.007649
864	RETAIN_CAP	2329	0.007683
865	RETAIN_CAP	2329	0.007537
866	RETAIN_CAP	2329	0.008487
867	RETAIN_CAP	2329	0.009130
868	RETAIN_CAP	2329	0.008373
869	RETAIN_CAP	2329	0.008094
870	RETAIN_CAP	2329	0.007769
871	RETAIN_CAP	2329	0.008120
872	RETAIN_CAP	2329	0.007421
873	RETAIN_CAP	2329	0.007781
874	RETAIN_CAP	2329	0.008320
875	RETAIN_CAP	2329	0.007410
876	RETAIN_CAP	2329	0.007788
877	RETAIN_CAP	2329	0.007520
878	RETAIN_CAP	2329	0.008207
879	RETAIN_CAP	2329	0.008187
880	RETAIN_CAP	2329	0.008131
881	RETAIN_CAP	2329	0.008177
882	RETAIN_CAP	2329	0.007948
883	RETAIN_CAP	2329	0.007948
884	RETAIN_CAP	2329	0.008097
885	RETAIN_CAP	2329	0.008010
886	RETAIN_CAP	2329	0.007857
887	RETAIN_CAP	2329	0.007569
888	RETAIN_CAP	2329	0.007764
889	RETAIN_CAP	2329	0.007942
890	RETAIN_CAP	2329	0.007562
891	RETAIN_CAP	2329	0.007426
892	RETAIN_CAP	2329	0.007540
893	RETAIN_CAP	2329	0.007982
894	RETAIN_CAP	2329	0.008271
895	RETAIN_CAP	2329	0.008452
896	RETAIN_CAP	2329	0.010379
897	RETAIN_CAP	2329	0.009593
898	RETAIN_CAP	2329	0.008411
899	RETAIN_CAP	2329	0.007459
900	RETAIN_CAP	2329	0.008356
901	RETAIN_CAP	2329	0.007743
902	RETAIN_CAP	2329	0.007394
903	RETAIN_CAP	2329	0.007495
904	RETAIN_CAP	2329	0.007419
905	RETAIN_CAP	2329	0.008135
906	RETAIN_CAP	2329	0.008194
907	RETAIN_CAP	2329	0.007896
908	RETAIN_CAP	2329	0.007537
909	RETAIN_CAP	2329	0.007654
910	RETAIN_CAP	2329	0.007602
911	RETAIN_CAP	2329	0.007735
912	RETAIN_CAP	2329	0.007474
913	RETAIN_CAP	2329	0.007535
914	RETAIN_CAP	2329	0.007349
915	RETAIN_CAP	2329	0.007341
916	RETAIN_CAP	2329	0.007473
917	RETAIN_CAP	2329	0.007565
918	RETAIN_CAP	2329	0.007699
919	RETAIN_CAP	2329	0.007509
920	RETAIN_CAP	2329	0.007398
921	RETAIN_CAP	2329	0.007613
922	RETAIN_CAP	2329	0.007509
923	RETAIN_CAP	2329	0.007398
924	RETAIN_CAP	2329	0.007457
925	RETAIN_CAP	2329	0.007369
926	RETAIN_CAP	2329	0.007403
927	RETAIN_CAP	2329	0.007464
928	RETAIN_CAP	2329	0.007451
929	RETAIN_CAP	2329	0.007481
930	RETAIN_CAP	2329	0.007743
931	RETAIN_CAP	2329	0.007595
932	RETAIN_CAP	2329	0.007375
933	RETAIN_CAP	2329	0.007640
934	RETAIN_CAP	2329	0.007416
935	RETAIN_CAP	2329	0.007487
936	RETAIN_CAP	2329	0.007483
937	RETAIN_CAP	2329	0.007290
938	RETAIN_CAP	2329	0.007310
939	RETAIN_CAP	2329	0.007363
940	RETAIN_CAP	2329	0.007416
941	RETAIN_CAP	2329	0.007396
942	RETAIN_CAP	2329	0.007458
943	RETAIN_CAP	2329	0.007511
944	RETAIN_CAP	2329	0.008172
945	RETAIN_CAP	2329	0.007886
946	RETAIN_CAP	2329	0.008096
947	RETAIN_CAP	2329	0.007619
948	RETAIN_CAP	2329	0.008472
949	RETAIN_CAP	2329	0.008461
950	RETAIN_CAP	2329	0.007473
951	RETAIN_CAP	2329	0.007345
952	RETAIN_CAP	2329	0.007403
953	RETAIN_CAP	2329	0.007508
954	RETAIN_CAP	2329	0.007426
955	RETAIN_CAP	2329	0.007501
956	RETAIN_CAP	2329	0.007399
957	RETAIN_CAP	2329	0.007454
958	RETAIN_CAP	2329	0.007528
959	RETAIN_CAP	2329	0.007432
960	RETAIN_CAP	2329	0.007531
961	RETAIN_CAP	2329	0.007542
962	RETAIN_CAP	2329	0.007461
963	RETAIN_CAP	2329	0.007353
964	RETAIN_CAP	2329	0.007440
965	RETAIN_CAP	2329	0.011127
966	RETAIN_CAP	2329	0.011881
967	RETAIN_CAP	2329	0.011963
968	RETAIN_CAP	2329	0.011933
969	RETAIN_CAP	2329	0.010609
970	RETAIN_CAP	2329	0.007517
971	RETAIN_CAP	2329	0.010300
972	RETAIN_CAP	2329	0.008008
973	RETAIN_CAP	2329	0.007410
974	RETAIN_CAP	2329	0.007339
975	RETAIN_CAP	2329	0.009930
976	RETAIN_CAP	2329	0.010865
977	RETAIN_CAP	2329	0.008024
978	RETAIN_CAP	2329	0.007882
979	RETAIN_CAP	2329	0.009171
980	RETAIN_CAP	2329	0.012114
981	RETAIN_CAP	2329	0.012192
982	RETAIN_CAP	2329	0.011091
983	RETAIN_CAP	2329	0.007434
984	RETAIN_CAP	2329	0.010074
985	RETAIN_CAP	2329	0.007597
986	RETAIN_CAP	2329	0.007999
987	RETAIN_CAP	2329	0.007347
988	RETAIN_CAP	2329	0.007310
989	RETAIN_CAP	2329	0.007391
990	RETAIN_CAP	2329	0.007293
991	RETAIN_CAP	2329	0.007485
992	RETAIN_CAP	2329	0.007660
993	RETAIN_CAP	2329	0.007335
994	RETAIN_CAP	2329	0.007459
995	RETAIN_CAP	2329	0.007350
996	RETAIN_CAP	2329	0.007319
997	RETAIN_CAP	2329	0.007319
998	RETAIN_CAP	2329	0.007425
999	RETAIN_PROTECTED	2329	0.000000
1000	RETAIN_CAP	2329	0.007521
1001	RETAIN_CAP	2329	0.007992
1002	RETAIN_CAP	2329	0.008826
1003	RETAIN_CAP	2329	0.007788
1004	RETAIN_CAP	2329	0.007924
1005	RETAIN_CAP	2329	0.007505
1006	RETAIN_CAP	2329	0.007591
1007	RETAIN_CAP	2329	0.007371
1008	RETAIN_CAP	2329	0.008571
1009	RETAIN_CAP	2329	0.009332
1010	RETAIN_CAP	2329	0.007464
1011	RETAIN_CAP	2329	0.007495
1012	RETAIN_CAP	2329	0.007360
1013	RETAIN_CAP	2329	0.007405
1014	RETAIN_CAP	2329	0.007385
1015	RETAIN_CAP	2329	0.007362
1016	RETAIN_CAP	2329	0.007438
1017	RETAIN_CAP	2329	0.007445
1018	RETAIN_CAP	2329	0.008299
1019	RETAIN_CAP	2329	0.008354
1020	RETAIN_CAP	2329	0.007649
1021	RETAIN_CAP	2329	0.007636
1022	RETAIN_CAP	2329	0.007837
1023	RETAIN_CAP	2329	0.009465
1024	RETAIN_CAP	2329	0.008578
1025	RETAIN_CAP	2329	0.007350
1026	RETAIN_CAP	2329	0.007311
1027	RETAIN_CAP	2329	0.007460
1028	RETAIN_CAP	2329	0.007464
1029	RETAIN_CAP	2329	0.007499
1030	RETAIN_CAP	2329	0.007485
1031	RETAIN_CAP	2329	0.007379
1032	RETAIN_CAP	2329	0.007334
1033	RETAIN_CAP	2329	0.007344
1034	RETAIN_CAP	2329	0.007452
1035	RETAIN_CAP	2329	0.007349
1036	RETAIN_CAP	2329	0.007921
1037	RETAIN_CAP	2329	0.007384
1038	RETAIN_CAP	2329	0.008300
1039	RETAIN_CAP	2329	0.007818
1040	RETAIN_CAP	2329	0.007361
1041	RETAIN_CAP	2329	0.007419
1042	RETAIN_CAP	2329	0.007451
1043	RETAIN_CAP	2329	0.007429
1044	RETAIN_CAP	2329	0.007442
1045	RETAIN_CAP	2329	0.007307
1046	RETAIN_CAP	2329	0.007416
1047	RETAIN_CAP	2329	0.007632
1048	RETAIN_CAP	2329	0.007339
1049	RETAIN_CAP	2329	0.007446
1050	RETAIN_CAP	2329	0.007346
1051	RETAIN_CAP	2329	0.007388
1052	RETAIN_CAP	2329	0.007368
1053	RETAIN_CAP	2329	0.007653
1054	RETAIN_CAP	2329	0.007788
1055	RETAIN_CAP	2329	0.007786
1056	RETAIN_CAP	2329	0.007635
1057	RETAIN_CAP	2329	0.007539
1058	RETAIN_CAP	2329	0.007706
1059	RETAIN_CAP	2329	0.007714
1060	RETAIN_CAP	2329	0.007657
1061	RETAIN_CAP	2329	0.007922
1062	RETAIN_CAP	2329	0.007682
1063	RETAIN_CAP	2329	0.007710
1064	RETAIN_CAP	2329	0.007634
1065	RETAIN_CAP	2329	0.007655
1066	RETAIN_CAP	2329	0.007688
1067	RETAIN_CAP	2329	0.007776
1068	RETAIN_CAP	2329	0.011244
1069	RETAIN_CAP	2329	0.007581
1070	RETAIN_CAP	2329	0.007525
1071	RETAIN_CAP	2329	0.007672
1072	RETAIN_CAP	2329	0.007927
1073	RETAIN_CAP	2329	0.008267
1074	RETAIN_CAP	2329	0.007626
1075	RETAIN_CAP	2329	0.007634
1076	RETAIN_CAP	2329	0.007474
1077	RETAIN_CAP	2329	0.008096
1078	RETAIN_CAP	2329	0.008484
1079	RETAIN_CAP	2329	0.007497
1080	RETAIN_CAP	2329	0.007400
1081	RETAIN_CAP	2329	0.007571
1082	RETAIN_CAP	2329	0.008051
1083	RETAIN_CAP	2329	0.007746
1084	RETAIN_CAP	2329	0.008040
1085	RETAIN_CAP	2329	0.007748
1086	RETAIN_CAP	2329	0.007610
1087	RETAIN_CAP	2329	0.007540
1088	RETAIN_CAP	2329	0.007960
1089	RETAIN_CAP	2329	0.007501
1090	RETAIN_CAP	2329	0.007458
1091	RETAIN_CAP	2329	0.007526
1092	RETAIN_CAP	2329	0.007483
1093	RETAIN_CAP	2329	0.007537
1094	RETAIN_CAP	2329	0.007758
1095	RETAIN_CAP	2329	0.007756
1096	RETAIN_CAP	2329	0.007647
1097	RETAIN_CAP	2329	0.007630
1098	RETAIN_CAP	2329	0.007348
1099	RETAIN_CAP	2329	0.007647
1100	RETAIN_CAP	2329	0.007598
1101	RETAIN_CAP	2329	0.007674
1102	RETAIN_CAP	2329	0.007770
1103	RETAIN_CAP	2329	0.007759
1104	RETAIN_CAP	2329	0.007649
1105	RETAIN_CAP	2329	0.007957
1106	RETAIN_CAP	2329	0.007901
1107	RETAIN_CAP	2329	0.007874
1108	RETAIN_CAP	2329	0.007847
1109	RETAIN_CAP	2329	0.007774
1110	RETAIN_CAP	2329	0.008228
1111	RETAIN_CAP	2329	0.007792
1112	RETAIN_CAP	2329	0.008046
1113	RETAIN_CAP	2329	0.007791
1114	RETAIN_CAP	2329	0.007742
1115	RETAIN_CAP	2329	0.007674
1116	RETAIN_CAP	2329	0.007440
1117	RETAIN_CAP	2329	0.007624
1118	RETAIN_CAP	2329	0.007493
1119	RETAIN_CAP	2329	0.007517
1120	RETAIN_CAP	2329	0.007605
1121	RETAIN_CAP	2329	0.007835
1122	RETAIN_CAP	2329	0.008027
1123	RETAIN_CAP	2329	0.008560
1124	RETAIN_CAP	2329	0.007522
1125	RETAIN_CAP	2329	0.008881
1126	RETAIN_CAP	2329	0.007526
1127	RETAIN_CAP	2329	0.008692
1128	RETAIN_CAP	2329	0.007334
1129	RETAIN_CAP	2329	0.009093
1130	RETAIN_CAP	2329	0.007347
1131	RETAIN_CAP	2329	0.009008
1132	RETAIN_CAP	2329	0.007313
1133	RETAIN_CAP	2329	0.009011
1134	RETAIN_CAP	2329	0.007255
1135	RETAIN_CAP	2329	0.008981
1136	RETAIN_CAP	2329	0.007507
1137	RETAIN_CAP	2329	0.007463
1138	RETAIN_CAP	2329	0.007419
1139	RETAIN_CAP	2329	0.009074
1140	RETAIN_CAP	2329	0.007603
1141	RETAIN_CAP	2329	0.007519
1142	RETAIN_CAP	2329	0.007672
1143	RETAIN_CAP	2329	0.007700
1144	RETAIN_CAP	2329	0.007734
1145	RETAIN_CAP	2329	0.007795
1146	RETAIN_CAP	2329	0.007568
1147	RETAIN_CAP	2329	0.007495
1148	RETAIN_CAP	2329	0.007973
1149	RETAIN_CAP	2329	0.009431
1150	RETAIN_CAP	2329	0.007461
1151	RETAIN_CAP	2329	0.007451
1152	RETAIN_CAP	2329	0.007434
1153	RETAIN_CAP	2329	0.007452
1154	RETAIN_CAP	2329	0.007475
1155	RETAIN_CAP	2329	0.007458
1156	RETAIN_CAP	2329	0.007368
1157	RETAIN_CAP	2329	0.007429
1158	RETAIN_CAP	2329	0.010352
1159	RETAIN_CAP	2329	0.007612
1160	RETAIN_CAP	2329	0.007530
1161	RETAIN_CAP	2329	0.007453
1162	RETAIN_CAP	2329	0.007458
1163	RETAIN_CAP	2329	0.007963
1164	RETAIN_CAP	2329	0.008232
1165	RETAIN_CAP	2329	0.008258
1166	RETAIN_CAP	2329	0.007471
1167	RETAIN_CAP	2329	0.007689
1168	RETAIN_CAP	2329	0.007723
1169	RETAIN_CAP	2329	0.007624
1170	RETAIN_CAP	2329	0.007511
1171	RETAIN_CAP	2329	0.007579
1172	RETAIN_CAP	2329	0.007566
1173	RETAIN_CAP	2329	0.007786
1174	RETAIN_CAP	2329	0.007699
1175	RETAIN_CAP	2329	0.007657
1176	RETAIN_CAP	2329	0.007500
1177	RETAIN_CAP	2329	0.007729
1178	RETAIN_CAP	2329	0.007860
1179	RETAIN_CAP	2329	0.007787
1180	RETAIN_CAP	2329	0.009026
1181	RETAIN_CAP	2329	0.007642
1182	RETAIN_CAP	2329	0.007672
1183	RETAIN_CAP	2329	0.007646
1184	RETAIN_CAP	2329	0.007591
1185	RETAIN_CAP	2329	0.007613
1186	RETAIN_CAP	2329	0.007571
1187	RETAIN_CAP	2329	0.007647
1188	RETAIN_CAP	2329	0.007592
1189	RETAIN_CAP	2329	0.007624
1190	RETAIN_CAP	2329	0.007669
1191	RETAIN_CAP	2329	0.007470
1192	RETAIN_CAP	2329	0.007537
1193	RETAIN_CAP	2329	0.008532
1194	RETAIN_CAP	2329	0.007502
1195	RETAIN_CAP	2329	0.007392
1196	RETAIN_CAP	2329	0.007601
1197	RETAIN_CAP	2329	0.007628
1198	RETAIN_CAP	2329	0.007769
1199	RETAIN_CAP	2329	0.007761
1200	RETAIN_CAP	2329	0.007802
1201	RETAIN_CAP	2329	0.007648
1202	RETAIN_CAP	2329	0.007735
1203	RETAIN_CAP	2329	0.007505
1204	RETAIN_CAP	2329	0.007673
1205	RETAIN_CAP	2329	0.007517
1206	RETAIN_CAP	2329	0.007372
1207	RETAIN_CAP	2329	0.007994
1208	RETAIN_CAP	2329	0.007803
1209	RETAIN_CAP	2329	0.007615
1210	RETAIN_CAP	2329	0.007523
1211	RETAIN_CAP	2329	0.007521
1212	RETAIN_CAP	2329	0.007793
1213	RETAIN_CAP	2329	0.007830
1214	RETAIN_CAP	2329	0.007589
1215	RETAIN_CAP	2329	0.007689
1216	RETAIN_CAP	2329	0.007627
1217	RETAIN_CAP	2329	0.007598
1218	RETAIN_CAP	2329	0.007727
1219	RETAIN_CAP	2329	0.007753
1220	RETAIN_CAP	2329	0.007513
1221	RETAIN_CAP	2329	0.007688
1222	RETAIN_CAP	2329	0.007533
1223	RETAIN_CAP	2329	0.007367
1224	RETAIN_CAP	2329	0.007387
1225	RETAIN_CAP	2329	0.007472
1226	RETAIN_CAP	2329	0.007718
1227	RETAIN_CAP	2329	0.007429
1228	RETAIN_CAP	2329	0.007400
1229	RETAIN_CAP	2329	0.007263
1230	RETAIN_CAP	2329	0.007260
1231	RETAIN_CAP	2329	0.007618
1232	RETAIN_CAP	2329	0.007450
1233	RETAIN_CAP	2329	0.008520
1234	RETAIN_CAP	2329	0.008459
1235	RETAIN_CAP	2329	0.008116
1236	RETAIN_CAP	2329	0.007861
1237	RETAIN_CAP	2329	0.008726
1238	RETAIN_CAP	2329	0.008066
1239	RETAIN_CAP	2329	0.009163
1240	RETAIN_CAP	2329	0.009108
1241	RETAIN_CAP	2329	0.009891
1242	RETAIN_CAP	2329	0.010489
1243	RETAIN_CAP	2329	0.011114
1244	RETAIN_CAP	2329	0.008413
1245	RETAIN_CAP	2329	0.011877
1246	RETAIN_CAP	2329	0.011599
1247	RETAIN_CAP	2329	0.008207
1248	RETAIN_CAP	2329	0.007415
1249	RETAIN_CAP	2329	0.007333
1250	RETAIN_CAP	2329	0.007266
1251	RETAIN_CAP	2329	0.007556
1252	RETAIN_CAP	2329	0.007264
1253	RETAIN_CAP	2329	0.007992
1254	RETAIN_CAP	2329	0.007659
1255	RETAIN_CAP	2329	0.007888
1256	RETAIN_CAP	2329	0.007737
1257	RETAIN_CAP	2329	0.008366
1258	RETAIN_CAP	2329	0.007782
1259	RETAIN_CAP	2329	0.007751
1260	RETAIN_CAP	2329	0.007777
1261	RETAIN_CAP	2329	0.007719
1262	RETAIN_CAP	2329	0.007876
1263	RETAIN_CAP	2329	0.007705
1264	RETAIN_CAP	2329	0.007713
1265	RETAIN_CAP	2329	0.007694
1266	RETAIN_CAP	2329	0.008076
1267	RETAIN_CAP	2329	0.007969
1268	RETAIN_CAP	2329	0.008168
1269	RETAIN_CAP	2329	0.008630
1270	RETAIN_CAP	2329	0.008764
1271	RETAIN_CAP	2329	0.008205
1272	RETAIN_CAP	2329	0.008222
1273	RETAIN_CAP	2329	0.008661
1274	RETAIN_CAP	2329	0.007770
1275	RETAIN_CAP	2329	0.007338
1276	RETAIN_CAP	2329	0.007347
1277	RETAIN_CAP	2329	0.007339
1278	RETAIN_CAP	2329	0.007238
1279	RETAIN_CAP	2329	0.007234
1280	RETAIN_CAP	2329	0.007184
1281	RETAIN_CAP	2329	0.008480
1282	RETAIN_CAP	2329	0.007637
1283	RETAIN_CAP	2329	0.007623
1284	RETAIN_CAP	2329	0.007571
1285	RETAIN_CAP	2329	0.007463
1286	RETAIN_CAP	2329	0.007496
1287	RETAIN_CAP	2329	0.007994
1288	RETAIN_CAP	2329	0.007978
1289	RETAIN_CAP	2329	0.008399
1290	RETAIN_CAP	2329	0.007937
1291	RETAIN_CAP	2329	0.008392
1292	RETAIN_CAP	2329	0.007420
1293	RETAIN_CAP	2329	0.008375
1294	RETAIN_CAP	2329	0.007819
1295	RETAIN_CAP	2329	0.008195
1296	RETAIN_CAP	2329	0.008112
1297	RETAIN_CAP	2329	0.008313
1298	RETAIN_CAP	2329	0.008119
1299	RETAIN_CAP	2329	0.008073
1300	RETAIN_CAP	2329	0.008499
1301	RETAIN_CAP	2329	0.008132
1302	RETAIN_CAP	2329	0.009185
1303	RETAIN_CAP	2329	0.007499
1304	RETAIN_CAP	2329	0.007466
1305	RETAIN_CAP	2329	0.007487
1306	RETAIN_CAP	2329	0.009229
1307	RETAIN_CAP	2329	0.007827
1308	RETAIN_CAP	2329	0.008921
1309	RETAIN_CAP	2329	0.008883
1310	RETAIN_CAP	2329	0.008480
1311	RETAIN_CAP	2329	0.007804
1312	RETAIN_CAP	2329	0.008044
1313	RETAIN_CAP	2329	0.008261
1314	RETAIN_CAP	2329	0.007411
1315	RETAIN_CAP	2329	0.007643
1316	RETAIN_CAP	2329	0.007504
1317	RETAIN_CAP	2329	0.008690
1318	RETAIN_CAP	2329	0.008090
1319	RETAIN_CAP	2329	0.008426
1320	RETAIN_CAP	2329	0.008635
1321	RETAIN_CAP	2329	0.007857
1322	RETAIN_CAP	2329	0.007560
1323	RETAIN_CAP	2329	0.007396
1324	RETAIN_CAP	2329	0.007284
1325	RETAIN_CAP	2329	0.007514
1326	RETAIN_CAP	2329	0.007327
1327	RETAIN_CAP	2329	0.007369
1328	RETAIN_CAP	2329	0.007374
1329	RETAIN_CAP	2329	0.007928
1330	RETAIN_CAP	2329	0.008688
1331	RETAIN_CAP	2329	0.011036
1332	RETAIN_CAP	2329	0.010724
1333	RETAIN_CAP	2329	0.011118
1334	RETAIN_CAP	2329	0.011496
1335	RETAIN_CAP	2329	0.010871
1336	RETAIN_CAP	2329	0.007425
1337	RETAIN_CAP	2329	0.007903
1338	RETAIN_CAP	2329	0.010667
1339	RETAIN_CAP	2329	0.008005
1340	RETAIN_CAP	2329	0.007819
1341	RETAIN_CAP	2329	0.007965
1342	RETAIN_CAP	2329	0.007656
1343	RETAIN_CAP	2329	0.007696
1344	RETAIN_CAP	2329	0.007898
1345	RETAIN_CAP	2329	0.007756
1346	RETAIN_CAP	2329	0.007545
1347	RETAIN_CAP	2329	0.007540
1348	RETAIN_CAP	2329	0.007383
1349	RETAIN_CAP	2329	0.007319
1350	RETAIN_CAP	2329	0.007342
1351	RETAIN_CAP	2329	0.007483
1352	RETAIN_CAP	2329	0.007434
1353	RETAIN_CAP	2329	0.007401
1354	RETAIN_CAP	2329	0.007342
1355	RETAIN_CAP	2329	0.007349
1356	RETAIN_CAP	2329	0.007294
1357	RETAIN_CAP	2329	0.007410
1358	RETAIN_CAP	2329	0.007405
1359	RETAIN_CAP	2329	0.007477
1360	RETAIN_CAP	2329	0.007465
1361	RETAIN_CAP	2329	0.007422
1362	RETAIN_CAP	2329	0.007442
1363	RETAIN_CAP	2329	0.007751
1364	RETAIN_CAP	2329	0.007402
1365	RETAIN_CAP	2329	0.007310
1366	RETAIN_CAP	2329	0.008288
1367	RETAIN_CAP	2329	0.007470
1368	RETAIN_CAP	2329	0.007529
1369	RETAIN_CAP	2329	0.007621
1370	RETAIN_CAP	2329	0.007456
1371	RETAIN_CAP	2329	0.008004
1372	RETAIN_CAP	2329	0.007510
