seed	rank	p	q	w01	w10	w11	log_ratio	t_H	m	float_deficit
650651	0	3.36832088151350330491e-06	0.999992371355893379067	0.999841153118383826458	0.999999983372309277541	0.999999990621808119756	-2.03856917129589066429e-18	0.99999975058627663349	0.999999983372416507033	-2.05998412772245842461e-18
650651	1	3.3037203488385548934e-06	0.99998502385536905976	0.999720308291300655576	0.999999987781471221839	0.999999974366679941914	-1.95098546565648906319e-18	0.999999816719468410118	0.999999987781296849061	-1.95156391047390798121e-18
650651	2	7.60665836937240024912e-06	0.999967948700642316113	0.999977020201318941958	0.999999983630029110916	0.999999994650927584525	-1.94138346263309401995e-18	0.999999754457547044228	0.999999983630501260688	-1.95156391047390798121e-18
650651	3	1.0457935514672975045e-05	0.999989811874431026157	0.998715664819258812845	0.999999975333147548108	0.999999985929050277445	-1.93678364049365734446e-18	0.999999630000713215757	0.999999975333376622084	-1.95156391047390798121e-18
650651	4	2.3675812427118866019e-06	0.999981265058217396531	0.999873819892528918661	0.999999972232328829995	0.999999984724494515561	-1.88208947611467374788e-18	0.99999958348942617894	0.999999972232623014865	-1.89735380184963275951e-18
650651	5	1.11594199597637647012e-05	0.999996268202244737128	0.998615992951330951033	0.999999984017589110688	0.999999996119469424091	-1.87479901638836106934e-18	0.999999760266351667517	0.999999984017754989934	-1.89735380184963275951e-18
650651	6	2.35727886958063794346e-06	0.999987623496496113001	0.998341018659628007563	0.999999973314593914621	0.999999975502746667416	-1.83922213333882020273e-18	0.99999959971960728026	0.999999973314635500713	-1.84314369322535753781e-18
650651	7	1.17618640015947359709e-05	0.999959782118357825209	0.999756751953346742734	0.999999987296205047806	0.999999978881824828686	-1.82079633622738059047e-18	0.999999809438531918598	0.999999987295900998269	-1.84314369322535753781e-18
650651	8	1.23521173748668836264e-05	0.999996064017577341101	0.998511734495239772344	0.999999991113558814554	0.999999981613486788252	-1.80929384697255375272e-18	0.999999866703390789574	0.99999999111355883331	-1.78893358460108231611e-18
650651	9	5.68315678548878455727e-06	0.999999017772595032464	0.998713920826237741102	0.999999986611070718491	0.999999963969908809531	-1.80782184029842442655e-18	0.999999799166779704555	0.999999986611117392256	-1.78893358460108231611e-18
650651	10	2.83906227716293671584e-05	0.99997835855577351901	0.998983155136561495565	0.999999987295891811607	0.999999987004005659748	-1.80776868101937082338e-18	0.999999809434338077631	0.999999987295621408821	-1.78893358460108231611e-18
650651	11	2.8420467428131063681e-06	0.999985519375363925924	0.997900394376436036576	0.999999985604808932409	0.99999998729321344388	-1.800121073138891304e-18	0.999999784071840030846	0.999999985604787884955	-1.78893358460108231611e-18
650651	12	4.2473613889128533274e-05	0.999981718391939401345	0.999891316801078183004	0.999999996465459229148	0.999999995096755767978	-1.79943452615516936218e-18	0.999999946982500439476	0.99999999646549994197	-1.78893358460108231611e-18
650651	13	7.29806710527489681493e-06	0.999998741023174187522	0.999173388530464439837	0.999999981894342260106	0.999999998074869573183	-1.78994321023749157095e-18	0.999999728417342002591	0.999999981894487172292	-1.78893358460108231611e-18
650651	14	4.78628320766524355922e-06	0.99996431943879530974	0.998302067466704891915	0.999999983158253500314	0.999999993834175254152	-1.78673349096684440075e-18	0.999999747376405718796	0.999999983158425062568	-1.78893358460108231611e-18
650651	15	7.08923741342384724128e-06	0.999966598512072368473	0.999856465350631994277	0.999999996396713328737	0.999999986423515836113	-1.78637547362679952568e-18	0.999999945945577887855	0.999999996396371768406	-1.78893358460108231611e-18
650651	16	1.34681070936893939761e-05	0.99998774247722077861	0.999785065072208407573	0.99999999199439259395	0.999999991436189942205	-1.78471055615536061587e-18	0.999999879916878072752	0.999999991994458089682	-1.78893358460108231611e-18
650651	17	2.33421773199244846577e-06	0.999974739117664106268	0.999040379921159419773	0.999999997219575509854	0.999999998681239730177	-1.78428364694875229117e-18	0.999999958293435902573	0.999999997219562339508	-1.78893358460108231611e-18
650651	18	3.77344828986433211036e-05	0.999977457755176597385	0.999818989993003277676	0.999999993704862574068	0.99999997812351724101	-1.77717694410304856062e-18	0.999999905568927988943	0.999999993704594921956	-1.78893358460108231611e-18
650651	19	2.01882545159219530707e-05	0.999991817074382413383	0.999289815693348409118	0.999999972624972867559	0.999999997481133841325	-1.77615449716714473385e-18	0.999999589384252560468	0.999999972625611591984	-1.78893358460108231611e-18
650651	20	4.91888477447075144285e-06	0.99997728143694745187	0.99954935476450750562	0.999999998682772280306	0.999999983009862186321	-1.77531671507181910272e-18	0.999999980235585218282	0.999999998682372335851	-1.78893358460108231611e-18
650651	21	9.30842177620610718537e-06	0.999998528380436199603	0.999185041677271479376	0.999999967978354352741	0.99999998225231101983	-1.76724335797629339355e-18	0.999999519680041648335	0.999999967978662265779	-1.78893358460108231611e-18
650651	22	1.41083205521220713068e-05	0.999957043172587866915	0.998329907593777635035	0.999999938460090280598	0.999999969108150103402	-1.75847271024260535655e-18	0.99999907691934072988	0.999999938461262873003	-1.73472347597680709441e-18
650651	23	1.728996438512172354e-05	0.999992569266451760269	0.999336038354660228774	0.999999985359597972799	0.999999972471613472009	-1.75810433052668369413e-18	0.999999780395073037008	0.999999985359670035543	-1.73472347597680709441e-18
650651	24	7.8919105423052561073e-06	0.999993918365304459072	0.998981392852348041103	0.999999968963175077169	0.99999998872962920192	-1.75123601725610862481e-18	0.999999534452471237379	0.999999968963491339756	-1.73472347597680709441e-18
650651	25	2.30225956735257442273e-05	0.999932888355023929766	0.999438756352011196645	0.999999986113489715994	0.999999995844593474615	-1.75106304603520554404e-18	0.999999791703949839029	0.999999986113595306226	-1.73472347597680709441e-18
650651	26	7.38212383665639573432e-06	0.999979144009618284273	0.999200156316139779372	0.999999970710271157172	0.999999973946162272075	-1.74713242593602133908e-18	0.99999956065656587194	0.999999970710431719762	-1.73472347597680709441e-18
650651	27	9.24343840910828344064e-06	0.999970464919248235979	0.999982237147445249194	0.999999997966807284357	0.99999998826651979888	-1.7389640367741057975e-18	0.999999969498021422658	0.999999997966534732682	-1.73472347597680709441e-18
650651	28	7.76412331288932475424e-06	0.999979011398269644682	0.999892414262734521846	0.999999980950488152496	0.999999995246187951999	-1.7324814029264821129e-18	0.99999971426381661639	0.999999980950918567802	-1.73472347597680709441e-18
650651	29	1.13910858322337290192e-05	0.999923675014687476361	0.99989602702340013476	0.999999998020484450584	0.999999998585242312697	-1.73087134271617452742e-18	0.999999970306896022499	0.999999998020459707519	-1.73472347597680709441e-18
650651	30	2.62008775134782516191e-07	0.999960224970267306664	0.998336801714520166316	0.999999944628373057729	0.99999995069189954143	-1.72561445967379658453e-18	0.999999169429493072869	0.99999994462861140971	-1.73472347597680709441e-18
650651	31	3.2622866073345955972e-06	0.999995530711432727275	0.999470116705172595016	0.99999999739758002582	0.99999999841225196398	-1.72553543484472936032e-18	0.999999960963780582272	0.999999997397585324859	-1.73472347597680709441e-18
