seed	rank	p	q	w01	w10	w11	log_ratio	t_H	m	float_deficit
650652	0	0.999999082139508822971	7.46622955465757610985e-07	0.999999929090602398055	0.963230154916037399344	0.999999981748966389043	-2.52138795494637492074e-18	0.999998936360705084343	0.999999929090678475545	-2.54787510534093541992e-18
650652	1	0.999998919618294604536	3.59504784440288825146e-07	0.999999854947397193118	0.958009196096342055689	0.999999861679246794804	-2.49792146135370494038e-18	0.999997824213813781512	0.999999854947440303978	-2.49366499671666019822e-18
650652	2	0.99999694616115528329	3.33969963239537231e-06	0.999999973083911647333	0.992660916927342824	0.999999999332011581786	-2.49362402542694468107e-18	0.999999596260178752493	0.999999973084006845705	-2.49366499671666019822e-18
650652	3	0.999999020878269343176	1.0298969275536237561e-06	0.999999918068723374224	0.96490634002361570158	0.999999890560750267945	-2.47198273170526709855e-18	0.999998771031886332552	0.999999918068745433238	-2.49366499671666019822e-18
650652	4	0.999998359551442648401	1.27520769080434749729e-07	0.999999946180328680228	0.997445930616489331887	0.999999896628335248566	-2.44790593391689783745e-18	0.999999192704109962138	0.999999946180253721688	-2.43945488809238497652e-18
650652	5	0.999999037660413770507	3.27785385217171175783e-07	0.999999890315487949732	0.992206712134877003397	0.99999991883046825071	-2.4126729512070258921e-18	0.999998354734496501973	0.999999890315548885581	-2.43945488809238497652e-18
650652	6	0.999999974907705061421	2.85432058440961730412e-06	0.999999986909739258531	0.925687772054184863924	0.999999904466032884815	-2.39666794985701099989e-18	0.999999803646556460919	0.999999986909769231409	-2.38524477946810975482e-18
650652	7	0.999998984199864009181	1.46780348206556789109e-06	0.999999999758337115635	0.988541554540441476774	0.999999922037106756109	-2.3964588068518704135e-18	0.999999996373621556536	0.999999999758241436853	-2.38524477946810975482e-18
650652	8	0.999999452551658848855	2.42512546406954914656e-08	0.9999999544514603302	0.975500027157973230115	0.99999991999250522495	-2.36080102368049665682e-18	0.999999316771851515554	0.999999954451442245166	-2.38524477946810975482e-18
650652	9	0.999997759449555016645	4.04908667299590561007e-07	0.999999957419902924416	0.947534025795447530996	0.999999994133759435291	-2.3570818645500933907e-18	0.999999361299512769317	0.999999957419954826692	-2.33103467084383453312e-18
650652	10	0.999999430641202209191	4.51318657090231270024e-08	0.999999960836258851142	0.992227808518296264706	0.999999947206372106123	-2.35544037632327019184e-18	0.999999412543950928149	0.999999960836252658775	-2.33103467084383453312e-18
650652	11	0.999999700883268592645	2.94178194013078936605e-06	0.999999960841176750996	0.994131194290692376788	0.999999905980335796938	-2.34435625951263619013e-18	0.999999412619216613977	0.999999960841270373914	-2.33103467084383453312e-18
650652	12	0.999998015539639616817	5.95354752549170832361e-07	0.999999861536540715591	0.94877601948534098016	0.999999907024190217428	-2.33702056334657451789e-18	0.999997923051806566726	0.999999861536652899995	-2.33103467084383453312e-18
650652	13	0.999997052938035824079	3.14892561752005549316e-06	0.999999898267995804496	0.962666877598469576454	0.99999998416096648132	-2.33022589499991081031e-18	0.999998474024429098218	0.99999989826822282792	-2.33103467084383453312e-18
650652	14	0.999996756521874407826	2.41840824147674525796e-06	0.999999856322957188346	0.970148362099644458699	0.999999915612322331474	-2.32596591484526271778e-18	0.999997844851109566331	0.999999856323262803633	-2.33103467084383453312e-18
650652	15	0.999987955458617065198	2.60050801068396081842e-08	0.999999841184070791368	0.990122662876633054512	0.999999854416278468488	-2.31596964393771251659e-18	0.999997617766116406635	0.999999841184231203579	-2.33103467084383453312e-18
650652	16	0.999998169037318359296	7.9947141479953910565e-08	0.999999842033566696303	0.974418182667734682559	0.999999846172463794725	-2.30897272993127959374e-18	0.999997630506367484978	0.999999842033583158883	-2.33103467084383453312e-18
650652	17	0.999999706406429195562	1.28657199935394726861e-07	0.999999885936628037911	0.93240270758787709279	0.999999898468848880638	-2.2975081100388711993e-18	0.999998289051023681105	0.999999885936643839127	-2.27682456221955931142e-18
650652	18	0.999999299323798413667	3.67595748123356480593e-07	0.999999914145896478981	0.981456231730194753851	0.999999918850204831732	-2.29183613257859508853e-18	0.999998712189672324011	0.999999914145926558653	-2.27682456221955931142e-18
