x	y	r	h	numerator	denominator
0	11	13	15	-870	1
0	11	14	14	-405	1
0	11	15	15	135	1
0	12	10	12	-5	2
0	12	11	13	15	2
0	12	12	12	45	2
0	12	12	14	-15	2
0	12	13	13	-135	2
0	12	13	15	1655	2
0	12	14	14	135	2
0	12	15	15	-45	2
0	13	13	15	-315	1
0	14	13	15	45	1
1	0	0	0	-4915	16384
1	0	1	1	73725	16384
1	0	1	3	-565	1152
1	0	2	0	-21915	16384
1	0	2	2	-516075	16384
1	0	2	4	65015	13824
1	0	3	1	328725	16384
1	0	3	3	2135845	16384
1	0	3	5	-313885	13824
1	0	4	0	-66055	16384
1	0	4	2	-2301075	16384
1	0	4	4	-5755695	16384
1	0	4	6	8360125	124416
1	0	5	1	990825	16384
1	0	5	3	9549885	16384
1	0	5	5	10276865	16384
1	0	5	7	-16233835	124416
1	0	6	0	-74405	16384
1	0	6	2	-6935775	16384
1	0	6	4	-25792375	16384
1	0	6	6	-11693015	16384
1	0	6	8	3460045	20736
1	0	7	1	1116075	16384
1	0	7	3	29319025	16384
1	0	7	5	46007225	16384
1	0	7	7	6946745	16384
1	0	7	9	-8147885	62208
1	0	8	0	-91785	16384
1	0	8	2	-7812525	16384
1	0	8	4	-83101395	16384
1	0	8	6	-50973535	16384
1	0	8	8	554375	16384
1	0	8	10	2929705	62208
1	0	9	1	1376775	16384
1	0	9	3	33108995	16384
1	0	9	5	166092445	16384
1	0	9	7	24635505	16384
1	0	9	9	-3329385	16384
1	0	9	11	105265	20736
1	0	10	0	14535	16384
1	0	10	2	-9637425	16384
1	0	10	4	-93267145	16384
1	0	10	6	-239016795	16384
1	0	10	8	19592655	16384
1	0	10	10	-288705	16384
1	0	10	12	-30445	124416
1	0	11	1	-218025	16384
1	0	11	3	41810175	16384
1	0	11	5	180927495	16384
1	0	11	7	248665205	16384
1	0	11	9	-47494305	16384
1	0	11	11	3944175	16384
1	0	11	13	-1270225	124416
1	0	12	0	-765	16384
1	0	12	2	1526175	16384
1	0	12	4	-125841085	16384
1	0	12	6	-239748065	16384
1	0	12	8	-187867125	16384
1	0	12	10	43507655	16384
1	0	12	12	-3300325	16384
1	0	12	14	145355	41472
1	0	13	1	11475	16384
1	0	13	3	-6614385	16384
1	0	13	5	278568915	16384
1	0	13	7	198028495	16384
1	0	13	9	109300955	16384
1	0	13	11	-23948105	16384
1	0	13	13	1061035	16384
1	0	13	15	83665	124416
1	0	14	2	-80325	16384
1	0	14	4	19851795	16384
1	0	14	6	-468828725	16384
1	0	14	8	-54043535	16384
1	0	14	10	-61776925	16384
1	0	14	12	9370755	16384
1	0	14	14	-131005	16384
1	0	15	3	348075	16384
1	0	15	5	-43711965	16384
1	0	15	7	611146875	16384
1	0	15	9	-98603295	16384
1	0	15	11	42829395	16384
1	0	15	13	-3444205	16384
1	0	15	15	26355	16384
1	0	16	4	-1044225	16384
1	0	16	6	72958875	16384
1	0	16	8	-622345275	16384
1	0	16	10	162338425	16384
1	0	16	12	-28581105	16384
1	0	16	14	1211115	16384
1	0	17	5	2297295	16384
1	0	17	7	-94007925	16384
1	0	17	9	495174645	16384
1	0	17	11	-130098935	16384
1	0	17	13	13332575	16384
1	0	17	15	-228005	16384
1	0	18	6	-3828825	16384
1	0	18	8	94293045	16384
1	0	18	10	-305353875	16384
1	0	18	12	65628605	16384
1	0	18	14	-3614185	16384
1	0	19	7	4922775	16384
1	0	19	9	-73634715	16384
1	0	19	11	143315325	16384
1	0	19	13	-21191635	16384
1	0	19	15	428935	16384
1	0	20	8	-4922775	16384
1	0	20	10	44408925	16384
1	0	20	12	-49552575	16384
1	0	20	14	4039765	16384
1	0	21	9	3828825	16384
1	0	21	11	-20315475	16384
1	0	21	13	11914225	16384
1	0	21	15	-348315	16384
1	0	22	10	-2297295	16384
1	0	22	12	6824625	16384
1	0	22	14	-1780935	16384
1	0	23	11	1044225	16384
1	0	23	13	-1589535	16384
1	0	23	15	124745	16384
1	0	24	12	-348075	16384
1	0	24	14	229545	16384
1	0	25	13	80325	16384
1	0	25	15	-15495	16384
1	0	26	14	-11475	16384
1	0	27	15	765	16384
1	1	1	3	785	512
1	1	2	4	-7425	512
1	1	3	3	1105	64
1	1	3	5	36825	512
1	1	4	4	-76815	512
1	1	4	6	-109695	512
1	1	5	3	40285	512
1	1	5	5	352905	512
1	1	5	7	25835	64
1	1	6	4	-185175	256
1	1	6	6	-965905	512
1	1	6	8	-115245	256
1	1	7	3	8425	64
1	1	7	5	111045	32
1	1	7	7	1680055	512
1	1	7	9	48025	256
1	1	8	4	-285375	256
1	1	8	6	-2610845	256
1	1	8	8	-886355	256
1	1	8	10	48105	256
1	1	9	3	73835	512
1	1	9	5	1169705	256
1	1	9	7	9966285	512
1	1	9	9	344565	256
1	1	9	11	-117855	512
1	1	10	4	-814605	512
1	1	10	6	-2989465	256
1	1	10	8	-3217055	128
1	1	10	10	462135	256
1	1	10	12	-24725	512
1	1	11	3	-435	32
1	1	11	5	4143065	512
1	1	11	7	4994155	256
1	1	11	9	1440895	64
1	1	11	11	-804205	256
1	1	11	13	80165	512
1	1	12	4	80285	512
1	1	12	6	-12856115	512
1	1	12	8	-2538815	128
1	1	12	10	-1833705	128
1	1	12	12	1025445	512
1	1	12	14	-20835	512
1	1	13	3	135	512
1	1	13	5	-424875	512
1	1	13	7	13566385	256
1	1	13	9	953385	128
1	1	13	11	3665015	512
1	1	13	13	-286915	512
1	1	13	15	-2845	256
1	1	14	4	-405	128
1	1	14	6	1364275	512
1	1	14	8	-20533745	256
1	1	14	10	1288355	128
1	1	14	12	-959355	256
1	1	14	14	46515	512
1	1	15	5	4455	256
1	1	15	7	-2960925	512
