z0	z1	z2	z3	z4	numerator	denominator
0	5	0	5	5	395	144
0	5	0	6	4	30775	864
0	5	0	7	3	19825	216
0	5	0	8	2	-1775	576
0	5	0	9	1	-1775	2592
0	5	0	10	0	207005	5184
0	5	1	0	9	-3905	5184
0	5	1	1	8	-3905	576
0	5	1	2	7	23455	144
0	5	1	3	6	15865	432
0	5	1	4	5	21625	288
0	5	1	5	4	21625	288
0	5	1	6	3	15865	432
0	5	1	7	2	23455	144
0	5	1	8	1	-3905	576
0	5	1	9	0	-3905	5184
0	5	2	0	8	-6265	1944
0	5	2	1	7	39905	243
0	5	2	2	6	12035	486
0	5	2	3	5	4745	243
0	5	2	4	4	378505	972
0	5	2	5	3	4745	243
0	5	2	6	2	12035	486
0	5	2	7	1	39905	243
0	5	2	8	0	-6265	1944
0	5	3	0	7	66845	729
0	5	3	1	6	81545	729
0	5	3	2	5	6215	243
0	5	3	3	4	203605	729
0	5	3	4	3	203605	729
0	5	3	5	2	6215	243
0	5	3	6	1	81545	729
0	5	3	7	0	66845	729
0	5	4	0	6	4205	162
0	5	4	1	5	2315	27
0	5	4	2	4	13735	54
0	5	4	3	3	-8170	81
0	5	4	4	2	13735	54
0	5	4	5	1	2315	27
0	5	4	6	0	4205	162
0	5	5	0	5	500	81
0	5	5	1	4	12220	81
0	5	5	2	3	-2290	81
0	5	5	3	2	-2290	81
0	5	5	4	1	12220	81
0	5	5	5	0	500	81
0	5	6	0	4	6640	243
0	5	6	1	3	21700	243
0	5	6	2	2	-2920	81
0	5	6	3	1	21700	243
0	5	6	4	0	6640	243
0	5	7	0	3	-880	81
0	5	7	1	2	1010	27
0	5	7	2	1	1010	27
0	5	7	3	0	-880	81
0	5	10	0	0	-1001	243
0	6	0	0	9	2484415	31104
0	6	0	1	8	-3905	3456
0	6	0	2	7	-3905	864
0	6	0	3	6	387385	2592
0	6	0	4	5	41785	1728
0	6	0	5	4	41785	1728
0	6	0	6	3	387385	2592
0	6	0	7	2	-3905	864
0	6	0	8	1	-3905	3456
0	6	0	9	0	2484415	31104
0	6	1	0	8	-6265	5832
0	6	1	1	7	-6265	729
0	6	1	2	6	320645	1458
0	6	1	3	5	80075	729
0	6	1	4	4	-15155	2916
0	6	1	5	3	80075	729
0	6	1	6	2	320645	1458
0	6	1	7	1	-6265	729
0	6	1	8	0	-6265	5832
0	6	2	0	7	-6055	1458
0	6	2	1	6	322115	1458
0	6	2	2	5	13505	486
0	6	2	3	4	181735	1458
0	6	2	4	3	181735	1458
0	6	2	5	2	13505	486
0	6	2	6	1	322115	1458
0	6	2	7	0	-6055	1458
0	6	3	0	6	36605	243
0	6	3	1	5	3550	81
0	6	3	2	4	-3680	81
0	6	3	3	3	105160	243
0	6	3	4	2	-3680	81
0	6	3	5	1	3550	81
0	6	3	6	0	36605	243
0	6	4	0	5	9350	243
0	6	4	1	4	3010	243
0	6	4	2	3	30320	243
0	6	4	3	2	30320	243
0	6	4	4	1	3010	243
0	6	4	5	0	9350	243
0	6	5	0	4	6640	243
0	6	5	1	3	21700	243
0	6	5	2	2	-2920	81
0	6	5	3	1	21700	243
0	6	5	4	0	6640	243
0	6	6	0	3	26080	243
0	6	6	1	2	-3080	81
0	6	6	2	1	-3080	81
0	6	6	3	0	26080	243
0	6	9	0	0	24155	729
0	7	0	0	8	611465	5832
0	7	0	1	7	-895	729
0	7	0	2	6	-6265	1458
0	7	0	3	5	66635	729
0	7	0	4	4	143635	2916
0	7	0	5	3	66635	729
0	7	0	6	2	-6265	1458
0	7	0	7	1	-895	729
0	7	0	8	0	611465	5832
0	7	1	0	7	-865	729
0	7	1	1	6	-6055	729
0	7	1	2	5	40115	243
0	7	1	3	4	42625	729
0	7	1	4	3	42625	729
0	7	1	5	2	40115	243
0	7	1	6	1	-6055	729
0	7	1	7	0	-865	729
0	7	2	0	6	-325	81
0	7	2	1	5	4480	27
0	7	2	2	4	2290	27
0	7	2	3	3	-830	81
0	7	2	4	2	2290	27
0	7	2	5	1	4480	27
0	7	2	6	0	-325	81
0	7	3	0	5	22700	243
0	7	3	1	4	4150	243
0	7	3	2	3	13160	243
0	7	3	3	2	13160	243
0	7	3	4	1	4150	243
0	7	3	5	0	22700	243
0	7	4	0	4	2660	243
0	7	4	1	3	-6370	243
0	7	4	2	2	8155	81
0	7	4	3	1	-6370	243
0	7	4	4	0	2660	243
0	7	5	0	3	-880	81
0	7	5	1	2	1010	27
0	7	5	2	1	1010	27
0	7	5	3	0	-880	81
0	7	8	0	0	-715	81
0	8	0	0	7	611495	5832
0	8	0	1	6	-6055	5832
0	8	0	2	5	-6055	1944
0	8	0	3	4	377965	5832
0	8	0	4	3	377965	5832
0	8	0	5	2	-6055	1944
0	8	0	6	1	-6055	5832
0	8	0	7	0	611495	5832
0	8	1	0	6	-325	324
0	8	1	1	5	-325	54
0	8	1	2	4	9175	108
0	8	1	3	3	3235	81
0	8	1	4	2	9175	108
0	8	1	5	1	-325	54
0	8	1	6	0	-325	324
0	8	2	0	5	-200	81
0	8	2	1	4	7100	81
0	8	2	2	3	25	81
0	8	2	3	2	25	81
0	8	2	4	1	7100	81
0	8	2	5	0	-200	81
0	8	3	0	4	15910	243
0	8	3	1	3	2890	243
0	8	3	2	2	1850	81
0	8	3	3	1	2890	243
0	8	3	4	0	15910	243
0	8	4	0	3	-550	81
0	8	4	1	2	530	27
0	8	4	2	1	530	27
0	8	4	3	0	-550	81
0	8	7	0	0	-715	81
0	9	0	0	6	232955	2916
0	9	0	1	5	-325	486
0	9	0	2	4	-1625	972
0	9	0	3	3	42115	729
0	9	0	4	2	-1625	972
0	9	0	5	1	-325	486
0	9	0	6	0	232955	2916
0	9	1	0	5	-400	729
0	9	1	1	4	-2000	729
0	9	1	2	3	32450	729
0	9	1	3	2	32450	729
0	9	1	4	1	-2000	729
0	9	1	5	0	-400	729
0	9	2	0	4	-1100	729
0	9	2	1	3	32050	729
0	9	2	2	2	-2200	243
0	9	2	3	1	32050	729
0	9	2	4	0	-1100	729
0	9	3	0	3	41540	729
0	9	3	1	2	-2200	243
0	9	3	2	1	-2200	243
0	9	3	3	0	41540	729
0	9	6	0	0	24155	729
0	10	0	0	5	29120	729
0	10	0	1	4	-200	729
0	10	0	2	3	-400	729
0	10	0	3	2	-400	729
0	10	0	4	1	-200	729
0	10	0	5	0	29120	729
0	10	1	0	4	-220	729
0	10	1	1	3	-880	729
0	10	1	2	2	3205	243
0	10	1	3	1	-880	729
0	10	1	4	0	-220	729
0	10	2	0	3	-220	243
0	10	2	1	2	995	81
0	10	2	2	1	995	81
0	10	2	3	0	-220	243
0	10	5	0	0	-1001	243
0	11	0	0	4	14560	729
0	11	0	1	3	-80	729
0	11	0	2	2	-40	243
0	11	0	3	1	-80	729
0	11	0	4	0	14560	729
0	11	1	0	3	-40	243
0	11	1	1	2	-40	81
0	11	1	2	1	-40	81
0	11	1	3	0	-40	243
0	11	4	0	0	-455	243
0	12	0	0	3	7280	729
0	12	0	1	2	-10	243
0	12	0	2	1	-10	243
0	12	0	3	0	7280	729
0	12	3	0	0	6835	729
0	13	2	0	0	-35	243
0	14	1	0	0	-5	243
0	15	0	0	0	728	729
1	0	0	0	14	-155	8192
1	0	0	1	13	-1085	4096
1	0	0	2	12	-14105	8192
1	0	0	3	11	-14105	2048
1	0	0	4	10	295405	8192
1	0	0	5	9	-155155	4096
1	0	0	6	8	-465465	8192
1	0	0	7	7	138305	1024
1	0	0	8	6	-465465	8192
1	0	0	9	5	-155155	4096
1	0	0	10	4	295405	8192
1	0	0	11	3	-14105	2048
1	0	0	12	2	-14105	8192
1	0	0	13	1	-1085	4096
1	0	0	14	0	-155	8192
1	0	3	0	11	-335	2304
1	0	3	1	10	-3685	2304
1	0	3	2	9	-18425	2304
1	0	3	3	8	-18425	768
1	0	3	4	7	43015	384
1	0	3	5	6	-25795	384
1	0	3	6	5	-25795	384
1	0	3	7	4	43015	384
1	0	3	8	3	-18425	768
1	0	3	9	2	-18425	2304
1	0	3	10	1	-3685	2304
1	0	3	11	0	-335	2304
1	0	4	0	10	-3815	13824
1	0	4	1	9	-19075	6912
1	0	4	2	8	-19075	1536
1	0	4	3	7	-7555	576
1	0	4	4	6	108395	2304
1	0	4	5	5	-11345	384
1	0	4	6	4	108395	2304
1	0	4	7	3	-7555	576
1	0	4	8	2	-19075	1536
1	0	4	9	1	-19075	6912
1	0	4	10	0	-3815	13824
1	0	5	0	9	-1325	2592
1	0	5	1	8	-1325	288
1	0	5	2	7	-1325	72
1	0	5	3	6	-4955	216
1	0	5	4	5	2245	144
1	0	5	5	4	2245	144
1	0	5	6	3	-4955	216
1	0	5	7	2	-1325	72
1	0	5	8	1	-1325	288
1	0	5	9	0	-1325	2592
1	0	6	0	8	-14425	15552
1	0	6	1	7	-14425	1944
1	0	6	2	6	-100975	3888
1	0	6	3	5	-62095	1944
1	0	6	4	4	272725	7776
1	0	6	5	3	-62095	1944
1	0	6	6	2	-100975	3888
1	0	6	7	1	-14425	1944
1	0	6	8	0	-14425	15552
1	0	7	0	7	-3235	2916
1	0	7	1	6	-22645	2916
1	0	7	2	5	-22645	972
1	0	7	3	4	-54905	2916
1	0	7	4	3	-54905	2916
1	0	7	5	2	-22645	972
1	0	7	6	1	-22645	2916
1	0	7	7	0	-3235	2916
1	0	8	0	6	-5755	5832
1	0	8	1	5	-5755	972
1	0	8	2	4	-28775	1944
1	0	8	3	3	-28775	1458
1	0	8	4	2	-28775	1944
1	0	8	5	1	-5755	972
1	0	8	6	0	-5755	5832
1	0	9	0	5	-35	54
1	0	9	1	4	-175	54
1	0	9	2	3	-175	27
1	0	9	3	2	-175	27
1	0	9	4	1	-175	54
1	0	9	5	0	-35	54
1	0	10	0	4	-200	729
1	0	10	1	3	-800	729
1	0	10	2	2	-400	243
1	0	10	3	1	-800	729
1	0	10	4	0	-200	729
1	0	11	0	3	-80	729
1	0	11	1	2	-80	243
1	0	11	2	1	-80	243
1	0	11	3	0	-80	729
1	0	12	0	2	-10	243
1	0	12	1	1	-20	243
1	0	12	2	0	-10	243
1	1	2	0	11	-335	768
1	1	2	1	10	-3685	768
1	1	2	2	9	19975	768
1	1	2	3	8	4615	256
1	1	2	4	7	-18425	128
1	1	2	5	6	15165	128
1	1	2	6	5	15165	128
1	1	2	7	4	-18425	128
1	1	2	8	3	4615	256
1	1	2	9	2	19975	768
1	1	2	10	1	-3685	768
1	1	2	11	0	-335	768
1	1	3	0	10	-3815	3456
1	1	3	1	9	-19075	1728
1	1	3	2	8	3965	384
1	1	3	3	7	6845	144
1	1	3	4	6	-29845	576
1	1	3	5	5	-3665	96
1	1	3	6	4	-29845	576
1	1	3	7	3	6845	144
1	1	3	8	2	3965	384
1	1	3	9	1	-19075	1728
1	1	3	10	0	-3815	3456
1	1	4	0	9	-6625	2592
1	1	4	1	8	-6625	288
1	1	4	2	7	3455	72
1	1	4	3	6	1145	216
1	1	4	4	5	-7495	144
1	1	4	5	4	-7495	144
1	1	4	6	3	1145	216
1	1	4	7	2	3455	72
1	1	4	8	1	-6625	288
1	1	4	9	0	-6625	2592
1	1	5	0	8	-14425	2592
1	1	5	1	7	-14425	324
1	1	5	2	6	35105	648
1	1	5	3	5	-3775	324
1	1	5	4	4	-141995	1296
1	1	5	5	3	-3775	324
1	1	5	6	2	35105	648
1	1	5	7	1	-14425	324
1	1	5	8	0	-14425	2592
1	1	6	0	7	-22645	2916
1	1	6	1	6	-158515	2916
1	1	6	2	5	-22435	972
1	1	6	3	4	-92735	2916
1	1	6	4	3	-92735	2916
1	1	6	5	2	-22435	972
1	1	6	6	1	-158515	2916
1	1	6	7	0	-22645	2916
1	1	7	0	6	-5755	729
1	1	7	1	5	-11510	243
1	1	7	2	4	-6905	243
1	1	7	3	3	-42200	729
1	1	7	4	2	-6905	243
1	1	7	5	1	-11510	243
1	1	7	6	0	-5755	729
1	1	8	0	5	-35	6
1	1	8	1	4	-175	6
1	1	8	2	3	-85	3
1	1	8	3	2	-85	3
1	1	8	4	1	-175	6
1	1	8	5	0	-35	6
1	1	9	0	4	-2000	729
1	1	9	1	3	-8000	729
1	1	9	2	2	-4000	243
1	1	9	3	1	-8000	729
1	1	9	4	0	-2000	729
1	1	10	0	3	-880	729
1	1	10	1	2	-880	243
1	1	10	2	1	-880	243
1	1	10	3	0	-880	729
1	1	11	0	2	-40	81
1	1	11	1	1	-80	81
1	1	11	2	0	-40	81
1	2	1	0	11	-335	768
1	2	1	1	10	-3685	768
1	2	1	2	9	19975	768
1	2	1	3	8	4615	256
1	2	1	4	7	-18425	128
1	2	1	5	6	15165	128
1	2	1	6	5	15165	128
1	2	1	7	4	-18425	128
1	2	1	8	3	4615	256
1	2	1	9	2	19975	768
1	2	1	10	1	-3685	768
1	2	1	11	0	-335	768
1	2	2	0	10	30745	2304
1	2	2	1	9	84605	1152
1	2	2	2	8	-12675	256
1	2	2	3	7	-10435	96
1	2	2	4	6	43115	384
1	2	2	5	5	175	64
1	2	2	6	4	43115	384
1	2	2	7	3	-10435	96
1	2	2	8	2	-12675	256
1	2	2	9	1	84605	1152
1	2	2	10	0	30745	2304
1	2	3	0	9	58175	1296
1	2	3	1	8	7775	144
1	2	3	2	7	-1585	36
1	2	3	3	6	-8575	108
1	2	3	4	5	3305	72
1	2	3	5	4	3305	72
1	2	3	6	3	-8575	108
1	2	3	7	2	-1585	36
1	2	3	8	1	7775	144
1	2	3	9	0	58175	1296
1	2	4	0	8	446275	5184
1	2	4	1	7	76915	648
1	2	4	2	6	-12395	1296
1	2	4	3	5	-18875	648
1	2	4	4	4	-684055	2592
1	2	4	5	3	-18875	648
1	2	4	6	2	-12395	1296
1	2	4	7	1	76915	648
1	2	4	8	0	446275	5184
1	2	5	0	7	162035	972
1	2	5	1	6	230285	972
1	2	5	2	5	-67795	324
1	2	5	3	4	-121895	972
1	2	5	4	3	-121895	972
1	2	5	5	2	-67795	324
1	2	5	6	1	230285	972
1	2	5	7	0	162035	972
1	2	6	0	6	324215	1458
1	2	6	1	5	15605	243
1	2	6	2	4	-104225	486
1	2	6	3	3	-52930	729
1	2	6	4	2	-104225	486
1	2	6	5	1	15605	243
1	2	6	6	0	324215	1458
