ordinal	i	j	u	v	status	clauses	discriminating_clauses	core_sha256	proof_sha256	seconds	detail
4146	5	9	1	2	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.198642	residual subset and fresh DRAT VERIFIED
4147	5	9	1	3	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.223554	residual subset and fresh DRAT VERIFIED
4157	5	9	2	3	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.223605	residual subset and fresh DRAT VERIFIED
4158	5	9	2	4	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.219528	residual subset and fresh DRAT VERIFIED
4212	5	10	0	1	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.224837	residual subset and fresh DRAT VERIFIED
4446	6	7	0	1	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.240595	residual subset and fresh DRAT VERIFIED
4447	6	7	0	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.194183	residual subset and fresh DRAT VERIFIED
4448	6	7	0	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.228854	residual subset and fresh DRAT VERIFIED
4458	6	7	1	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.182914	residual subset and fresh DRAT VERIFIED
4459	6	7	1	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.214475	residual subset and fresh DRAT VERIFIED
4469	6	7	2	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.201693	residual subset and fresh DRAT VERIFIED
4524	6	8	0	1	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.209183	residual subset and fresh DRAT VERIFIED
4914	7	8	0	1	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.200657	residual subset and fresh DRAT VERIFIED
4915	7	8	0	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.209852	residual subset and fresh DRAT VERIFIED
4916	7	8	0	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.233239	residual subset and fresh DRAT VERIFIED
4926	7	8	1	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.184842	residual subset and fresh DRAT VERIFIED
4927	7	8	1	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.206871	residual subset and fresh DRAT VERIFIED
4937	7	8	2	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.192494	residual subset and fresh DRAT VERIFIED
4992	7	9	0	1	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.201158	residual subset and fresh DRAT VERIFIED
5304	8	9	0	1	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.256539	residual subset and fresh DRAT VERIFIED
5305	8	9	0	2	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.191715	residual subset and fresh DRAT VERIFIED
5306	8	9	0	3	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.232576	residual subset and fresh DRAT VERIFIED
5316	8	9	1	2	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.198462	residual subset and fresh DRAT VERIFIED
5317	8	9	1	3	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.206563	residual subset and fresh DRAT VERIFIED
5327	8	9	2	3	CERTIFIED	29	0	ffe7cf37f58395ee7c5d2c8952326050547f506b79a1d4cefefadec424f7c350	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.195017	residual subset and fresh DRAT VERIFIED
5382	8	10	0	1	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.230581	residual subset and fresh DRAT VERIFIED
5616	9	10	0	1	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.227098	residual subset and fresh DRAT VERIFIED
5617	9	10	0	2	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.195570	residual subset and fresh DRAT VERIFIED
5618	9	10	0	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.245363	residual subset and fresh DRAT VERIFIED
5628	9	10	1	2	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.183243	residual subset and fresh DRAT VERIFIED
5629	9	10	1	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.233847	residual subset and fresh DRAT VERIFIED
5639	9	10	2	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.188002	residual subset and fresh DRAT VERIFIED
5694	9	11	0	1	CERTIFIED	29	0	6d906dabe23e3465200876ca8c6e0c64d9b90c9e9e735316d0dc4310bd85bf2b	d2d07e12d43e7f7da95b6c270d1bd6b7313b4c8c0acb50a5eff357d17f2b1937	0.235821	residual subset and fresh DRAT VERIFIED
5850	10	11	0	1	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.200077	residual subset and fresh DRAT VERIFIED
5851	10	11	0	2	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.186382	residual subset and fresh DRAT VERIFIED
5852	10	11	0	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.238844	residual subset and fresh DRAT VERIFIED
5862	10	11	1	2	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.199911	residual subset and fresh DRAT VERIFIED
5863	10	11	1	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.228937	residual subset and fresh DRAT VERIFIED
5873	10	11	2	3	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.225633	residual subset and fresh DRAT VERIFIED
5928	10	12	0	1	CERTIFIED	22	0	aafdc35679cd612ae936a53eb348ed468fe9644b5a202d04631cae2bbe994e0d	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.213360	residual subset and fresh DRAT VERIFIED
6006	11	12	0	1	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.210615	residual subset and fresh DRAT VERIFIED
6007	11	12	0	2	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.183413	residual subset and fresh DRAT VERIFIED
6008	11	12	0	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.238708	residual subset and fresh DRAT VERIFIED
6018	11	12	1	2	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.187569	residual subset and fresh DRAT VERIFIED
6019	11	12	1	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.207086	residual subset and fresh DRAT VERIFIED
6029	11	12	2	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.208400	residual subset and fresh DRAT VERIFIED
