ordinal	i	j	u	v	status	clauses	discriminating_clauses	core_sha256	proof_sha256	seconds	detail
61	0	1	6	11	CERTIFIED	100	0	5ace1289371f4c1dd9bbad0cb3ef7ee440e0f28460286cad11c3d613a5332d03	4064c875eb51123be219a20ab2062954e93777e3b70eb525fd226c9873f1116e	0.221242	residual subset and fresh DRAT VERIFIED
74	0	1	9	12	CERTIFIED	27	1	ead86d3f3525958726cc7b8f50b8c30aec77fb62e38abae4fd862efa93b66592	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.187230	residual subset and fresh DRAT VERIFIED
89	0	2	0	12	CERTIFIED	47	2	bb6ba2a486f3ddcf0e58cec1538bb5fcc61c211b92fb76738e57b59e5e67efc0	6c727609a7ca0115a08df5c02b6bbff8a835079dae9429d4d185b9da8d06d4d2	0.235919	residual subset and fresh DRAT VERIFIED
100	0	2	1	12	CERTIFIED	47	2	3bf8355997f2a789c0599f6b814f83871c41bcbba539ab89db8a3438d7dd8f7f	678bf5e9f5d57195e2b023ad4636a3b195cd307139f906ac577d82cbc8c6b774	0.224358	residual subset and fresh DRAT VERIFIED
110	0	2	2	12	CERTIFIED	27	1	a7f9b4dc1d29a5fd5cc805ad3b946f78d4222753e1035b9e31c414d6301b3a58	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.204079	residual subset and fresh DRAT VERIFIED
119	0	2	3	12	CERTIFIED	27	1	69ac27939abc86f700d79776d172a19dbc8a64a1a0f576c18a826d97db60d8c0	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.237162	residual subset and fresh DRAT VERIFIED
126	0	2	4	11	CERTIFIED	50	2	1051b5c8154a8e76e5f34cdd722d0e9eb63882db1696e5ca14b56c236abf7cc5	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.218913	residual subset and fresh DRAT VERIFIED
127	0	2	4	12	CERTIFIED	27	1	e2784bc3d4c94b243a12d42657ef83ae04522961be7994e04e9165a5837f51ea	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.214827	residual subset and fresh DRAT VERIFIED
134	0	2	5	12	CERTIFIED	27	1	0790be4785a9aab82ed762e13afbe71009bf88cbb94c6ffba448bf8b3b5761e3	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.208443	residual subset and fresh DRAT VERIFIED
140	0	2	6	12	CERTIFIED	27	1	c6e862331a51327a64d35f30aeb34d1d3061b6f4dbaeb1b9ccd49015b62bc132	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.215355	residual subset and fresh DRAT VERIFIED
144	0	2	7	11	CERTIFIED	50	2	0c80ce0c8c4a7d7d723df20ce0adf467f60719759fd9c587ba96e3cd5d7ae007	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.220793	residual subset and fresh DRAT VERIFIED
145	0	2	7	12	CERTIFIED	27	1	807551cfca2ae3ce3c21b85a144dcb640c9a679953939ce4cc33437060090a53	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.216048	residual subset and fresh DRAT VERIFIED
148	0	2	8	11	CERTIFIED	50	2	93dead8f951b9dcf26070cd03f2ebfa5fb78a649cdf6baba5b7f33004dc60442	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.223345	residual subset and fresh DRAT VERIFIED
149	0	2	8	12	CERTIFIED	52	2	e5ce136c2ad4990972f8c27aeb6f8ed1b0073fd8e815f08a70a366286fea9bd3	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.207177	residual subset and fresh DRAT VERIFIED
152	0	2	9	12	CERTIFIED	27	1	ead86d3f3525958726cc7b8f50b8c30aec77fb62e38abae4fd862efa93b66592	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.210901	residual subset and fresh DRAT VERIFIED
154	0	2	10	12	CERTIFIED	50	2	5008a39c7beffb72a493f6ba994f391b7653dc43bfa6d547e31678bd1e0df412	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.226539	residual subset and fresh DRAT VERIFIED
155	0	2	11	12	CERTIFIED	52	2	2bf957475973e83f377b05d75afbf19bf0acaa41234983c24fa72ecca9c5808e	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.189985	residual subset and fresh DRAT VERIFIED
240	0	4	0	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.204803	residual subset and fresh DRAT VERIFIED
251	0	4	1	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.235558	residual subset and fresh DRAT VERIFIED
261	0	4	2	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.209748	residual subset and fresh DRAT VERIFIED
270	0	4	3	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.190784	residual subset and fresh DRAT VERIFIED
278	0	4	4	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.207807	residual subset and fresh DRAT VERIFIED
285	0	4	5	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.200238	residual subset and fresh DRAT VERIFIED
297	0	4	7	8	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.209305	residual subset and fresh DRAT VERIFIED
320	0	5	0	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.188807	residual subset and fresh DRAT VERIFIED
331	0	5	1	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.194651	residual subset and fresh DRAT VERIFIED
341	0	5	2	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.196042	residual subset and fresh DRAT VERIFIED
350	0	5	3	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.267052	residual subset and fresh DRAT VERIFIED
358	0	5	4	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.240496	residual subset and fresh DRAT VERIFIED
365	0	5	5	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.228092	residual subset and fresh DRAT VERIFIED
371	0	5	6	9	CERTIFIED	36	0	727afc3eecfed998522cef46a12db6b111e14fbb2a5338ca8e61daacd485f343	3ce470c066927d32492bd62f7380c81346b069c2b1dd033ffa69c06d4b8d4847	0.210378	residual subset and fresh DRAT VERIFIED
390	0	6	0	1	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.246101	residual subset and fresh DRAT VERIFIED
391	0	6	0	2	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.226967	residual subset and fresh DRAT VERIFIED
392	0	6	0	3	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.219299	residual subset and fresh DRAT VERIFIED
393	0	6	0	4	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.209319	residual subset and fresh DRAT VERIFIED
394	0	6	0	5	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.221615	residual subset and fresh DRAT VERIFIED
395	0	6	0	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.192413	residual subset and fresh DRAT VERIFIED
396	0	6	0	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.205955	residual subset and fresh DRAT VERIFIED
402	0	6	1	2	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.191624	residual subset and fresh DRAT VERIFIED
403	0	6	1	3	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.187806	residual subset and fresh DRAT VERIFIED
404	0	6	1	4	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.237118	residual subset and fresh DRAT VERIFIED
405	0	6	1	5	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.217662	residual subset and fresh DRAT VERIFIED
406	0	6	1	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.221773	residual subset and fresh DRAT VERIFIED
407	0	6	1	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.221676	residual subset and fresh DRAT VERIFIED
413	0	6	2	3	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.217625	residual subset and fresh DRAT VERIFIED
414	0	6	2	4	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.261779	residual subset and fresh DRAT VERIFIED
415	0	6	2	5	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.200699	residual subset and fresh DRAT VERIFIED
416	0	6	2	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.216962	residual subset and fresh DRAT VERIFIED
417	0	6	2	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.196072	residual subset and fresh DRAT VERIFIED
423	0	6	3	4	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.262274	residual subset and fresh DRAT VERIFIED
424	0	6	3	5	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.201803	residual subset and fresh DRAT VERIFIED
425	0	6	3	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.222660	residual subset and fresh DRAT VERIFIED
426	0	6	3	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.188630	residual subset and fresh DRAT VERIFIED
432	0	6	4	5	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.209724	residual subset and fresh DRAT VERIFIED
433	0	6	4	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.189606	residual subset and fresh DRAT VERIFIED
434	0	6	4	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.204309	residual subset and fresh DRAT VERIFIED
440	0	6	5	6	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.204488	residual subset and fresh DRAT VERIFIED
441	0	6	5	7	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.215677	residual subset and fresh DRAT VERIFIED
453	0	6	7	8	CERTIFIED	15	0	6c916906c78ecca786507feb0a13605c082ecba264d5decd50824b9876a3e30c	34d9993048ad8b0d34c5c787864e93162e44ba981989d922609e9814c5a76eb8	0.232603	residual subset and fresh DRAT VERIFIED
468	0	7	0	1	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.232013	residual subset and fresh DRAT VERIFIED
469	0	7	0	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.220454	residual subset and fresh DRAT VERIFIED
470	0	7	0	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.204676	residual subset and fresh DRAT VERIFIED
471	0	7	0	4	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.213577	residual subset and fresh DRAT VERIFIED
472	0	7	0	5	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.217735	residual subset and fresh DRAT VERIFIED
473	0	7	0	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.216277	residual subset and fresh DRAT VERIFIED
480	0	7	1	2	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.204465	residual subset and fresh DRAT VERIFIED
481	0	7	1	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.211416	residual subset and fresh DRAT VERIFIED
482	0	7	1	4	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.233095	residual subset and fresh DRAT VERIFIED
483	0	7	1	5	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.189930	residual subset and fresh DRAT VERIFIED
484	0	7	1	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.214019	residual subset and fresh DRAT VERIFIED
485	0	7	1	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.247193	residual subset and fresh DRAT VERIFIED
491	0	7	2	3	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.182857	residual subset and fresh DRAT VERIFIED
492	0	7	2	4	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.234705	residual subset and fresh DRAT VERIFIED
493	0	7	2	5	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.204641	residual subset and fresh DRAT VERIFIED
494	0	7	2	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.211513	residual subset and fresh DRAT VERIFIED
495	0	7	2	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.184147	residual subset and fresh DRAT VERIFIED
501	0	7	3	4	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.230552	residual subset and fresh DRAT VERIFIED
502	0	7	3	5	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.204129	residual subset and fresh DRAT VERIFIED
503	0	7	3	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.211884	residual subset and fresh DRAT VERIFIED
504	0	7	3	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.217668	residual subset and fresh DRAT VERIFIED
510	0	7	4	5	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.205200	residual subset and fresh DRAT VERIFIED
511	0	7	4	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.201680	residual subset and fresh DRAT VERIFIED
512	0	7	4	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.193853	residual subset and fresh DRAT VERIFIED
518	0	7	5	6	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.217781	residual subset and fresh DRAT VERIFIED
519	0	7	5	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.190246	residual subset and fresh DRAT VERIFIED
525	0	7	6	7	CERTIFIED	22	0	b6d65a3111db6b6dd7785a48f4d93d56eb8415498139e0e17c999a83b5a7b40c	3533147d951a065eeafa566aa1fde359b44212d80e031b6aa70adea28a7546a9	0.207846	residual subset and fresh DRAT VERIFIED
546	0	8	0	1	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.183939	residual subset and fresh DRAT VERIFIED
547	0	8	0	2	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.227002	residual subset and fresh DRAT VERIFIED
548	0	8	0	3	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.192172	residual subset and fresh DRAT VERIFIED
549	0	8	0	4	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.189540	residual subset and fresh DRAT VERIFIED
550	0	8	0	5	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.214787	residual subset and fresh DRAT VERIFIED
551	0	8	0	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.213774	residual subset and fresh DRAT VERIFIED
558	0	8	1	2	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.185524	residual subset and fresh DRAT VERIFIED
559	0	8	1	3	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.209315	residual subset and fresh DRAT VERIFIED
560	0	8	1	4	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.192813	residual subset and fresh DRAT VERIFIED
561	0	8	1	5	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.205178	residual subset and fresh DRAT VERIFIED
562	0	8	1	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.204676	residual subset and fresh DRAT VERIFIED
569	0	8	2	3	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.214002	residual subset and fresh DRAT VERIFIED
570	0	8	2	4	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.215837	residual subset and fresh DRAT VERIFIED
571	0	8	2	5	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.204895	residual subset and fresh DRAT VERIFIED
572	0	8	2	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.189010	residual subset and fresh DRAT VERIFIED
579	0	8	3	4	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.203399	residual subset and fresh DRAT VERIFIED
580	0	8	3	5	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.207082	residual subset and fresh DRAT VERIFIED
581	0	8	3	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.202335	residual subset and fresh DRAT VERIFIED
588	0	8	4	5	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.217120	residual subset and fresh DRAT VERIFIED
589	0	8	4	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.195277	residual subset and fresh DRAT VERIFIED
596	0	8	5	6	CERTIFIED	22	0	101b7a4547203f808e60e5dc0179db070d5b7e6e8110cb60897ff988c171a305	d3f6936f8fc23dc715dab60e02680ea672421ac652f4fdd9da35b8401c2f06db	0.226758	residual subset and fresh DRAT VERIFIED
624	0	9	0	1	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.204674	residual subset and fresh DRAT VERIFIED
