x_lower	x_splits	y_lower	y_splits	r_lower	r_splits	h_lower	h_splits
10	5	15	5	0	4	0	4
10	5	14	5	0	4	1	4
10	5	15	5	0	4	1	4
10	5	12	5	0	4	2	4
10	5	13	5	0	4	2	4
10	5	12	5	0	4	3	4
10	5	13	5	0	4	3	4
10	5	14	5	0	4	2	4
10	5	15	5	0	4	2	4
10	5	14	5	0	4	3	4
10	5	15	5	0	4	3	4
10	5	8	5	0	4	4	4
10	5	9	5	0	4	4	4
10	5	8	5	0	4	5	4
10	5	9	5	0	4	5	4
10	5	10	5	0	4	4	4
10	5	11	5	0	4	4	4
10	5	10	5	0	4	5	4
10	5	11	5	0	4	5	4
10	5	8	5	0	4	6	4
10	5	9	5	0	4	6	4
10	5	8	5	0	4	7	4
10	5	9	5	0	4	7	4
10	5	10	5	0	4	6	4
10	5	11	5	0	4	6	4
10	5	10	5	0	4	7	4
10	5	11	5	0	4	7	4
10	5	12	5	0	4	4	4
10	5	13	5	0	4	4	4
10	5	12	5	0	4	5	4
10	5	13	5	0	4	5	4
10	5	14	5	0	4	4	4
10	5	15	5	0	4	4	4
10	5	14	5	0	4	5	4
10	5	15	5	0	4	5	4
10	5	12	5	0	4	6	4
10	5	13	5	0	4	6	4
10	5	12	5	0	4	7	4
10	5	13	5	0	4	7	4
10	5	14	5	0	4	6	4
10	5	15	5	0	4	6	4
10	5	14	5	0	4	7	4
10	5	15	5	0	4	7	4
10	5	0	5	0	4	8	4
10	5	1	5	0	4	8	4
10	5	0	5	0	4	9	4
10	5	1	5	0	4	9	4
10	5	2	5	0	4	8	4
10	5	3	5	0	4	8	4
10	5	2	5	0	4	9	4
10	5	3	5	0	4	9	4
10	5	0	5	0	4	10	4
10	5	1	5	0	4	10	4
10	5	0	5	0	4	11	4
10	5	1	5	0	4	11	4
10	5	2	5	0	4	10	4
10	5	3	5	0	4	10	4
10	5	2	5	0	4	11	4
10	5	3	5	0	4	11	4
10	5	4	5	0	4	8	4
10	5	5	5	0	4	8	4
10	5	4	5	0	4	9	4
10	5	5	5	0	4	9	4
10	5	6	5	0	4	8	4
10	5	7	5	0	4	8	4
10	5	6	5	0	4	9	4
10	5	7	5	0	4	9	4
10	5	4	5	0	4	10	4
10	5	5	5	0	4	10	4
10	5	4	5	0	4	11	4
10	5	5	5	0	4	11	4
10	5	6	5	0	4	10	4
10	5	7	5	0	4	10	4
10	5	6	5	0	4	11	4
10	5	7	5	0	4	11	4
10	5	0	5	0	4	12	4
10	5	1	5	0	4	12	4
10	5	0	5	0	4	13	4
10	5	1	5	0	4	13	4
10	5	2	5	0	4	12	4
10	5	3	5	0	4	12	4
10	5	2	5	0	4	13	4
10	5	3	5	0	4	13	4
10	5	0	5	0	4	14	4
10	5	1	5	0	4	14	4
10	5	0	5	0	4	15	4
10	5	1	5	0	4	15	4
10	5	2	5	0	4	14	4
10	5	3	5	0	4	14	4
10	5	2	5	0	4	15	4
10	5	3	5	0	4	15	4
10	5	4	5	0	4	12	4
10	5	5	5	0	4	12	4
10	5	4	5	0	4	13	4
10	5	5	5	0	4	13	4
10	5	6	5	0	4	12	4
10	5	7	5	0	4	12	4
10	5	6	5	0	4	13	4
10	5	7	5	0	4	13	4
10	5	4	5	0	4	14	4
10	5	5	5	0	4	14	4
10	5	4	5	0	4	15	4
10	5	5	5	0	4	15	4
10	5	6	5	0	4	14	4
10	5	7	5	0	4	14	4
10	5	6	5	0	4	15	4
10	5	7	5	0	4	15	4
10	5	8	5	0	4	8	4
10	5	9	5	0	4	8	4
10	5	8	5	0	4	9	4
10	5	9	5	0	4	9	4
10	5	10	5	0	4	8	4
10	5	11	5	0	4	8	4
10	5	10	5	0	4	9	4
10	5	11	5	0	4	9	4
10	5	8	5	0	4	10	4
10	5	9	5	0	4	10	4
10	5	8	5	0	4	11	4
10	5	9	5	0	4	11	4
10	5	10	5	0	4	10	4
10	5	11	5	0	4	10	4
10	5	10	5	0	4	11	4
10	5	11	5	0	4	11	4
10	5	12	5	0	4	8	4
10	5	13	5	0	4	8	4
10	5	12	5	0	4	9	4
10	5	13	5	0	4	9	4
10	5	14	5	0	4	8	4
10	5	15	5	0	4	8	4
10	5	14	5	0	4	9	4
10	5	15	5	0	4	9	4
10	5	12	5	0	4	10	4
10	5	13	5	0	4	10	4
10	5	12	5	0	4	11	4
10	5	13	5	0	4	11	4
10	5	14	5	0	4	10	4
10	5	15	5	0	4	10	4
10	5	14	5	0	4	11	4
10	5	15	5	0	4	11	4
10	5	8	5	0	4	12	4
10	5	9	5	0	4	12	4
10	5	8	5	0	4	13	4
10	5	9	5	0	4	13	4
10	5	10	5	0	4	12	4
10	5	11	5	0	4	12	4
10	5	10	5	0	4	13	4
10	5	11	5	0	4	13	4
10	5	8	5	0	4	14	4
10	5	9	5	0	4	14	4
10	5	8	5	0	4	15	4
10	5	9	5	0	4	15	4
10	5	10	5	0	4	14	4
10	5	11	5	0	4	14	4
10	5	10	5	0	4	15	4
10	5	11	5	0	4	15	4
10	5	12	5	0	4	12	4
10	5	13	5	0	4	12	4
10	5	12	5	0	4	13	4
10	5	13	5	0	4	13	4
10	5	14	5	0	4	12	4
10	5	15	5	0	4	12	4
10	5	14	5	0	4	13	4
10	5	15	5	0	4	13	4
10	5	12	5	0	4	14	4
10	5	13	5	0	4	14	4
10	5	12	5	0	4	15	4
10	5	13	5	0	4	15	4
10	5	14	5	0	4	14	4
10	5	15	5	0	4	14	4
10	5	14	5	0	4	15	4
10	5	15	5	0	4	15	4
10	5	16	5	0	4	0	4
10	5	17	5	0	4	0	4
10	5	16	5	0	4	1	4
10	5	17	5	0	4	1	4
10	5	18	5	0	4	0	4
10	5	19	5	0	4	0	4
10	5	18	5	0	4	1	4
10	5	19	5	0	4	1	4
10	5	16	5	0	4	2	4
10	5	17	5	0	4	2	4
10	5	16	5	0	4	3	4
10	5	17	5	0	4	3	4
10	5	18	5	0	4	2	4
10	5	19	5	0	4	2	4
10	5	18	5	0	4	3	4
10	5	19	5	0	4	3	4
10	5	20	5	0	4	0	4
10	5	21	5	0	4	0	4
10	5	20	5	0	4	1	4
10	5	21	5	0	4	1	4
10	5	22	5	0	4	0	4
10	5	23	5	0	4	0	4
10	5	22	5	0	4	1	4
10	5	23	5	0	4	1	4
10	5	20	5	0	4	2	4
10	5	21	5	0	4	2	4
10	5	20	5	0	4	3	4
10	5	21	5	0	4	3	4
10	5	22	5	0	4	2	4
10	5	23	5	0	4	2	4
10	5	22	5	0	4	3	4
10	5	23	5	0	4	3	4
10	5	16	5	0	4	4	4
10	5	17	5	0	4	4	4
10	5	16	5	0	4	5	4
10	5	17	5	0	4	5	4
10	5	18	5	0	4	4	4
10	5	19	5	0	4	4	4
10	5	18	5	0	4	5	4
10	5	19	5	0	4	5	4
10	5	16	5	0	4	6	4
10	5	17	5	0	4	6	4
10	5	16	5	0	4	7	4
10	5	17	5	0	4	7	4
10	5	18	5	0	4	6	4
10	5	19	5	0	4	6	4
10	5	18	5	0	4	7	4
10	5	19	5	0	4	7	4
10	5	20	5	0	4	4	4
10	5	21	5	0	4	4	4
10	5	20	5	0	4	5	4
10	5	21	5	0	4	5	4
10	5	22	5	0	4	4	4
10	5	23	5	0	4	4	4
10	5	22	5	0	4	5	4
10	5	23	5	0	4	5	4
10	5	20	5	0	4	6	4
10	5	21	5	0	4	6	4
10	5	20	5	0	4	7	4
10	5	21	5	0	4	7	4
10	5	22	5	0	4	6	4
10	5	23	5	0	4	6	4
10	5	22	5	0	4	7	4
10	5	23	5	0	4	7	4
10	5	24	5	0	4	0	4
10	5	25	5	0	4	0	4
10	5	24	5	0	4	1	4
10	5	25	5	0	4	1	4
10	5	26	5	0	4	0	4
10	5	27	5	0	4	0	4
10	5	26	5	0	4	1	4
10	5	27	5	0	4	1	4
10	5	24	5	0	4	2	4
10	5	25	5	0	4	2	4
10	5	24	5	0	4	3	4
10	5	25	5	0	4	3	4
10	5	26	5	0	4	2	4
10	5	27	5	0	4	2	4
10	5	26	5	0	4	3	4
10	5	27	5	0	4	3	4
10	5	28	5	0	4	0	4
10	5	29	5	0	4	0	4
10	5	28	5	0	4	1	4
10	5	29	5	0	4	1	4
10	5	30	5	0	4	0	4
10	5	31	5	0	4	0	4
10	5	30	5	0	4	1	4
10	5	31	5	0	4	1	4
10	5	28	5	0	4	2	4
10	5	29	5	0	4	2	4
10	5	28	5	0	4	3	4
10	5	29	5	0	4	3	4
10	5	30	5	0	4	2	4
10	5	31	5	0	4	2	4
10	5	30	5	0	4	3	4
10	5	31	5	0	4	3	4
10	5	24	5	0	4	4	4
10	5	25	5	0	4	4	4
10	5	24	5	0	4	5	4
10	5	25	5	0	4	5	4
10	5	26	5	0	4	4	4
10	5	27	5	0	4	4	4
10	5	26	5	0	4	5	4
10	5	27	5	0	4	5	4
10	5	24	5	0	4	6	4
10	5	25	5	0	4	6	4
10	5	24	5	0	4	7	4
10	5	25	5	0	4	7	4
10	5	26	5	0	4	6	4
10	5	27	5	0	4	6	4
10	5	26	5	0	4	7	4
10	5	27	5	0	4	7	4
10	5	28	5	0	4	4	4
10	5	29	5	0	4	4	4
10	5	28	5	0	4	5	4
10	5	29	5	0	4	5	4
10	5	30	5	0	4	4	4
10	5	31	5	0	4	4	4
10	5	30	5	0	4	5	4
10	5	31	5	0	4	5	4
10	5	28	5	0	4	6	4
10	5	29	5	0	4	6	4
10	5	28	5	0	4	7	4
10	5	29	5	0	4	7	4
10	5	30	5	0	4	6	4
10	5	31	5	0	4	6	4
10	5	30	5	0	4	7	4
10	5	31	5	0	4	7	4
10	5	16	5	0	4	8	4
10	5	17	5	0	4	8	4
10	5	16	5	0	4	9	4
10	5	17	5	0	4	9	4
10	5	18	5	0	4	8	4
10	5	19	5	0	4	8	4
10	5	18	5	0	4	9	4
10	5	19	5	0	4	9	4
10	5	16	5	0	4	10	4
10	5	17	5	0	4	10	4
10	5	16	5	0	4	11	4
10	5	17	5	0	4	11	4
10	5	18	5	0	4	10	4
10	5	19	5	0	4	10	4
10	5	18	5	0	4	11	4
10	5	19	5	0	4	11	4
10	5	20	5	0	4	8	4
10	5	21	5	0	4	8	4
10	5	20	5	0	4	9	4
10	5	21	5	0	4	9	4
10	5	22	5	0	4	8	4
10	5	23	5	0	4	8	4
10	5	22	5	0	4	9	4
10	5	23	5	0	4	9	4
10	5	20	5	0	4	10	4
10	5	21	5	0	4	10	4
10	5	20	5	0	4	11	4
10	5	21	5	0	4	11	4
10	5	22	5	0	4	10	4
10	5	23	5	0	4	10	4
10	5	22	5	0	4	11	4
10	5	23	5	0	4	11	4
10	5	16	5	0	4	12	4
10	5	17	5	0	4	12	4
10	5	16	5	0	4	13	4
10	5	17	5	0	4	13	4
10	5	18	5	0	4	12	4
10	5	19	5	0	4	12	4
10	5	18	5	0	4	13	4
10	5	19	5	0	4	13	4
10	5	16	5	0	4	14	4
10	5	17	5	0	4	14	4
10	5	16	5	0	4	15	4
10	5	17	5	0	4	15	4
10	5	18	5	0	4	14	4
10	5	19	5	0	4	14	4
10	5	18	5	0	4	15	4
10	5	19	5	0	4	15	4
10	5	20	5	0	4	12	4
10	5	21	5	0	4	12	4
10	5	20	5	0	4	13	4
10	5	21	5	0	4	13	4
10	5	22	5	0	4	12	4
10	5	23	5	0	4	12	4
10	5	22	5	0	4	13	4
10	5	23	5	0	4	13	4
10	5	20	5	0	4	14	4
10	5	21	5	0	4	14	4
10	5	20	5	0	4	15	4
10	5	21	5	0	4	15	4
10	5	22	5	0	4	14	4
10	5	23	5	0	4	14	4
10	5	22	5	0	4	15	4
10	5	23	5	0	4	15	4
10	5	24	5	0	4	8	4
10	5	25	5	0	4	8	4
10	5	24	5	0	4	9	4
10	5	25	5	0	4	9	4
10	5	26	5	0	4	8	4
10	5	27	5	0	4	8	4
10	5	26	5	0	4	9	4
10	5	27	5	0	4	9	4
10	5	24	5	0	4	10	4
10	5	25	5	0	4	10	4
10	5	24	5	0	4	11	4
10	5	25	5	0	4	11	4
10	5	26	5	0	4	10	4
10	5	27	5	0	4	10	4
10	5	26	5	0	4	11	4
10	5	27	5	0	4	11	4
10	5	28	5	0	4	8	4
10	5	29	5	0	4	8	4
10	5	28	5	0	4	9	4
10	5	29	5	0	4	9	4
10	5	30	5	0	4	8	4
10	5	31	5	0	4	8	4
10	5	30	5	0	4	9	4
10	5	31	5	0	4	9	4
10	5	28	5	0	4	10	4
10	5	29	5	0	4	10	4
10	5	28	5	0	4	11	4
10	5	29	5	0	4	11	4
10	5	30	5	0	4	10	4
10	5	31	5	0	4	10	4
10	5	30	5	0	4	11	4
10	5	31	5	0	4	11	4
10	5	24	5	0	4	12	4
10	5	25	5	0	4	12	4
10	5	24	5	0	4	13	4
10	5	25	5	0	4	13	4
10	5	26	5	0	4	12	4
10	5	27	5	0	4	12	4
10	5	26	5	0	4	13	4
10	5	27	5	0	4	13	4
10	5	24	5	0	4	14	4
10	5	25	5	0	4	14	4
10	5	24	5	0	4	15	4
10	5	25	5	0	4	15	4
10	5	26	5	0	4	14	4
10	5	27	5	0	4	14	4
10	5	26	5	0	4	15	4
10	5	27	5	0	4	15	4
10	5	28	5	0	4	12	4
10	5	29	5	0	4	12	4
10	5	28	5	0	4	13	4
10	5	29	5	0	4	13	4
10	5	30	5	0	4	12	4
10	5	31	5	0	4	12	4
10	5	30	5	0	4	13	4
10	5	31	5	0	4	13	4
10	5	28	5	0	4	14	4
10	5	29	5	0	4	14	4
10	5	28	5	0	4	15	4
10	5	29	5	0	4	15	4
10	5	30	5	0	4	14	4
10	5	31	5	0	4	14	4
10	5	30	5	0	4	15	4
10	5	31	5	0	4	15	4
