x	y	r	h	numerator	denominator
1	6	6	6	4857835	768
1	6	6	8	-3389858285	147456
1	6	7	4	28195	162
1	6	7	6	133915	192
1	6	8	4	-141835	2592
1	6	8	6	-283655	192
1	6	8	8	9745825	1536
1	6	8	10	-439882145	16384
1	6	9	6	19835	96
1	6	9	8	5966195	2304
1	6	10	6	-2155	96
1	6	10	8	-38175	256
1	6	10	10	-177475	512
1	6	10	12	67522455	16384
1	6	11	8	1915	96
1	6	11	10	-64725	128
1	6	12	8	85	96
1	6	12	10	4575	128
1	6	12	14	-3648645	16384
1	6	13	10	-125	64
1	6	13	12	4125	256
1	7	0	0	-17654245	124416
1	7	0	2	6047413405	3981312
1	7	1	0	-14843105	746496
1	7	2	0	65485	20736
1	7	2	2	-19541075	13824
1	7	2	4	9609287395	1327104
1	7	3	0	55675	31104
1	7	3	2	-26149345	124416
1	7	4	0	18185	5832
1	7	4	2	2089205	10368
1	7	4	4	-39493145	6912
1	7	4	6	10046573705	442368
1	7	5	0	-565	3456
1	7	5	2	81395	3456
1	7	5	4	-129932035	82944
1	7	6	2	215675	7776
1	7	6	4	5852185	10368
1	7	6	6	-89415275	6912
1	7	6	8	4272023485	147456
1	7	7	2	-41375	2592
1	7	7	4	-551105	1728
1	7	7	6	-7544435	6912
1	7	8	4	229675	864
1	7	8	6	6264245	1728
1	7	8	8	-6820755	512
1	7	8	10	559611405	16384
1	7	9	4	-289505	5184
1	7	9	6	-852445	1728
1	7	9	8	-50204215	9216
1	7	10	6	46555	288
1	7	10	8	339115	768
1	7	10	10	379675	512
1	7	10	12	-85694895	16384
1	7	11	6	-6145	864
1	7	11	8	-37625	384
1	7	11	10	571325	512
1	7	12	8	-755	96
1	7	12	10	-13575	128
1	7	12	14	4652505	16384
1	7	13	8	25	128
1	7	13	10	1125	128
1	7	13	12	-37125	1024
1	8	0	0	12070435	62208
1	8	0	2	-1773257945	1327104
1	8	1	0	2748725	93312
1	8	2	0	-625775	31104
1	8	2	2	122810065	62208
1	8	2	4	-8719012465	1327104
1	8	3	0	-32945	3888
1	8	3	2	162155	576
1	8	4	0	-130565	11664
1	8	4	2	-823675	1728
1	8	4	4	84180325	10368
1	8	4	6	-9432021575	442368
