x	y	r	h	coefficient_scaled_lcm_times_6_pow_15
0	14	11	3	9286642437759959040
0	14	11	5	-13064672825825034240
0	14	11	7	-4289892569673891840
0	14	11	9	-11439713519130378240
0	14	11	11	231105323618795520
0	14	12	0	231366276285235200
0	14	12	4	-2413064570441564160
0	14	12	6	-2632434076845342720
0	14	12	8	7166070542523432960
0	14	12	10	2599934890711449600
0	14	12	12	519986978142289920
0	14	13	3	-329054259605667840
0	14	13	5	731231688012595200
0	14	13	7	584985350410076160
0	14	13	9	-779980467213434880
0	14	13	11	-693315970856386560
0	15	0	0	-4154084338728960
0	15	0	2	977984767918080
0	15	1	3	2294502724730880
0	15	2	0	-41025990829178880
0	15	2	2	79668143786557440
0	15	2	4	-16099133871882240
0	15	3	3	17378037029928960
0	15	3	5	-37012961985822720
0	15	4	0	-393608307063029760
0	15	4	2	781334599969013760
0	15	4	4	-643664436485160960
0	15	4	6	108330620446310400
0	15	5	3	522356710464552960
0	15	5	5	-495612588541870080
0	15	5	7	275942163747962880
0	15	6	0	-892140744359116800
0	15	6	2	3643971245262766080
0	15	6	4	-4330516552341258240
0	15	6	6	2083558933250703360
0	15	6	8	-254576958048829440
0	15	7	3	743418882812805120
0	15	7	5	-3894485805044858880
0	15	7	7	2740764697291653120
0	15	7	9	-895533129022832640
0	15	8	0	-1684003726502756352
0	15	8	2	5855947101500866560
0	15	8	4	-10058498108439920640
0	15	8	6	8742281070017249280
0	15	8	8	-1958978719737446400
0	15	8	10	-30814043149172736
0	15	9	3	3787170784165232640
0	15	9	5	-7751055892933509120
0	15	9	7	10025998922306027520
0	15	9	9	-5474307353220218880
0	15	9	11	1136267841125744640
0	15	10	0	272498058735943680
0	15	10	2	-347335051805982720
0	15	10	4	-962788389216583680
0	15	10	6	-1982450354167480320
0	15	10	8	1619542775672340480
0	15	10	10	-3177698199758438400
0	15	10	12	866644963570483200
0	15	11	3	-786074064613539840
0	15	11	5	1389340207223930880
0	15	11	7	357491047472824320
0	15	11	9	2079947912569159680
0	15	11	11	-231105323618795520
0	15	11	13	231105323618795520
0	15	12	0	-15424418419015680
0	15	12	4	219369506403778560
0	15	12	6	292492675205038080
0	15	12	8	-1023724363217633280
0	15	12	10	-519986978142289920
0	15	12	12	-173328992714096640
0	15	13	3	27421188300472320
0	15	13	5	-73123168801259520
0	15	13	7	-73123168801259520
0	15	13	9	129996744535572480
0	15	13	11	173328992714096640
0	15	13	15	15407021574586368
1	0	0	0	-1684689256210268160
1	0	2	0	-7511691770060636160
1	0	4	0	-22641332414846238720
1	0	6	0	-25503418943708037120
1	0	8	0	-31460672101985648640
1	0	10	0	4982087149342064640
1	0	12	0	-262215113123266560
1	1	0	0	25205213520940400640
1	1	2	0	112644527714071511040
1	1	4	0	338238643862057287680
1	1	6	0	385968649747566919680
1	1	8	0	469000007921397104640
1	1	10	0	-73836690971828060160
1	1	12	0	3902377860010967040
1	2	0	0	-175980617391087452160
1	2	2	0	-788295752140634357760
1	2	4	0	-2358001110509946961920
1	2	6	0	-2725702107376592977920
1	2	8	0	-3262629540191066357760
1	2	10	0	510594522924676055040
1	2	12	0	-27100703162210549760
1	3	0	0	754477048269726842880
1	3	0	2	-3180857842854789120
1	3	1	3	-277258681704775680
1	3	2	0	3394854891025781391360
1	3	2	2	-29724568117711994880
1	3	3	3	-6977169023120179200
1	3	4	0	10141126844860533473280
1	3	4	2	-112536556785138401280
1	3	5	3	-46558130935501946880
1	3	6	0	11887846256655007580160
1	3	6	2	-224415005051065466880
1	3	7	3	-59022584417416642560
1	3	8	0	14045657649002925096960
1	3	8	2	-201929630644678164480
1	3	9	3	-87787410944612106240
1	3	10	0	-2185439572535074652160
1	3	10	2	10200682047775703040
1	3	11	3	13838559695638364160
1	3	12	0	116500632318825431040
1	3	13	3	-411317824507084800
1	4	0	0	-2209513598563647651840
1	4	0	2	30279085481121546240
1	4	1	3	3002112319118376960
1	4	2	0	-10017469980619986862080
1	4	2	2	293729675477259386880
1	4	2	4	-792167662013644800
1	4	3	3	57726679370327654400
1	4	4	0	-30004897274281721364480
1	4	4	2	1146729720336152002560
1	4	4	4	-21327590900367360000
1	4	5	3	409656303615989514240
1	4	6	0	-35740969731278318960640
1	4	6	2	2390384200918373498880
1	4	6	4	-73245040749261619200
1	4	7	3	475121851684450467840
1	4	8	0	-41835905437712277012480
1	4	8	2	2246032972107287101440
1	4	8	4	-257637298076437708800
1	4	9	3	946201617093497978880
1	4	10	0	6474908637189659197440
1	4	10	2	-116905666121013657600
1	4	10	4	-15758042876671426560
1	4	11	3	-161967818894789836800
1	4	12	0	-346694652804215439360
1	4	12	4	3729281608864235520
1	4	13	3	4935813894085017600
1	5	0	0	4660765982211994583040
1	5	0	2	-140766839407069102080
1	5	1	3	-15945590263319101440
1	5	2	0	21372855220929879244800
1	5	2	2	-1380457773413711216640
1	5	2	4	288430276938301440
1	5	3	3	-237548738647425024000
1	5	3	5	-492904323030712320
1	5	4	0	64533994507392714178560
1	5	4	2	-5471258297632240435200
1	5	4	4	116680203017209774080
1	5	5	3	-1732033969010166988800
1	5	5	5	-23732530674275450880
1	5	6	0	78333992268333918289920
1	5	6	2	-11788604469472521093120
1	5	6	4	415558968297557852160
1	5	7	3	-1744531937277782261760
1	5	7	5	-189925243766471393280
1	5	8	0	91300902464270368604160
1	5	8	2	-11478332708253110108160
1	5	8	4	2135440272892782182400
1	5	9	3	-4732683824752518758400
1	5	9	5	-185814096720533913600
1	5	10	0	-14065696824903007764480
1	5	10	2	613229174359562649600
1	5	10	4	170145426605730693120
1	5	11	3	870348516656991436800
1	5	11	5	-10188494852975493120
1	5	12	0	756552299034300088320
1	5	12	4	-40583358684699033600
1	5	13	3	-27146976417467596800
1	5	13	5	1096847532018892800
1	6	0	0	-7281089993401997230080
1	6	0	2	407390162449528258560
1	6	1	3	51862833161085911040
1	6	2	0	-33934912137501081108480
1	6	2	2	4016139060606932090880
1	6	2	4	2677120457779445760
1	6	3	3	632770889844114063360
1	6	3	5	249160427026513920
1	6	4	0	-103989825412762893189120
1	6	4	2	16063078883591391805440
1	6	4	4	-387577169036275875840
1	6	4	6	-3495468019734282240
1	6	5	3	4654997905631336202240
1	6	5	5	54463219429382553600
1	6	6	0	-129102697701251615784960
1	6	6	2	35522028871366654033920
1	6	6	4	-1230134819150521958400
1	6	6	6	-51583430435851468800
1	6	7	3	3916915660008267448320
1	6	7	5	977402189914790952960
1	6	8	0	-150776139100758357934080
1	6	8	2	35632280329126753075200
1	6	8	4	-8296700978528507658240
1	6	8	6	-307301471020048711680
1	6	9	3	14542236136207684730880
1	6	9	5	1160318442538386063360
1	6	10	0	23144324413314608824320
1	6	10	2	-1946630157450529996800
1	6	10	4	-837443090696424652800
1	6	10	6	-126064343013371412480
1	6	11	3	-2839738260396913459200
1	6	11	5	112024694603529584640
1	6	12	0	-1250627269832210350080
1	6	12	4	200723098359457382400
1	6	12	6	4972375478485647360
1	6	13	3	90489921391558656000
1	6	13	5	-10968475320188928000
1	7	0	0	8530208935663861923840
1	7	0	2	-796873047650488811520
1	7	1	3	-111664081527759175680
1	7	2	0	40663283810439835975680
1	7	2	2	-7938362921017068748800
1	7	2	4	17735076699816591360
1	7	3	3	-1180322820047760261120
1	7	3	5	10052178822247219200
1	7	4	0	127541198768230948700160
1	7	4	2	-32087376759195760066560
1	7	4	4	1131624369447669596160
1	7	4	6	17511042958365818880
1	7	5	3	-8797261229626074071040
1	7	5	5	132263562768411525120
1	7	5	7	-918102008282480640
1	7	6	0	162699945008645816156160
1	7	6	2	-72648091635956003635200
1	7	6	4	3169854160082955141120
1	7	6	6	155761377098386636800
1	7	7	3	-6129699933501448519680
1	7	7	5	-1791046397431916789760
1	7	7	7	-89643588419321856000
1	7	8	0	191815121394960964485120
1	7	8	2	-74813282882555231600640
1	7	8	4	20358286424330930749440
1	7	8	6	1492850115060380467200
1	7	9	3	-30592427399831043440640
1	7	9	5	-2770376872390652067840
1	7	9	7	-313622562723090923520
1	7	10	0	-29373198152302548910080
1	7	10	2	4164455867192731238400
1	7	10	4	2479716338803912212480
1	7	10	6	907799766278036520960
1	7	11	3	6266564162306939289600
1	7	11	5	-550251845229477888000
1	7	11	7	-39941499758554644480
1	7	12	0	1594715195923612139520
1	7	12	4	-595588209886258790400
1	7	12	6	-44166393955960750080
1	7	13	3	-203602323131006976000
1	7	13	5	49358138940850176000
1	7	13	7	1096847532018892800
1	8	0	0	-7503833335671850106880
1	8	0	2	1089664760505717227520
1	8	1	3	165428380381269196800
1	8	2	0	-36895938672365790658560
1	8	2	2	11086742115418091028480
1	8	2	4	-112984323349649817600
1	8	3	3	1580971658262431662080
1	8	3	5	-47586030541382615040
1	8	4	0	-119739462806570604134400
1	8	4	2	45596534183110272614400
1	8	4	4	-2676876713883441561600
1	8	4	6	-62863055371433410560
1	8	5	3	12190149517882593116160
1	8	5	5	-737392089295308718080
1	8	5	7	-9193658655210209280
1	8	6	0	-157860827745754201620480
1	8	6	2	105913588266894989721600
1	8	6	4	-7634811720663595745280
1	8	6	6	-103325745781690859520
1	8	6	8	-2211750167445504000
1	8	7	3	7273090362462343004160
1	8	7	5	562539245853600645120
1	8	7	7	283002912853941288960
1	8	8	0	-189486634052183669637120
1	8	8	2	111881482877432317870080
1	8	8	4	-35654662112377338593280
1	8	8	6	-2585483585943911792640
1	8	8	8	-131536844856250859520
1	8	9	3	46422073092752403333120
1	8	9	5	2351381115159435018240
1	8	9	7	1701224063488858521600
1	8	10	0	28989407773200600760320
1	8	10	2	-6324532554374137774080
1	8	10	4	-4907076488746122608640
1	8	10	6	-2893532538245040046080
1	8	10	8	-128485532380346449920
1	8	11	3	-9854516966670540472320
1	8	11	5	1591745138465817231360
1	8	11	7	279622997496016404480
1	8	12	0	-1581481044920096686080
1	8	12	4	1178014249388290867200
1	8	12	6	174325634422202695680
1	8	12	8	-17403314174699765760
1	8	13	3	325763717009611161600
1	8	13	5	-131621703842267136000
1	8	13	7	-8774780256151142400
