e	T1	T2	T3	C1	C2	numerator	denominator
6	2	1	0	3	1	-140	1
6	2	1	0	5	0	-20	1
6	2	1	1	0	1	-480	1
6	2	1	1	2	0	1410	1
6	2	2	0	1	1	-3865	1
6	2	2	0	3	0	1135	1
6	2	2	1	0	0	5620	1
6	2	3	0	1	0	-830	1
6	3	0	0	0	3	500	1
6	3	0	0	2	2	1080	1
6	3	0	0	4	1	-720	1
6	3	0	0	6	0	7735	72
6	3	0	1	1	1	-2660	1
6	3	0	1	3	0	820	1
6	3	0	2	0	0	2080	1
6	3	1	0	0	2	-850	1
6	3	1	0	2	1	840	1
6	3	1	0	4	0	-180	1
6	3	1	1	1	0	1630	1
6	3	2	0	0	1	2670	1
6	3	2	0	2	0	-1135	1
6	3	3	0	0	0	-2240	1
6	4	0	0	1	2	-85	1
6	4	0	0	3	1	-95	1
6	4	0	0	5	0	12235	432
6	4	0	1	0	1	-180	1
6	4	0	1	2	0	-250	1
6	4	1	0	1	1	2790	1
6	4	1	0	3	0	-860	1
6	4	1	1	0	0	-4080	1
6	4	2	0	1	0	250	1
6	5	0	0	0	2	160	1
6	5	0	0	2	1	-180	1
6	5	0	0	4	0	4255	108
6	5	0	1	1	0	-500	1
6	5	1	0	0	1	-500	1
6	5	1	0	2	0	250	1
6	5	2	0	0	0	2160	1
6	6	0	0	1	1	-480	1
6	6	0	0	3	0	73655	486
6	6	0	1	0	0	720	1
6	7	0	0	2	0	-2840	729
6	7	1	0	0	0	-720	1
6	8	0	0	1	0	-785	729
6	9	0	0	0	0	58220	729
7	0	0	0	0	4	1450	1
7	0	0	0	2	3	1800	1
7	0	0	0	4	2	-1200	1
7	0	0	0	6	1	200	1
7	0	0	0	8	0	-1125	128
7	0	0	1	1	2	-6180	1
7	0	0	1	3	1	2310	1
7	0	0	1	5	0	-210	1
7	0	0	2	0	1	1140	1
7	0	0	2	2	0	-615	1
7	0	1	1	1	1	870	1
7	0	1	1	3	0	-150	1
7	0	1	2	0	0	-1440	1
7	0	2	0	0	2	1360	1
7	0	2	0	2	1	-930	1
7	0	2	0	4	0	175	1
7	0	2	1	1	0	390	1
7	0	3	0	0	1	-640	1
7	0	3	0	2	0	160	1
7	0	4	0	0	0	70	1
7	1	0	1	0	2	-700	1
7	1	0	1	2	1	660	1
7	1	0	1	4	0	-130	1
7	1	0	2	1	0	-980	1
7	1	1	0	1	2	2240	1
7	1	1	0	3	1	-830	1
7	1	1	0	5	0	70	1
7	1	1	1	0	1	-2600	1
7	1	1	1	2	0	1550	1
7	1	2	0	1	1	-1690	1
7	1	2	0	3	0	470	1
7	1	2	1	0	0	2900	1
7	1	3	0	1	0	-470	1
7	2	0	1	1	1	-710	1
7	2	0	1	3	0	210	1
7	2	0	2	0	0	1700	1
7	2	1	0	0	2	-780	1
7	2	1	0	2	1	380	1
7	2	1	0	4	0	-70	1
7	2	1	1	1	0	930	1
7	2	2	0	0	1	1460	1
7	2	2	0	2	0	-615	1
7	2	3	0	0	0	-1580	1
7	3	0	0	1	2	-480	1
7	3	0	0	3	1	160	1
7	3	0	0	5	0	-365	36
7	3	0	1	0	1	420	1
7	3	0	1	2	0	-380	1
7	3	1	0	1	1	1490	1
7	3	1	0	3	0	-450	1
7	3	1	1	0	0	-3660	1
7	3	2	0	1	0	190	1
7	4	0	0	0	2	140	1
7	4	0	0	2	1	-60	1
7	4	0	0	4	0	1235	108
7	4	0	1	1	0	-380	1
7	4	1	0	0	1	-380	1
7	4	1	0	2	0	190	1
7	4	2	0	0	0	2100	1
7	5	0	0	1	1	-300	1
7	5	0	0	3	0	2525	27
7	5	0	1	0	0	840	1
7	6	0	0	2	0	-1060	243
7	6	1	0	0	0	-840	1
7	7	0	0	1	0	-1000	729
7	8	0	0	0	0	76390	729
8	0	0	0	1	3	-1530	1
8	0	0	0	3	2	510	1
8	0	0	0	7	0	-255	32
8	0	0	1	0	2	1200	1
8	0	0	1	2	1	210	1
8	0	0	1	4	0	-120	1
8	0	0	2	1	0	-210	1
8	0	1	1	0	1	-690	1
8	0	1	1	2	0	375	1
8	0	2	0	1	1	-485	1
8	0	2	0	3	0	130	1
8	0	2	1	0	0	665	1
8	0	3	0	1	0	-140	1
8	1	0	1	1	1	-400	1
8	1	0	1	3	0	150	1
8	1	0	2	0	0	1085	1
8	1	1	0	0	2	-520	1
8	1	1	0	2	1	-70	1
8	1	1	0	4	0	40	1
8	1	1	1	1	0	250	1
8	1	2	0	0	1	650	1
8	1	2	0	2	0	-275	1
8	1	3	0	0	0	-665	1
8	2	0	1	2	0	-100	1
8	2	1	0	1	1	810	1
8	2	1	0	3	0	-250	1
8	2	1	1	0	0	-2415	1
8	2	2	0	1	0	100	1
8	3	0	0	0	2	140	1
8	3	0	0	4	0	-205	36
8	3	0	1	1	0	-200	1
8	3	1	0	0	1	-200	1
8	3	1	0	2	0	100	1
8	3	2	0	0	0	1470	1
8	4	0	0	1	1	-210	1
8	4	0	0	3	0	7075	108
8	4	0	1	0	0	735	1
8	5	0	0	2	0	-80	27
8	5	1	0	0	0	-735	1
8	6	0	0	1	0	-320	243
8	7	0	0	0	0	76300	729
9	0	0	0	0	3	290	1
9	0	0	0	2	2	360	1
9	0	0	0	4	1	-240	1
9	0	0	0	6	0	1055	32
9	0	0	1	1	1	-690	1
9	0	0	1	3	0	180	1
9	0	0	2	0	0	420	1
9	0	1	1	1	0	-50	1
9	0	2	0	0	1	290	1
9	0	2	0	2	0	-100	1
9	0	3	0	0	0	-100	1
9	1	0	1	0	1	-80	1
9	1	0	1	2	0	-50	1
9	1	1	0	1	1	590	1
9	1	1	0	3	0	-180	1
9	1	1	1	0	0	-1140	1
9	1	2	0	1	0	50	1
9	2	0	1	1	0	-100	1
9	2	1	0	0	1	-100	1
9	2	1	0	2	0	50	1
9	2	2	0	0	0	720	1
9	3	0	0	1	1	-180	1
9	3	0	0	3	0	500	9
9	3	0	1	0	0	480	1
9	4	0	0	2	0	-145	54
9	4	1	0	0	0	-480	1
9	5	0	0	1	0	-100	81
9	6	0	0	0	0	19300	243
10	0	0	0	1	2	-165	1
10	0	0	0	3	1	55	1
10	0	0	0	5	0	-55	16
10	0	0	1	0	1	90	1
10	0	0	1	2	0	-45	1
10	0	1	1	0	0	-200	1
10	0	2	0	1	0	15	1
10	1	0	1	1	0	-30	1
10	1	1	0	0	1	-30	1
10	1	1	0	2	0	15	1
10	1	2	0	0	0	200	1
10	2	0	1	0	0	200	1
10	3	0	0	2	0	-5	3
10	3	1	0	0	0	-200	1
10	4	0	0	1	0	-5	9
10	5	0	0	0	0	3200	81
11	0	0	0	0	2	40	1
11	0	0	0	4	0	-5	2
11	0	2	0	0	0	40	1
11	1	0	1	0	0	80	1
11	2	1	0	0	0	-80	1
11	4	0	0	0	0	520	27
12	0	0	0	1	1	-30	1
12	0	0	0	3	0	15	2
12	0	0	1	0	0	30	1
12	1	1	0	0	0	-30	1
12	3	0	0	0	0	80	9
