a0	a1	a2	a5	a3	a4	coefficient
0	4	1	1	3	6	150
2	1	2	1	3	6	1510
1	2	2	1	3	6	960
0	3	2	1	3	6	350
2	0	3	1	3	6	540
1	1	3	1	3	6	1180
0	2	3	1	3	6	350
1	0	4	1	3	6	220
0	1	4	1	3	6	150
0	0	5	1	3	6	100
2	2	0	1	4	6	830
1	3	0	1	4	6	180
0	4	0	1	4	6	70
1	2	1	1	4	6	550
0	3	1	1	4	6	120
2	0	2	1	4	6	830
1	1	2	1	4	6	550
0	2	2	1	4	6	290
1	0	3	1	4	6	180
0	1	3	1	4	6	120
0	0	4	1	4	6	70
1	2	0	1	5	6	320
0	3	0	1	5	6	140
0	2	1	1	5	6	80
1	0	2	1	5	6	320
0	1	2	1	5	6	80
0	0	3	1	5	6	140
0	1	1	1	6	6	120
5	2	0	1	0	7	70
4	3	0	1	0	7	10
3	4	0	1	0	7	50
2	5	0	1	0	7	190
4	2	1	1	0	7	110
2	4	1	1	0	7	100
5	0	2	1	0	7	70
4	1	2	1	0	7	110
3	2	2	1	0	7	220
2	3	2	1	0	7	150
1	4	2	1	0	7	90
4	0	3	1	0	7	10
2	2	3	1	0	7	150
1	3	3	1	0	7	100
0	4	3	1	0	7	20
3	0	4	1	0	7	50
2	1	4	1	0	7	100
1	2	4	1	0	7	90
0	3	4	1	0	7	20
2	0	5	1	0	7	190
3	3	0	1	1	7	180
2	4	0	1	1	7	140
4	1	1	1	1	7	780
3	2	1	1	1	7	420
2	3	1	1	1	7	340
1	4	1	1	1	7	120
3	1	2	1	1	7	420
2	2	2	1	1	7	540
1	3	2	1	1	7	360
0	4	2	1	1	7	90
3	0	3	1	1	7	180
2	1	3	1	1	7	340
1	2	3	1	1	7	360
0	3	3	1	1	7	100
2	0	4	1	1	7	140
1	1	4	1	1	7	120
0	2	4	1	1	7	90
3	2	0	1	2	7	450
2	3	0	1	2	7	120
1	4	0	1	2	7	140
0	5	0	1	2	7	190
2	2	1	1	2	7	420
1	3	1	1	2	7	340
0	4	1	1	2	7	100
3	0	2	1	2	7	450
2	1	2	1	2	7	420
1	2	2	1	2	7	540
0	3	2	1	2	7	150
2	0	3	1	2	7	120
1	1	3	1	2	7	340
0	2	3	1	2	7	150
1	0	4	1	2	7	140
0	1	4	1	2	7	100
0	0	5	1	2	7	190
2	2	0	1	3	7	450
1	3	0	1	3	7	180
0	4	0	1	3	7	50
1	2	1	1	3	7	420
2	0	2	1	3	7	450
1	1	2	1	3	7	420
0	2	2	1	3	7	220
1	0	3	1	3	7	180
0	0	4	1	3	7	50
0	3	0	1	4	7	10
1	1	1	1	4	7	780
0	2	1	1	4	7	110
0	1	2	1	4	7	110
0	0	3	1	4	7	10
0	2	0	1	5	7	70
0	0	2	1	5	7	70
4	2	0	1	0	8	40
3	3	0	1	0	8	30
2	4	0	1	0	8	100
2	3	1	1	0	8	50
4	0	2	1	0	8	40
1	3	2	1	0	8	30
3	0	3	1	0	8	30
2	1	3	1	0	8	50
1	2	3	1	0	8	30
2	0	4	1	0	8	100
3	2	0	1	1	8	90
2	3	0	1	1	8	60
2	2	1	1	1	8	160
3	0	2	1	1	8	90
2	1	2	1	1	8	160
1	2	2	1	1	8	160
0	3	2	1	1	8	30
2	0	3	1	1	8	60
0	2	3	1	1	8	30
1	3	0	1	2	8	60
0	4	0	1	2	8	100
2	1	1	1	2	8	480
1	2	1	1	2	8	160
0	3	1	1	2	8	50
1	1	2	1	2	8	160
1	0	3	1	2	8	60
0	1	3	1	2	8	50
0	0	4	1	2	8	100
1	2	0	1	3	8	90
0	3	0	1	3	8	30
1	0	2	1	3	8	90
0	0	3	1	3	8	30
0	2	0	1	4	8	40
0	0	2	1	4	8	40
2	3	0	1	0	9	50
2	0	3	1	0	9	50
2	2	0	1	1	9	50
2	0	2	1	1	9	50
1	2	0	1	2	9	50
0	3	0	1	2	9	50
1	0	2	1	2	9	50
0	0	3	1	2	9	50
2	2	0	1	0	10	15
2	0	2	1	0	10	15
0	2	0	1	2	10	15
0	0	2	1	2	10	15
7	4	2	2	0	0	60
6	5	2	2	0	0	120
5	6	2	2	0	0	100
4	7	2	2	0	0	140
3	8	2	2	0	0	140
0	11	2	2	0	0	40
6	4	3	2	0	0	30
5	5	3	2	0	0	60
4	6	3	2	0	0	30
7	2	4	2	0	0	60
6	3	4	2	0	0	30
5	4	4	2	0	0	80
4	5	4	2	0	0	120
6	2	5	2	0	0	120
5	3	5	2	0	0	60
4	4	5	2	0	0	120
3	5	5	2	0	0	580
0	8	5	2	0	0	510
5	2	6	2	0	0	100
4	3	6	2	0	0	30
4	2	7	2	0	0	140
3	2	8	2	0	0	140
0	5	8	2	0	0	510
0	2	11	2	0	0	40
10	2	0	2	1	0	15
9	3	0	2	1	0	50
8	4	0	2	1	0	100
7	5	0	2	1	0	190
6	6	0	2	1	0	250
5	7	0	2	1	0	190
4	8	0	2	1	0	100
3	9	0	2	1	0	50
2	10	0	2	1	0	15
8	3	1	2	1	0	30
7	4	1	2	1	0	90
6	5	1	2	1	0	140
5	6	1	2	1	0	210
4	7	1	2	1	0	140
3	8	1	2	1	0	60
2	9	1	2	1	0	50
10	0	2	2	1	0	15
7	3	2	2	1	0	140
6	4	2	2	1	0	215
5	5	2	2	1	0	220
4	6	2	2	1	0	250
3	7	2	2	1	0	120
9	0	3	2	1	0	50
8	1	3	2	1	0	30
7	2	3	2	1	0	140
6	3	3	2	1	0	470
5	4	3	2	1	0	840
4	5	3	2	1	0	700
3	6	3	2	1	0	540
2	7	3	2	1	0	450
8	0	4	2	1	0	100
7	1	4	2	1	0	90
6	2	4	2	1	0	215
5	3	4	2	1	0	840
4	4	4	2	1	0	710
3	5	4	2	1	0	780
2	6	4	2	1	0	830
7	0	5	2	1	0	190
6	1	5	2	1	0	140
5	2	5	2	1	0	220
4	3	5	2	1	0	700
3	4	5	2	1	0	780
6	0	6	2	1	0	250
5	1	6	2	1	0	210
4	2	6	2	1	0	250
3	3	6	2	1	0	540
2	4	6	2	1	0	830
5	0	7	2	1	0	190
4	1	7	2	1	0	140
3	2	7	2	1	0	120
2	3	7	2	1	0	450
4	0	8	2	1	0	100
3	1	8	2	1	0	60
3	0	9	2	1	0	50
2	1	9	2	1	0	50
2	0	10	2	1	0	15
10	1	0	2	2	0	15
8	3	0	2	2	0	25
7	4	0	2	2	0	145
6	5	0	2	2	0	115
5	6	0	2	2	0	115
4	7	0	2	2	0	145
3	8	0	2	2	0	25
1	10	0	2	2	0	15
10	0	1	2	2	0	15
7	3	1	2	2	0	150
6	4	1	2	2	0	200
5	5	1	2	2	0	280
4	6	1	2	2	0	380
3	7	1	2	2	0	140
2	8	1	2	2	0	25
1	9	1	2	2	0	50
7	2	2	2	2	0	330
6	3	2	2	2	0	700
5	4	2	2	2	0	1090
4	5	2	2	2	0	1060
3	6	2	2	2	0	670
2	7	2	2	2	0	510
8	0	3	2	2	0	25
7	1	3	2	2	0	150
6	2	3	2	2	0	700
5	3	3	2	2	0	1560
4	4	3	2	2	0	2030
3	5	3	2	2	0	1280
2	6	3	2	2	0	510
1	7	3	2	2	0	450
7	0	4	2	2	0	145
6	1	4	2	2	0	200
5	2	4	2	2	0	1090
4	3	4	2	2	0	2030
3	4	4	2	2	0	1720
2	5	4	2	2	0	1085
1	6	4	2	2	0	830
6	0	5	2	2	0	115
5	1	5	2	2	0	280
4	2	5	2	2	0	1060
3	3	5	2	2	0	1280
2	4	5	2	2	0	1085
5	0	6	2	2	0	115
4	1	6	2	2	0	380
3	2	6	2	2	0	670
2	3	6	2	2	0	510
1	4	6	2	2	0	830
4	0	7	2	2	0	145
3	1	7	2	2	0	140
2	2	7	2	2	0	510
1	3	7	2	2	0	450
3	0	8	2	2	0	25
2	1	8	2	2	0	25
1	1	9	2	2	0	50
1	0	10	2	2	0	15
8	2	0	2	3	0	50
7	3	0	2	3	0	120
6	4	0	2	3	0	95
5	5	0	2	3	0	200
4	6	0	2	3	0	270
3	7	0	2	3	0	70
2	8	0	2	3	0	25
1	9	0	2	3	0	50
7	2	1	2	3	0	220
6	3	1	2	3	0	350
5	4	1	2	3	0	660
4	5	1	2	3	0	900
3	6	1	2	3	0	290
2	7	1	2	3	0	140
1	8	1	2	3	0	60
8	0	2	2	3	0	50
7	1	2	2	3	0	220
6	2	2	2	3	0	1050
5	3	2	2	3	0	1520
4	4	2	2	3	0	1935
3	5	2	2	3	0	2280
2	6	2	2	3	0	670
1	7	2	2	3	0	120
0	8	2	2	3	0	140
7	0	3	2	3	0	120
6	1	3	2	3	0	350
5	2	3	2	3	0	1520
4	3	3	2	3	0	2640
3	4	3	2	3	0	2130
2	5	3	2	3	0	1280
1	6	3	2	3	0	540
6	0	4	2	3	0	95
5	1	4	2	3	0	660
4	2	4	2	3	0	1935
3	3	4	2	3	0	2130
2	4	4	2	3	0	1720
1	5	4	2	3	0	780
5	0	5	2	3	0	200
4	1	5	2	3	0	900
3	2	5	2	3	0	2280
2	3	5	2	3	0	1280
1	4	5	2	3	0	780
0	5	5	2	3	0	580
4	0	6	2	3	0	270
3	1	6	2	3	0	290
2	2	6	2	3	0	670
1	3	6	2	3	0	540
3	0	7	2	3	0	70
2	1	7	2	3	0	140
1	2	7	2	3	0	120
2	0	8	2	3	0	25
1	1	8	2	3	0	60
0	2	8	2	3	0	140
1	0	9	2	3	0	50
8	1	0	2	4	0	40
7	2	0	2	4	0	155
6	3	0	2	4	0	240
5	4	0	2	4	0	465
4	5	0	2	4	0	615
3	6	0	2	4	0	270
2	7	0	2	4	0	145
1	8	0	2	4	0	100
8	0	1	2	4	0	40
7	1	1	2	4	0	110
6	2	1	2	4	0	290
5	3	1	2	4	0	790
4	4	1	2	4	0	1195
3	5	1	2	4	0	900
2	6	1	2	4	0	380
1	7	1	2	4	0	140
7	0	2	2	4	0	155
6	1	2	2	4	0	290
5	2	2	2	4	0	690
4	3	2	2	4	0	1790
3	4	2	2	4	0	1935
2	5	2	2	4	0	1060
1	6	2	2	4	0	250
0	7	2	2	4	0	140
6	0	3	2	4	0	240
5	1	3	2	4	0	790
4	2	3	2	4	0	1790
3	3	3	2	4	0	2640
2	4	3	2	4	0	2030
1	5	3	2	4	0	700
0	6	3	2	4	0	30
5	0	4	2	4	0	465
4	1	4	2	4	0	1195
3	2	4	2	4	0	1935
2	3	4	2	4	0	2030
1	4	4	2	4	0	710
0	5	4	2	4	0	120
4	0	5	2	4	0	615
3	1	5	2	4	0	900
2	2	5	2	4	0	1060
1	3	5	2	4	0	700
0	4	5	2	4	0	120
3	0	6	2	4	0	270
2	1	6	2	4	0	380
1	2	6	2	4	0	250
0	3	6	2	4	0	30
2	0	7	2	4	0	145
1	1	7	2	4	0	140
0	2	7	2	4	0	140
1	0	8	2	4	0	100
7	1	0	2	5	0	70
6	2	0	2	5	0	40
5	3	0	2	5	0	110
4	4	0	2	5	0	465
3	5	0	2	5	0	200
2	6	0	2	5	0	115
1	7	0	2	5	0	190
7	0	1	2	5	0	70
6	1	1	2	5	0	80
5	2	1	2	5	0	140
4	3	1	2	5	0	790
3	4	1	2	5	0	660
2	5	1	2	5	0	280
1	6	1	2	5	0	210
6	0	2	2	5	0	40
5	1	2	2	5	0	140
4	2	2	2	5	0	690
3	3	2	2	5	0	1520
2	4	2	2	5	0	1090
1	5	2	2	5	0	220
0	6	2	2	5	0	100
5	0	3	2	5	0	110
4	1	3	2	5	0	790
3	2	3	2	5	0	1520
2	3	3	2	5	0	1560
1	4	3	2	5	0	840
0	5	3	2	5	0	60
4	0	4	2	5	0	465
3	1	4	2	5	0	660
2	2	4	2	5	0	1090
1	3	4	2	5	0	840
0	4	4	2	5	0	80
3	0	5	2	5	0	200
2	1	5	2	5	0	280
1	2	5	2	5	0	220
0	3	5	2	5	0	60
2	0	6	2	5	0	115
1	1	6	2	5	0	210
0	2	6	2	5	0	100
1	0	7	2	5	0	190
5	2	0	2	6	0	40
4	3	0	2	6	0	240
3	4	0	2	6	0	95
2	5	0	2	6	0	115
1	6	0	2	6	0	250
5	1	1	2	6	0	80
4	2	1	2	6	0	290
3	3	1	2	6	0	350
2	4	1	2	6	0	200
1	5	1	2	6	0	140
5	0	2	2	6	0	40
4	1	2	2	6	0	290
3	2	2	2	6	0	1050
2	3	2	2	6	0	700
1	4	2	2	6	0	215
0	5	2	2	6	0	120
4	0	3	2	6	0	240
3	1	3	2	6	0	350
2	2	3	2	6	0	700
1	3	3	2	6	0	470
0	4	3	2	6	0	30
3	0	4	2	6	0	95
2	1	4	2	6	0	200
1	2	4	2	6	0	215
0	3	4	2	6	0	30
2	0	5	2	6	0	115
1	1	5	2	6	0	140
0	2	5	2	6	0	120
1	0	6	2	6	0	250
5	1	0	2	7	0	70
4	2	0	2	7	0	155
3	3	0	2	7	0	120
2	4	0	2	7	0	145
1	5	0	2	7	0	190
5	0	1	2	7	0	70
4	1	1	2	7	0	110
3	2	1	2	7	0	220
2	3	1	2	7	0	150
1	4	1	2	7	0	90
4	0	2	2	7	0	155
3	1	2	2	7	0	220
2	2	2	2	7	0	330
1	3	2	2	7	0	140
0	4	2	2	7	0	60
3	0	3	2	7	0	120
2	1	3	2	7	0	150
1	2	3	2	7	0	140
2	0	4	2	7	0	145
1	1	4	2	7	0	90
0	2	4	2	7	0	60
1	0	5	2	7	0	190
4	1	0	2	8	0	40
3	2	0	2	8	0	50
2	3	0	2	8	0	25
1	4	0	2	8	0	100
4	0	1	2	8	0	40
1	3	1	2	8	0	30
3	0	2	2	8	0	50
2	0	3	2	8	0	25
1	1	3	2	8	0	30
1	0	4	2	8	0	100
1	3	0	2	9	0	50
1	0	3	2	9	0	50
2	1	0	2	10	0	15
1	2	0	2	10	0	15
2	0	1	2	10	0	15
1	0	2	2	10	0	15
10	2	0	2	0	1	15
9	3	0	2	0	1	50
8	4	0	2	0	1	100
7	5	0	2	0	1	190
6	6	0	2	0	1	250
5	7	0	2	0	1	190
4	8	0	2	0	1	100
3	9	0	2	0	1	50
2	10	0	2	0	1	15
8	3	1	2	0	1	30
7	4	1	2	0	1	90
6	5	1	2	0	1	140
5	6	1	2	0	1	210
4	7	1	2	0	1	140
3	8	1	2	0	1	60
2	9	1	2	0	1	50
10	0	2	2	0	1	15
7	3	2	2	0	1	140
6	4	2	2	0	1	215
5	5	2	2	0	1	220
4	6	2	2	0	1	250
3	7	2	2	0	1	120
9	0	3	2	0	1	50
8	1	3	2	0	1	30
7	2	3	2	0	1	140
6	3	3	2	0	1	470
5	4	3	2	0	1	840
4	5	3	2	0	1	700
3	6	3	2	0	1	540
2	7	3	2	0	1	450
8	0	4	2	0	1	100
7	1	4	2	0	1	90
6	2	4	2	0	1	215
5	3	4	2	0	1	840
4	4	4	2	0	1	710
3	5	4	2	0	1	780
2	6	4	2	0	1	830
7	0	5	2	0	1	190
6	1	5	2	0	1	140
5	2	5	2	0	1	220
4	3	5	2	0	1	700
3	4	5	2	0	1	780
6	0	6	2	0	1	250
5	1	6	2	0	1	210
4	2	6	2	0	1	250
3	3	6	2	0	1	540
2	4	6	2	0	1	830
5	0	7	2	0	1	190
4	1	7	2	0	1	140
3	2	7	2	0	1	120
2	3	7	2	0	1	450
4	0	8	2	0	1	100
3	1	8	2	0	1	60
3	0	9	2	0	1	50
2	1	9	2	0	1	50
2	0	10	2	0	1	15
9	2	0	2	1	1	90
8	3	0	2	1	1	100
7	4	0	2	1	1	230
6	5	0	2	1	1	400
5	6	0	2	1	1	230
4	7	0	2	1	1	100
3	8	0	2	1	1	50
8	2	1	2	1	1	160
7	3	1	2	1	1	360
6	4	1	2	1	1	810
5	5	1	2	1	1	1200
4	6	1	2	1	1	770
3	7	1	2	1	1	340
2	8	1	2	1	1	160
9	0	2	2	1	1	90
8	1	2	2	1	1	160
7	2	2	2	1	1	900
6	3	2	2	1	1	1280
5	4	2	2	1	1	2910
4	5	2	2	1	1	3900
3	6	2	2	1	1	1260
2	7	2	2	1	1	420
1	8	2	2	1	1	480
8	0	3	2	1	1	100
7	1	3	2	1	1	360
6	2	3	2	1	1	1280
5	3	3	2	1	1	2660
4	4	3	2	1	1	3030
3	5	3	2	1	1	2760
2	6	3	2	1	1	1510
7	0	4	2	1	1	230
6	1	4	2	1	1	810
5	2	4	2	1	1	2910
4	3	4	2	1	1	3030
3	4	4	2	1	1	4220
2	5	4	2	1	1	2390
6	0	5	2	1	1	400
5	1	5	2	1	1	1200
4	2	5	2	1	1	3900
3	3	5	2	1	1	2760
2	4	5	2	1	1	2390
1	5	5	2	1	1	4380
5	0	6	2	1	1	230
4	1	6	2	1	1	770
3	2	6	2	1	1	1260
2	3	6	2	1	1	1510
4	0	7	2	1	1	100
3	1	7	2	1	1	340
2	2	7	2	1	1	420
3	0	8	2	1	1	50
2	1	8	2	1	1	160
1	2	8	2	1	1	480
9	1	0	2	2	1	50
8	2	0	2	2	1	25
7	3	0	2	2	1	140
6	4	0	2	2	1	380
5	5	0	2	2	1	280
4	6	0	2	2	1	200
3	7	0	2	2	1	150
0	10	0	2	2	1	15
9	0	1	2	2	1	50
8	1	1	2	2	1	160
7	2	1	2	2	1	540
6	3	1	2	2	1	1600
5	4	1	2	2	1	2790
4	5	1	2	2	1	2790
3	6	1	2	2	1	1600
2	7	1	2	2	1	540
1	8	1	2	2	1	160
0	9	1	2	2	1	50
8	0	2	2	2	1	25
7	1	2	2	2	1	540
6	2	2	2	2	1	1200
5	3	2	2	2	1	4840
4	4	2	2	2	1	6030
3	5	2	2	2	1	3400
2	6	2	2	2	1	1780
1	7	2	2	2	1	420
7	0	3	2	2	1	140
6	1	3	2	2	1	1600
5	2	3	2	2	1	4840
4	3	3	2	2	1	8900
3	4	3	2	2	1	10140
2	5	3	2	2	1	4080
1	6	3	2	2	1	1510
0	7	3	2	2	1	450
6	0	4	2	2	1	380
5	1	4	2	2	1	2790
4	2	4	2	2	1	6030
3	3	4	2	2	1	10140
2	4	4	2	2	1	5420
1	5	4	2	2	1	2390
0	6	4	2	2	1	830
5	0	5	2	2	1	280
4	1	5	2	2	1	2790
3	2	5	2	2	1	3400
2	3	5	2	2	1	4080
1	4	5	2	2	1	2390
4	0	6	2	2	1	200
3	1	6	2	2	1	1600
2	2	6	2	2	1	1780
1	3	6	2	2	1	1510
0	4	6	2	2	1	830
3	0	7	2	2	1	150
2	1	7	2	2	1	540
1	2	7	2	2	1	420
0	3	7	2	2	1	450
1	1	8	2	2	1	160
0	1	9	2	2	1	50
0	0	10	2	2	1	15
8	1	0	2	3	1	90
7	2	0	2	3	1	90
6	3	0	2	3	1	350
5	4	0	2	3	1	750
4	5	0	2	3	1	690
3	6	0	2	3	1	480
2	7	0	2	3	1	150
1	8	0	2	3	1	50
0	9	0	2	3	1	50
8	0	1	2	3	1	90
7	1	1	2	3	1	420
6	2	1	2	3	1	960
5	3	1	2	3	1	3580
4	4	1	2	3	1	3880
3	5	1	2	3	1	2420
2	6	1	2	3	1	1600
1	7	1	2	3	1	340
0	8	1	2	3	1	60
7	0	2	2	3	1	90
6	1	2	2	3	1	960
5	2	2	2	3	1	3720
4	3	2	2	3	1	8960
3	4	2	2	3	1	9500
2	5	2	2	3	1	3400
1	6	2	2	3	1	1260
0	7	2	2	3	1	120
6	0	3	2	3	1	350
5	1	3	2	3	1	3580
4	2	3	2	3	1	8960
3	3	3	2	3	1	12000
2	4	3	2	3	1	10140
1	5	3	2	3	1	2760
0	6	3	2	3	1	540
5	0	4	2	3	1	750
4	1	4	2	3	1	3880
3	2	4	2	3	1	9500
2	3	4	2	3	1	10140
1	4	4	2	3	1	4220
0	5	4	2	3	1	780
4	0	5	2	3	1	690
3	1	5	2	3	1	2420
2	2	5	2	3	1	3400
1	3	5	2	3	1	2760
0	4	5	2	3	1	780
3	0	6	2	3	1	480
2	1	6	2	3	1	1600
1	2	6	2	3	1	1260
0	3	6	2	3	1	540
2	0	7	2	3	1	150
1	1	7	2	3	1	340
0	2	7	2	3	1	120
1	0	8	2	3	1	50
0	1	8	2	3	1	60
0	0	9	2	3	1	50
6	2	0	2	4	1	460
5	3	0	2	4	1	690
4	4	0	2	4	1	710
3	5	0	2	4	1	690
2	6	0	2	4	1	200
1	7	0	2	4	1	100
0	8	0	2	4	1	100
6	1	1	2	4	1	550
5	2	1	2	4	1	2340
4	3	1	2	4	1	3280
3	4	1	2	4	1	3880
2	5	1	2	4	1	2790
1	6	1	2	4	1	770
0	7	1	2	4	1	140
6	0	2	2	4	1	460
5	1	2	2	4	1	2340
4	2	2	2	4	1	10260
3	3	2	2	4	1	8960
2	4	2	2	4	1	6030
1	5	2	2	4	1	3900
0	6	2	2	4	1	250
5	0	3	2	4	1	690
4	1	3	2	4	1	3280
3	2	3	2	4	1	8960
2	3	3	2	4	1	8900
1	4	3	2	4	1	3030
0	5	3	2	4	1	700
4	0	4	2	4	1	710
3	1	4	2	4	1	3880
2	2	4	2	4	1	6030
1	3	4	2	4	1	3030
0	4	4	2	4	1	710
3	0	5	2	4	1	690
2	1	5	2	4	1	2790
1	2	5	2	4	1	3900
0	3	5	2	4	1	700
2	0	6	2	4	1	200
1	1	6	2	4	1	770
0	2	6	2	4	1	250
1	0	7	2	4	1	100
0	1	7	2	4	1	140
0	0	8	2	4	1	100
6	1	0	2	5	1	320
5	2	0	2	5	1	420
4	3	0	2	5	1	690
3	4	0	2	5	1	750
2	5	0	2	5	1	280
1	6	0	2	5	1	230
0	7	0	2	5	1	190
6	0	1	2	5	1	320
5	1	1	2	5	1	1140
4	2	1	2	5	1	2340
3	3	1	2	5	1	3580
2	4	1	2	5	1	2790
1	5	1	2	5	1	1200
0	6	1	2	5	1	210
5	0	2	2	5	1	420
4	1	2	2	5	1	2340
3	2	2	2	5	1	3720
2	3	2	2	5	1	4840
1	4	2	2	5	1	2910
0	5	2	2	5	1	220
4	0	3	2	5	1	690
3	1	3	2	5	1	3580
2	2	3	2	5	1	4840
1	3	3	2	5	1	2660
0	4	3	2	5	1	840
3	0	4	2	5	1	750
2	1	4	2	5	1	2790
1	2	4	2	5	1	2910
0	3	4	2	5	1	840
2	0	5	2	5	1	280
1	1	5	2	5	1	1200
0	2	5	2	5	1	220
1	0	6	2	5	1	230
0	1	6	2	5	1	210
0	0	7	2	5	1	190
5	1	0	2	6	1	320
4	2	0	2	6	1	460
3	3	0	2	6	1	350
2	4	0	2	6	1	380
1	5	0	2	6	1	400
0	6	0	2	6	1	250
5	0	1	2	6	1	320
4	1	1	2	6	1	550
3	2	1	2	6	1	960
2	3	1	2	6	1	1600
1	4	1	2	6	1	810
0	5	1	2	6	1	140
4	0	2	2	6	1	460
3	1	2	2	6	1	960
2	2	2	2	6	1	1200
1	3	2	2	6	1	1280
0	4	2	2	6	1	215
3	0	3	2	6	1	350
2	1	3	2	6	1	1600
1	2	3	2	6	1	1280
0	3	3	2	6	1	470
2	0	4	2	6	1	380
1	1	4	2	6	1	810
0	2	4	2	6	1	215
1	0	5	2	6	1	400
0	1	5	2	6	1	140
0	0	6	2	6	1	250
3	2	0	2	7	1	90
2	3	0	2	7	1	140
1	4	0	2	7	1	230
0	5	0	2	7	1	190
3	1	1	2	7	1	420
2	2	1	2	7	1	540
1	3	1	2	7	1	360
0	4	1	2	7	1	90
3	0	2	2	7	1	90
2	1	2	2	7	1	540
1	2	2	2	7	1	900
0	3	2	2	7	1	140
2	0	3	2	7	1	140
1	1	3	2	7	1	360
0	2	3	2	7	1	140
1	0	4	2	7	1	230
0	1	4	2	7	1	90
0	0	5	2	7	1	190
3	1	0	2	8	1	90
2	2	0	2	8	1	25
1	3	0	2	8	1	100
0	4	0	2	8	1	100
3	0	1	2	8	1	90
2	1	1	2	8	1	160
1	2	1	2	8	1	160
0	3	1	2	8	1	30
2	0	2	2	8	1	25
1	1	2	2	8	1	160
1	0	3	2	8	1	100
0	1	3	2	8	1	30
0	0	4	2	8	1	100
2	1	0	2	9	1	50
1	2	0	2	9	1	90
0	3	0	2	9	1	50
2	0	1	2	9	1	50
1	0	2	2	9	1	90
0	0	3	2	9	1	50
0	2	0	2	10	1	15
0	0	2	2	10	1	15
10	1	0	2	0	2	15
8	3	0	2	0	2	25
7	4	0	2	0	2	145
6	5	0	2	0	2	115
5	6	0	2	0	2	115
4	7	0	2	0	2	145
3	8	0	2	0	2	25
1	10	0	2	0	2	15
10	0	1	2	0	2	15
7	3	1	2	0	2	150
6	4	1	2	0	2	200
5	5	1	2	0	2	280
4	6	1	2	0	2	380
3	7	1	2	0	2	140
2	8	1	2	0	2	25
1	9	1	2	0	2	50
7	2	2	2	0	2	330
6	3	2	2	0	2	700
5	4	2	2	0	2	1090
4	5	2	2	0	2	1060
3	6	2	2	0	2	670
2	7	2	2	0	2	510
8	0	3	2	0	2	25
7	1	3	2	0	2	150
6	2	3	2	0	2	700
5	3	3	2	0	2	1560
4	4	3	2	0	2	2030
3	5	3	2	0	2	1280
2	6	3	2	0	2	510
1	7	3	2	0	2	450
7	0	4	2	0	2	145
6	1	4	2	0	2	200
5	2	4	2	0	2	1090
4	3	4	2	0	2	2030
3	4	4	2	0	2	1720
2	5	4	2	0	2	1085
1	6	4	2	0	2	830
6	0	5	2	0	2	115
5	1	5	2	0	2	280
4	2	5	2	0	2	1060
3	3	5	2	0	2	1280
2	4	5	2	0	2	1085
5	0	6	2	0	2	115
4	1	6	2	0	2	380
3	2	6	2	0	2	670
2	3	6	2	0	2	510
1	4	6	2	0	2	830
4	0	7	2	0	2	145
3	1	7	2	0	2	140
2	2	7	2	0	2	510
1	3	7	2	0	2	450
3	0	8	2	0	2	25
2	1	8	2	0	2	25
1	1	9	2	0	2	50
1	0	10	2	0	2	15
9	1	0	2	1	2	50
8	2	0	2	1	2	25
7	3	0	2	1	2	140
6	4	0	2	1	2	380
5	5	0	2	1	2	280
4	6	0	2	1	2	200
3	7	0	2	1	2	150
0	10	0	2	1	2	15
9	0	1	2	1	2	50
8	1	1	2	1	2	160
7	2	1	2	1	2	540
6	3	1	2	1	2	1600
5	4	1	2	1	2	2790
4	5	1	2	1	2	2790
3	6	1	2	1	2	1600
2	7	1	2	1	2	540
1	8	1	2	1	2	160
0	9	1	2	1	2	50
8	0	2	2	1	2	25
7	1	2	2	1	2	540
6	2	2	2	1	2	1200
5	3	2	2	1	2	4840
4	4	2	2	1	2	6030
3	5	2	2	1	2	3400
2	6	2	2	1	2	1780
1	7	2	2	1	2	420
7	0	3	2	1	2	140
6	1	3	2	1	2	1600
5	2	3	2	1	2	4840
4	3	3	2	1	2	8900
3	4	3	2	1	2	10140
2	5	3	2	1	2	4080
1	6	3	2	1	2	1510
0	7	3	2	1	2	450
6	0	4	2	1	2	380
5	1	4	2	1	2	2790
4	2	4	2	1	2	6030
3	3	4	2	1	2	10140
2	4	4	2	1	2	5420
1	5	4	2	1	2	2390
0	6	4	2	1	2	830
5	0	5	2	1	2	280
4	1	5	2	1	2	2790
3	2	5	2	1	2	3400
2	3	5	2	1	2	4080
1	4	5	2	1	2	2390
4	0	6	2	1	2	200
3	1	6	2	1	2	1600
2	2	6	2	1	2	1780
1	3	6	2	1	2	1510
0	4	6	2	1	2	830
3	0	7	2	1	2	150
2	1	7	2	1	2	540
1	2	7	2	1	2	420
0	3	7	2	1	2	450
1	1	8	2	1	2	160
0	1	9	2	1	2	50
0	0	10	2	1	2	15
7	2	0	2	2	2	510
6	3	0	2	2	2	670
5	4	0	2	2	2	1060
4	5	0	2	2	2	1090
3	6	0	2	2	2	700
2	7	0	2	2	2	330
7	1	1	2	2	2	420
6	2	1	2	2	2	1780
5	3	1	2	2	2	3400
4	4	1	2	2	2	6030
3	5	1	2	2	2	4840
2	6	1	2	2	2	1200
1	7	1	2	2	2	540
0	8	1	2	2	2	25
7	0	2	2	2	2	510
6	1	2	2	2	2	1780
5	2	2	2	2	2	11880
