a0	a1	a2	a5	a3	a4	coefficient
3	4	1	0	5	2	700
2	5	1	0	5	2	220
1	6	1	0	5	2	140
0	7	1	0	5	2	190
4	2	2	0	5	2	1085
3	3	2	0	5	2	1280
2	4	2	0	5	2	1060
1	5	2	0	5	2	280
0	6	2	0	5	2	115
5	0	3	0	5	2	580
4	1	3	0	5	2	780
3	2	3	0	5	2	1280
2	3	3	0	5	2	2280
1	4	3	0	5	2	900
0	5	3	0	5	2	200
4	0	4	0	5	2	120
3	1	4	0	5	2	700
2	2	4	0	5	2	1060
1	3	4	0	5	2	900
0	4	4	0	5	2	615
3	0	5	0	5	2	60
2	1	5	0	5	2	220
1	2	5	0	5	2	280
0	3	5	0	5	2	200
2	0	6	0	5	2	120
1	1	6	0	5	2	140
0	2	6	0	5	2	115
0	1	7	0	5	2	190
3	4	0	0	6	2	30
2	5	0	0	6	2	100
4	2	1	0	6	2	830
3	3	1	0	6	2	540
2	4	1	0	6	2	250
1	5	1	0	6	2	210
0	6	1	0	6	2	250
4	1	2	0	6	2	830
3	2	2	0	6	2	510
2	3	2	0	6	2	670
1	4	2	0	6	2	380
0	5	2	0	6	2	115
3	1	3	0	6	2	540
2	2	3	0	6	2	670
1	3	3	0	6	2	290
0	4	3	0	6	2	270
3	0	4	0	6	2	30
2	1	4	0	6	2	250
1	2	4	0	6	2	380
0	3	4	0	6	2	270
2	0	5	0	6	2	100
1	1	5	0	6	2	210
0	2	5	0	6	2	115
0	1	6	0	6	2	250
2	4	0	0	7	2	140
3	2	1	0	7	2	450
2	3	1	0	7	2	120
1	4	1	0	7	2	140
0	5	1	0	7	2	190
3	1	2	0	7	2	450
2	2	2	0	7	2	510
1	3	2	0	7	2	140
0	4	2	0	7	2	145
2	1	3	0	7	2	120
1	2	3	0	7	2	140
0	3	3	0	7	2	70
2	0	4	0	7	2	140
1	1	4	0	7	2	140
0	2	4	0	7	2	145
0	1	5	0	7	2	190
5	0	0	0	8	2	510
2	3	0	0	8	2	140
1	3	1	0	8	2	60
0	4	1	0	8	2	100
1	2	2	0	8	2	25
0	3	2	0	8	2	25
2	0	3	0	8	2	140
1	1	3	0	8	2	60
0	2	3	0	8	2	25
0	1	4	0	8	2	100
1	2	1	0	9	2	50
0	3	1	0	9	2	50
1	1	2	0	9	2	50
0	1	3	0	9	2	50
0	2	1	0	10	2	15
0	1	2	0	10	2	15
2	0	0	0	11	2	40
12	0	0	0	0	3	10
9	3	0	0	0	3	60
8	4	0	0	0	3	70
7	5	0	0	0	3	100
6	6	0	0	0	3	160
5	7	0	0	0	3	100
4	8	0	0	0	3	70
3	9	0	0	0	3	60
0	12	0	0	0	3	10
8	3	1	0	0	3	30
7	4	1	0	0	3	50
6	5	1	0	0	3	100
5	6	1	0	0	3	170
4	7	1	0	0	3	100
3	8	1	0	0	3	60
2	9	1	0	0	3	50
8	2	2	0	0	3	50
7	3	2	0	0	3	120
6	4	2	0	0	3	95
5	5	2	0	0	3	200
4	6	2	0	0	3	270
3	7	2	0	0	3	70
2	8	2	0	0	3	25
1	9	2	0	0	3	50
9	0	3	0	0	3	60
8	1	3	0	0	3	30
7	2	3	0	0	3	120
6	3	3	0	0	3	620
5	4	3	0	0	3	570
4	5	3	0	0	3	570
3	6	3	0	0	3	620
2	7	3	0	0	3	120
1	8	3	0	0	3	30
0	9	3	0	0	3	60
8	0	4	0	0	3	70
7	1	4	0	0	3	50
6	2	4	0	0	3	95
5	3	4	0	0	3	570
4	4	4	0	0	3	330
3	5	4	0	0	3	180
2	6	4	0	0	3	240
1	7	4	0	0	3	10
7	0	5	0	0	3	100
6	1	5	0	0	3	100
5	2	5	0	0	3	200
4	3	5	0	0	3	570
3	4	5	0	0	3	180
2	5	5	0	0	3	110
1	6	5	0	0	3	140
6	0	6	0	0	3	160
5	1	6	0	0	3	170
4	2	6	0	0	3	270
3	3	6	0	0	3	620
2	4	6	0	0	3	240
1	5	6	0	0	3	140
0	6	6	0	0	3	120
5	0	7	0	0	3	100
4	1	7	0	0	3	100
3	2	7	0	0	3	70
2	3	7	0	0	3	120
1	4	7	0	0	3	10
4	0	8	0	0	3	70
3	1	8	0	0	3	60
2	2	8	0	0	3	25
1	3	8	0	0	3	30
3	0	9	0	0	3	60
2	1	9	0	0	3	50
1	2	9	0	0	3	50
0	3	9	0	0	3	60
0	0	12	0	0	3	10
7	4	0	0	1	3	20
6	5	0	0	1	3	20
5	6	0	0	1	3	20
4	7	0	0	1	3	20
8	2	1	0	1	3	90
7	3	1	0	1	3	180
6	4	1	0	1	3	220
5	5	1	0	1	3	300
4	6	1	0	1	3	240
3	7	1	0	1	3	100
2	8	1	0	1	3	30
8	1	2	0	1	3	90
7	2	2	0	1	3	90
6	3	2	0	1	3	350
5	4	2	0	1	3	750
4	5	2	0	1	3	690
3	6	2	0	1	3	480
2	7	2	0	1	3	150
1	8	2	0	1	3	50
0	9	2	0	1	3	50
7	1	3	0	1	3	180
6	2	3	0	1	3	350
5	3	3	0	1	3	960
4	4	3	0	1	3	1270
3	5	3	0	1	3	1100
2	6	3	0	1	3	350
0	8	3	0	1	3	30
7	0	4	0	1	3	20
6	1	4	0	1	3	220
5	2	4	0	1	3	750
4	3	4	0	1	3	1270
3	4	4	0	1	3	940
2	5	4	0	1	3	790
1	6	4	0	1	3	120
0	7	4	0	1	3	10
6	0	5	0	1	3	20
5	1	5	0	1	3	300
4	2	5	0	1	3	690
3	3	5	0	1	3	1100
2	4	5	0	1	3	790
1	5	5	0	1	3	500
0	6	5	0	1	3	140
5	0	6	0	1	3	20
4	1	6	0	1	3	240
3	2	6	0	1	3	480
2	3	6	0	1	3	350
1	4	6	0	1	3	120
0	5	6	0	1	3	140
4	0	7	0	1	3	20
3	1	7	0	1	3	100
2	2	7	0	1	3	150
0	4	7	0	1	3	10
2	1	8	0	1	3	30
1	2	8	0	1	3	50
0	3	8	0	1	3	30
0	2	9	0	1	3	50
6	4	0	0	2	3	30
5	5	0	0	2	3	60
4	6	0	0	2	3	30
7	2	1	0	2	3	450
6	3	1	0	2	3	540
5	4	1	0	2	3	700
4	5	1	0	2	3	840
3	6	1	0	2	3	470
2	7	1	0	2	3	140
1	8	1	0	2	3	30
0	9	1	0	2	3	50
7	1	2	0	2	3	450
6	2	2	0	2	3	510
5	3	2	0	2	3	1280
4	4	2	0	2	3	2030
3	5	2	0	2	3	1560
2	6	2	0	2	3	700
1	7	2	0	2	3	150
0	8	2	0	2	3	25
6	1	3	0	2	3	540
5	2	3	0	2	3	1280
4	3	3	0	2	3	2130
3	4	3	0	2	3	2640
2	5	3	0	2	3	1520
1	6	3	0	2	3	350
0	7	3	0	2	3	120
6	0	4	0	2	3	30
5	1	4	0	2	3	700
4	2	4	0	2	3	2030
3	3	4	0	2	3	2640
2	4	4	0	2	3	1790
1	5	4	0	2	3	790
0	6	4	0	2	3	240
5	0	5	0	2	3	60
4	1	5	0	2	3	840
3	2	5	0	2	3	1560
2	3	5	0	2	3	1520
1	4	5	0	2	3	790
0	5	5	0	2	3	110
4	0	6	0	2	3	30
3	1	6	0	2	3	470
2	2	6	0	2	3	700
1	3	6	0	2	3	350
0	4	6	0	2	3	240
2	1	7	0	2	3	140
1	2	7	0	2	3	150
0	3	7	0	2	3	120
1	1	8	0	2	3	30
0	2	8	0	2	3	25
0	1	9	0	2	3	50
9	0	0	0	3	3	370
6	3	0	0	3	3	740
5	4	0	0	3	3	390
4	5	0	0	3	3	220
3	6	0	0	3	3	300
0	9	0	0	3	3	60
5	3	1	0	3	3	880
4	4	1	0	3	3	1120
3	5	1	0	3	3	600
2	6	1	0	3	3	470
1	7	1	0	3	3	100
0	8	1	0	3	3	60
5	2	2	0	3	3	1860
4	3	2	0	3	3	2410
3	4	2	0	3	3	2610
2	5	2	0	3	3	1560
1	6	2	0	3	3	480
0	7	2	0	3	3	70
6	0	3	0	3	3	740
5	1	3	0	3	3	880
4	2	3	0	3	3	2410
3	3	3	0	3	3	5220
2	4	3	0	3	3	2640
1	5	3	0	3	3	1100
0	6	3	0	3	3	620
5	0	4	0	3	3	390
4	1	4	0	3	3	1120
3	2	4	0	3	3	2610
2	3	4	0	3	3	2640
1	4	4	0	3	3	940
0	5	4	0	3	3	180
4	0	5	0	3	3	220
3	1	5	0	3	3	600
2	2	5	0	3	3	1560
1	3	5	0	3	3	1100
0	4	5	0	3	3	180
3	0	6	0	3	3	300
2	1	6	0	3	3	470
1	2	6	0	3	3	480
0	3	6	0	3	3	620
1	1	7	0	3	3	100
0	2	7	0	3	3	70
0	1	8	0	3	3	60
0	0	9	0	3	3	60
4	4	0	0	4	3	220
3	5	0	0	4	3	220
2	6	0	0	4	3	30
1	7	0	0	4	3	20
0	8	0	0	4	3	70
5	2	1	0	4	3	1780
4	3	1	0	4	3	1300
3	4	1	0	4	3	1120
2	5	1	0	4	3	840
1	6	1	0	4	3	240
0	7	1	0	4	3	100
5	1	2	0	4	3	1780
4	2	2	0	4	3	1980
3	3	2	0	4	3	2410
2	4	2	0	4	3	2030
1	5	2	0	4	3	690
0	6	2	0	4	3	270
4	1	3	0	4	3	1300
3	2	3	0	4	3	2410
2	3	3	0	4	3	2130
1	4	3	0	4	3	1270
0	5	3	0	4	3	570
4	0	4	0	4	3	220
3	1	4	0	4	3	1120
2	2	4	0	4	3	2030
1	3	4	0	4	3	1270
0	4	4	0	4	3	330
3	0	5	0	4	3	220
2	1	5	0	4	3	840
1	2	5	0	4	3	690
0	3	5	0	4	3	570
2	0	6	0	4	3	30
1	1	6	0	4	3	240
0	2	6	0	4	3	270
1	0	7	0	4	3	20
0	1	7	0	4	3	100
0	0	8	0	4	3	70
3	4	0	0	5	3	390
2	5	0	0	5	3	60
1	6	0	0	5	3	20
0	7	0	0	5	3	100
4	2	1	0	5	3	1780
3	3	1	0	5	3	880
2	4	1	0	5	3	700
1	5	1	0	5	3	300
0	6	1	0	5	3	170
4	1	2	0	5	3	1780
3	2	2	0	5	3	1860
2	3	2	0	5	3	1280
1	4	2	0	5	3	750
0	5	2	0	5	3	200
3	1	3	0	5	3	880
2	2	3	0	5	3	1280
1	3	3	0	5	3	960
0	4	3	0	5	3	570
3	0	4	0	5	3	390
2	1	4	0	5	3	700
1	2	4	0	5	3	750
0	3	4	0	5	3	570
2	0	5	0	5	3	60
1	1	5	0	5	3	300
0	2	5	0	5	3	200
1	0	6	0	5	3	20
0	1	6	0	5	3	170
0	0	7	0	5	3	100
6	0	0	0	6	3	1770
3	3	0	0	6	3	740
2	4	0	0	6	3	30
1	5	0	0	6	3	20
0	6	0	0	6	3	160
2	3	1	0	6	3	540
1	4	1	0	6	3	220
0	5	1	0	6	3	100
2	2	2	0	6	3	510
1	3	2	0	6	3	350
0	4	2	0	6	3	95
3	0	3	0	6	3	740
2	1	3	0	6	3	540
1	2	3	0	6	3	350
0	3	3	0	6	3	620
2	0	4	0	6	3	30
1	1	4	0	6	3	220
0	2	4	0	6	3	95
1	0	5	0	6	3	20
0	1	5	0	6	3	100
0	0	6	0	6	3	160
1	4	0	0	7	3	20
0	5	0	0	7	3	100
2	2	1	0	7	3	450
1	3	1	0	7	3	180
0	4	1	0	7	3	50
2	1	2	0	7	3	450
1	2	2	0	7	3	90
0	3	2	0	7	3	120
1	1	3	0	7	3	180
0	2	3	0	7	3	120
1	0	4	0	7	3	20
0	1	4	0	7	3	50
0	0	5	0	7	3	100
0	4	0	0	8	3	70
1	2	1	0	8	3	90
0	3	1	0	8	3	30
1	1	2	0	8	3	90
0	2	2	0	8	3	50
0	1	3	0	8	3	30
0	0	4	0	8	3	70
3	0	0	0	9	3	370
0	3	0	0	9	3	60
0	0	3	0	9	3	60
0	0	0	0	12	3	10
7	4	0	0	0	4	20
6	5	0	0	0	4	50
5	6	0	0	0	4	40
4	7	0	0	0	4	60
3	8	0	0	0	4	70
0	11	0	0	0	4	20
8	2	1	0	0	4	40
7	3	1	0	0	4	10
6	4	1	0	0	4	70
5	5	1	0	0	4	170
4	6	1	0	0	4	70
3	7	1	0	0	4	100
2	8	1	0	0	4	100
8	1	2	0	0	4	40
7	2	2	0	0	4	155
6	3	2	0	0	4	240
5	4	2	0	0	4	465
4	5	2	0	0	4	615
3	6	2	0	0	4	270
2	7	2	0	0	4	145
1	8	2	0	0	4	100
7	1	3	0	0	4	10
6	2	3	0	0	4	240
5	3	3	0	0	4	180
4	4	3	0	0	4	330
3	5	3	0	0	4	570
2	6	3	0	0	4	95
1	7	3	0	0	4	50
0	8	3	0	0	4	70
7	0	4	0	0	4	20
6	1	4	0	0	4	70
5	2	4	0	0	4	465
4	3	4	0	0	4	330
3	4	4	0	0	4	330
2	5	4	0	0	4	465
1	6	4	0	0	4	70
0	7	4	0	0	4	20
6	0	5	0	0	4	50
5	1	5	0	0	4	170
4	2	5	0	0	4	615
3	3	5	0	0	4	570
2	4	5	0	0	4	465
1	5	5	0	0	4	220
0	6	5	0	0	4	40
5	0	6	0	0	4	40
4	1	6	0	0	4	70
3	2	6	0	0	4	270
2	3	6	0	0	4	95
1	4	6	0	0	4	70
0	5	6	0	0	4	40
4	0	7	0	0	4	60
3	1	7	0	0	4	100
2	2	7	0	0	4	145
1	3	7	0	0	4	50
0	4	7	0	0	4	20
3	0	8	0	0	4	70
2	1	8	0	0	4	100
1	2	8	0	0	4	100
0	3	8	0	0	4	70
0	0	11	0	0	4	20
10	0	0	0	1	4	55
7	3	0	0	1	4	160
6	4	0	0	1	4	105
5	5	0	0	1	4	80
4	6	0	0	1	4	100
3	7	0	0	1	4	20
6	3	1	0	1	4	180
5	4	1	0	1	4	270
4	5	1	0	1	4	280
3	6	1	0	1	4	240
2	7	1	0	1	4	90
6	2	2	0	1	4	460
5	3	2	0	1	4	690
4	4	2	0	1	4	710
3	5	2	0	1	4	690
2	6	2	0	1	4	200
1	7	2	0	1	4	100
0	8	2	0	1	4	100
7	0	3	0	1	4	160
6	1	3	0	1	4	180
5	2	3	0	1	4	690
4	3	3	0	1	4	1920
3	4	3	0	1	4	1270
2	5	3	0	1	4	660
1	6	3	0	1	4	150
0	7	3	0	1	4	50
6	0	4	0	1	4	105
5	1	4	0	1	4	270
4	2	4	0	1	4	710
3	3	4	0	1	4	1270
2	4	4	0	1	4	1195
1	5	4	0	1	4	430
0	6	4	0	1	4	70
5	0	5	0	1	4	80
4	1	5	0	1	4	280
3	2	5	0	1	4	690
2	3	5	0	1	4	660
1	4	5	0	1	4	430
0	5	5	0	1	4	220
4	0	6	0	1	4	100
3	1	6	0	1	4	240
2	2	6	0	1	4	200
1	3	6	0	1	4	150
0	4	6	0	1	4	70
3	0	7	0	1	4	20
2	1	7	0	1	4	90
1	2	7	0	1	4	100
0	3	7	0	1	4	50
0	2	8	0	1	4	100
5	4	0	0	2	4	120
4	5	0	0	2	4	80
3	6	0	0	2	4	30
2	7	0	0	2	4	60
6	2	1	0	2	4	830
5	3	1	0	2	4	780
4	4	1	0	2	4	710
3	5	1	0	2	4	840
2	6	1	0	2	4	215
1	7	1	0	2	4	90
0	8	1	0	2	4	100
6	1	2	0	2	4	830
5	2	2	0	2	4	1085
4	3	2	0	2	4	1720
3	4	2	0	2	4	2030
2	5	2	0	2	4	1090
1	6	2	0	2	4	200
0	7	2	0	2	4	145
5	1	3	0	2	4	780
4	2	3	0	2	4	1720
3	3	3	0	2	4	2130
2	4	3	0	2	4	1935
1	5	3	0	2	4	660
0	6	3	0	2	4	95
5	0	4	0	2	4	120
4	1	4	0	2	4	710
3	2	4	0	2	4	2030
2	3	4	0	2	4	1935
1	4	4	0	2	4	1195
0	5	4	0	2	4	465
4	0	5	0	2	4	80
3	1	5	0	2	4	840
2	2	5	0	2	4	1090
1	3	5	0	2	4	660
0	4	5	0	2	4	465
3	0	6	0	2	4	30
2	1	6	0	2	4	215
1	2	6	0	2	4	200
0	3	6	0	2	4	95
2	0	7	0	2	4	60
1	1	7	0	2	4	90
0	2	7	0	2	4	145
0	1	8	0	2	4	100
4	4	0	0	3	4	220
3	5	0	0	3	4	220
2	6	0	0	3	4	30
1	7	0	0	3	4	20
0	8	0	0	3	4	70
5	2	1	0	3	4	1780
4	3	1	0	3	4	1300
3	4	1	0	3	4	1120
2	5	1	0	3	4	840
1	6	1	0	3	4	240
0	7	1	0	3	4	100
5	1	2	0	3	4	1780
4	2	2	0	3	4	1980
3	3	2	0	3	4	2410
2	4	2	0	3	4	2030
1	5	2	0	3	4	690
0	6	2	0	3	4	270
4	1	3	0	3	4	1300
3	2	3	0	3	4	2410
2	3	3	0	3	4	2130
1	4	3	0	3	4	1270
0	5	3	0	3	4	570
4	0	4	0	3	4	220
3	1	4	0	3	4	1120
2	2	4	0	3	4	2030
1	3	4	0	3	4	1270
0	4	4	0	3	4	330
3	0	5	0	3	4	220
2	1	5	0	3	4	840
1	2	5	0	3	4	690
0	3	5	0	3	4	570
2	0	6	0	3	4	30
1	1	6	0	3	4	240
0	2	6	0	3	4	270
1	0	7	0	3	4	20
0	1	7	0	3	4	100
0	0	8	0	3	4	70
7	0	0	0	4	4	1850
4	3	0	0	4	4	1200
3	4	0	0	4	4	220
2	5	0	0	4	4	80
1	6	0	0	4	4	100
0	7	0	0	4	4	60
3	3	1	0	4	4	1300
2	4	1	0	4	4	710
1	5	1	0	4	4	280
0	6	1	0	4	4	70
3	2	2	0	4	4	1980
2	3	2	0	4	4	1720
1	4	2	0	4	4	710
0	5	2	0	4	4	615
4	0	3	0	4	4	1200
3	1	3	0	4	4	1300
2	2	3	0	4	4	1720
1	3	3	0	4	4	1920
0	4	3	0	4	4	330
3	0	4	0	4	4	220
2	1	4	0	4	4	710
1	2	4	0	4	4	710
0	3	4	0	4	4	330
2	0	5	0	4	4	80
1	1	5	0	4	4	280
0	2	5	0	4	4	615
1	0	6	0	4	4	100
0	1	6	0	4	4	70
0	0	7	0	4	4	60
2	4	0	0	5	4	120
1	5	0	0	5	4	80
0	6	0	0	5	4	40
3	2	1	0	5	4	1780
2	3	1	0	5	4	780
1	4	1	0	5	4	270
0	5	1	0	5	4	170
3	1	2	0	5	4	1780
2	2	2	0	5	4	1085
1	3	2	0	5	4	690
0	4	2	0	5	4	465
2	1	3	0	5	4	780
1	2	3	0	5	4	690
0	3	3	0	5	4	180
2	0	4	0	5	4	120
1	1	4	0	5	4	270
0	2	4	0	5	4	465
1	0	5	0	5	4	80
0	1	5	0	5	4	170
0	0	6	0	5	4	40
1	4	0	0	6	4	105
0	5	0	0	6	4	50
2	2	1	0	6	4	830
1	3	1	0	6	4	180
0	4	1	0	6	4	70
2	1	2	0	6	4	830
1	2	2	0	6	4	460
0	3	2	0	6	4	240
1	1	3	0	6	4	180
0	2	3	0	6	4	240
1	0	4	0	6	4	105
0	1	4	0	6	4	70
0	0	5	0	6	4	50
4	0	0	0	7	4	1850
1	3	0	0	7	4	160
0	4	0	0	7	4	20
0	3	1	0	7	4	10
0	2	2	0	7	4	155
1	0	3	0	7	4	160
0	1	3	0	7	4	10
0	0	4	0	7	4	20
0	2	1	0	8	4	40
0	1	2	0	8	4	40
1	0	0	0	10	4	55
6	4	0	0	0	5	40
5	5	0	0	0	5	20
4	6	0	0	0	5	40
3	7	0	0	0	5	100
0	10	0	0	0	5	40
7	2	1	0	0	5	70
6	3	1	0	0	5	140
5	4	1	0	0	5	220
4	5	1	0	0	5	170
3	6	1	0	0	5	170
2	7	1	0	0	5	190
7	1	2	0	0	5	70
6	2	2	0	0	5	40
5	3	2	0	0	5	110
4	4	2	0	0	5	465
3	5	2	0	0	5	200
2	6	2	0	0	5	115
1	7	2	0	0	5	190
6	1	3	0	0	5	140
5	2	3	0	0	5	110
4	3	3	0	0	5	180
3	4	3	0	0	5	570
2	5	3	0	0	5	200
1	6	3	0	0	5	100
0	7	3	0	0	5	100
6	0	4	0	0	5	40
5	1	4	0	0	5	220
4	2	4	0	0	5	465
3	3	4	0	0	5	570
2	4	4	0	0	5	615
1	5	4	0	0	5	170
0	6	4	0	0	5	50
5	0	5	0	0	5	20
4	1	5	0	0	5	170
3	2	5	0	0	5	200
2	3	5	0	0	5	200
1	4	5	0	0	5	170
0	5	5	0	0	5	20
4	0	6	0	0	5	40
3	1	6	0	0	5	170
2	2	6	0	0	5	115
1	3	6	0	0	5	100
0	4	6	0	0	5	50
3	0	7	0	0	5	100
2	1	7	0	0	5	190
1	2	7	0	0	5	190
0	3	7	0	0	5	100
0	0	10	0	0	5	40
5	4	0	0	1	5	40
4	5	0	0	1	5	80
3	6	0	0	1	5	20
6	2	1	0	1	5	320
5	3	1	0	1	5	240
4	4	1	0	1	5	270
3	5	1	0	1	5	300
2	6	1	0	1	5	140
6	1	2	0	1	5	320
5	2	2	0	1	5	420
4	3	2	0	1	5	690
3	4	2	0	1	5	750
2	5	2	0	1	5	280
1	6	2	0	1	5	230
0	7	2	0	1	5	190
5	1	3	0	1	5	240
4	2	3	0	1	5	690
3	3	3	0	1	5	960
2	4	3	0	1	5	900
1	5	3	0	1	5	240
0	6	3	0	1	5	100
5	0	4	0	1	5	40
4	1	4	0	1	5	270
3	2	4	0	1	5	750
2	3	4	0	1	5	900
1	4	4	0	1	5	460
0	5	4	0	1	5	170
4	0	5	0	1	5	80
3	1	5	0	1	5	300
2	2	5	0	1	5	280
1	3	5	0	1	5	240
0	4	5	0	1	5	170
3	0	6	0	1	5	20
2	1	6	0	1	5	140
1	2	6	0	1	5	230
0	3	6	0	1	5	100
0	2	7	0	1	5	190
8	0	0	0	2	5	510
5	3	0	0	2	5	580
4	4	0	0	2	5	120
3	5	0	0	2	5	60
2	6	0	0	2	5	120
4	3	1	0	2	5	780
3	4	1	0	2	5	700
2	5	1	0	2	5	220
1	6	1	0	2	5	140
0	7	1	0	2	5	190
4	2	2	0	2	5	1085
3	3	2	0	2	5	1280
2	4	2	0	2	5	1060
1	5	2	0	2	5	280
0	6	2	0	2	5	115
5	0	3	0	2	5	580
4	1	3	0	2	5	780
3	2	3	0	2	5	1280
2	3	3	0	2	5	2280
1	4	3	0	2	5	900
0	5	3	0	2	5	200
4	0	4	0	2	5	120
3	1	4	0	2	5	700
2	2	4	0	2	5	1060
1	3	4	0	2	5	900
0	4	4	0	2	5	615
3	0	5	0	2	5	60
2	1	5	0	2	5	220
1	2	5	0	2	5	280
0	3	5	0	2	5	200
2	0	6	0	2	5	120
1	1	6	0	2	5	140
0	2	6	0	2	5	115
0	1	7	0	2	5	190
3	4	0	0	3	5	390
2	5	0	0	3	5	60
1	6	0	0	3	5	20
0	7	0	0	3	5	100
4	2	1	0	3	5	1780
3	3	1	0	3	5	880
2	4	1	0	3	5	700
1	5	1	0	3	5	300
0	6	1	0	3	5	170
4	1	2	0	3	5	1780
3	2	2	0	3	5	1860
2	3	2	0	3	5	1280
1	4	2	0	3	5	750
0	5	2	0	3	5	200
3	1	3	0	3	5	880
2	2	3	0	3	5	1280
1	3	3	0	3	5	960
0	4	3	0	3	5	570
3	0	4	0	3	5	390
2	1	4	0	3	5	700
1	2	4	0	3	5	750
0	3	4	0	3	5	570
2	0	5	0	3	5	60
1	1	5	0	3	5	300
0	2	5	0	3	5	200
1	0	6	0	3	5	20
0	1	6	0	3	5	170
0	0	7	0	3	5	100
2	4	0	0	4	5	120
1	5	0	0	4	5	80
0	6	0	0	4	5	40
3	2	1	0	4	5	1780
2	3	1	0	4	5	780
1	4	1	0	4	5	270
0	5	1	0	4	5	170
3	1	2	0	4	5	1780
2	2	2	0	4	5	1085
1	3	2	0	4	5	690
0	4	2	0	4	5	465
2	1	3	0	4	5	780
1	2	3	0	4	5	690
0	3	3	0	4	5	180
2	0	4	0	4	5	120
1	1	4	0	4	5	270
0	2	4	0	4	5	465
1	0	5	0	4	5	80
0	1	5	0	4	5	170
0	0	6	0	4	5	40
5	0	0	0	5	5	3300
2	3	0	0	5	5	580
1	4	0	0	5	5	40
0	5	0	0	5	5	20
1	3	1	0	5	5	240
0	4	1	0	5	5	220
1	2	2	0	5	5	420
0	3	2	0	5	5	110
2	0	3	0	5	5	580
1	1	3	0	5	5	240
0	2	3	0	5	5	110
1	0	4	0	5	5	40
0	1	4	0	5	5	220
0	0	5	0	5	5	20
0	4	0	0	6	5	40
1	2	1	0	6	5	320
0	3	1	0	6	5	140
1	1	2	0	6	5	320
0	2	2	0	6	5	40
0	1	3	0	6	5	140
0	0	4	0	6	5	40
0	2	1	0	7	5	70
0	1	2	0	7	5	70
2	0	0	0	8	5	510
9	0	0	0	0	6	40
6	3	0	0	0	6	120
5	4	0	0	0	6	40
4	5	0	0	0	6	50
3	6	0	0	0	6	160
0	9	0	0	0	6	80
5	3	1	0	0	6	140
4	4	1	0	0	6	70
3	5	1	0	0	6	100
2	6	1	0	0	6	250
5	2	2	0	0	6	40
4	3	2	0	0	6	240
3	4	2	0	0	6	95
2	5	2	0	0	6	115
1	6	2	0	0	6	250
6	0	3	0	0	6	120
5	1	3	0	0	6	140
4	2	3	0	0	6	240
3	3	3	0	0	6	620
2	4	3	0	0	6	270
1	5	3	0	0	6	170
0	6	3	0	0	6	160
5	0	4	0	0	6	40
4	1	4	0	0	6	70
3	2	4	0	0	6	95
2	3	4	0	0	6	270
1	4	4	0	0	6	70
0	5	4	0	0	6	40
4	0	5	0	0	6	50
3	1	5	0	0	6	100
2	2	5	0	0	6	115
1	3	5	0	0	6	170
0	4	5	0	0	6	40
3	0	6	0	0	6	160
2	1	6	0	0	6	250
1	2	6	0	0	6	250
0	3	6	0	0	6	160
0	0	9	0	0	6	80
4	4	0	0	1	6	105
3	5	0	0	1	6	20
5	2	1	0	1	6	320
4	3	1	0	1	6	180
3	4	1	0	1	6	220
2	5	1	0	1	6	210
5	1	2	0	1	6	320
4	2	2	0	1	6	460
3	3	2	0	1	6	350
2	4	2	0	1	6	380
1	5	2	0	1	6	400
0	6	2	0	1	6	250
4	1	3	0	1	6	180
3	2	3	0	1	6	350
2	3	3	0	1	6	290
1	4	3	0	1	6	130
0	5	3	0	1	6	170
4	0	4	0	1	6	105
3	1	4	0	1	6	220
2	2	4	0	1	6	380
1	3	4	0	1	6	130
0	4	4	0	1	6	70
3	0	5	0	1	6	20
2	1	5	0	1	6	210
1	2	5	0	1	6	400
0	3	5	0	1	6	170
0	2	6	0	1	6	250
3	4	0	0	2	6	30
2	5	0	0	2	6	100
4	2	1	0	2	6	830
3	3	1	0	2	6	540
2	4	1	0	2	6	250
1	5	1	0	2	6	210
0	6	1	0	2	6	250
4	1	2	0	2	6	830
3	2	2	0	2	6	510
2	3	2	0	2	6	670
1	4	2	0	2	6	380
0	5	2	0	2	6	115
3	1	3	0	2	6	540
2	2	3	0	2	6	670
1	3	3	0	2	6	290
0	4	3	0	2	6	270
3	0	4	0	2	6	30
2	1	4	0	2	6	250
1	2	4	0	2	6	380
0	3	4	0	2	6	270
2	0	5	0	2	6	100
1	1	5	0	2	6	210
0	2	5	0	2	6	115
0	1	6	0	2	6	250
6	0	0	0	3	6	1770
3	3	0	0	3	6	740
2	4	0	0	3	6	30
1	5	0	0	3	6	20
0	6	0	0	3	6	160
2	3	1	0	3	6	540
1	4	1	0	3	6	220
0	5	1	0	3	6	100
2	2	2	0	3	6	510
1	3	2	0	3	6	350
0	4	2	0	3	6	95
3	0	3	0	3	6	740
2	1	3	0	3	6	540
1	2	3	0	3	6	350
0	3	3	0	3	6	620
2	0	4	0	3	6	30
1	1	4	0	3	6	220
0	2	4	0	3	6	95
1	0	5	0	3	6	20
0	1	5	0	3	6	100
0	0	6	0	3	6	160
1	4	0	0	4	6	105
0	5	0	0	4	6	50
2	2	1	0	4	6	830
1	3	1	0	4	6	180
0	4	1	0	4	6	70
2	1	2	0	4	6	830
1	2	2	0	4	6	460
0	3	2	0	4	6	240
1	1	3	0	4	6	180
0	2	3	0	4	6	240
1	0	4	0	4	6	105
0	1	4	0	4	6	70
