e	t	c	r2	u	s2	w	numerator	denominator
2	1	4	1	2	0	0	-5400	1
2	1	4	2	0	2	0	-21180	1
2	1	4	3	0	1	0	-9495	1
2	1	4	4	0	0	0	30	1
2	1	5	0	1	2	0	-25560	1
2	1	5	1	1	1	0	-80910	1
2	1	5	2	1	0	0	-2655	1
2	1	6	0	2	0	0	24180	1
2	1	6	1	0	2	0	-9540	1
2	1	6	2	0	1	0	-5340	1
2	1	6	3	0	0	0	-985	1
2	1	7	0	1	1	0	-10560	1
2	1	7	1	1	0	0	-1230	1
2	1	8	1	0	1	0	6930	1
2	1	8	2	0	0	0	-1080	1
2	1	9	0	1	0	0	-1020	1
2	1	10	1	0	0	0	-90	1
2	2	0	0	1	4	0	-1350	1
2	2	0	0	3	1	0	72900	1
2	2	0	1	1	3	0	1485	1
2	2	0	2	1	2	0	-12825	2
2	2	0	3	1	1	0	-10665	4
2	2	1	0	2	2	0	-55890	1
2	2	1	1	0	4	0	10980	1
2	2	1	2	0	3	0	5265	1
2	2	1	2	2	0	0	-6075	2
2	2	1	3	0	2	0	-12285	2
2	2	1	4	0	1	0	-4545	4
2	2	1	5	0	0	0	675	8
2	2	2	0	1	3	0	-5400	1
2	2	2	0	3	0	0	72900	1
2	2	2	1	1	2	0	-118935	1
2	2	2	2	1	1	0	-40365	1
2	2	2	3	1	0	0	-10395	4
2	2	3	0	2	1	0	460620	1
2	2	3	1	0	3	0	25320	1
2	2	3	1	2	0	0	25920	1
2	2	3	2	0	2	0	5865	1
2	2	3	3	0	1	0	-18825	1
2	2	3	4	0	0	0	-1875	4
2	2	4	0	1	2	0	37260	1
2	2	4	1	1	1	0	-72585	1
2	2	4	2	1	0	0	-9765	2
2	2	5	0	2	0	0	48870	1
2	2	5	1	0	2	0	19440	1
2	2	5	2	0	1	0	-10485	1
2	2	5	3	0	0	0	-4545	2
2	2	6	0	1	1	0	27720	1
2	2	6	1	1	0	0	915	1
2	2	7	1	0	1	0	21720	1
2	2	7	2	0	0	0	-2565	1
2	2	8	0	1	0	0	-630	1
2	2	9	1	0	0	0	-660	1
2	3	0	0	0	5	0	-180	1
2	3	0	1	0	4	0	180	1
2	3	0	1	2	1	0	21870	1
2	3	0	2	0	3	0	4545	1
2	3	0	3	0	2	0	-270	1
2	3	0	4	0	1	0	-1485	2
2	3	1	0	1	3	0	-9720	1
2	3	1	1	1	2	0	-21870	1
2	3	1	2	1	1	0	-15390	1
2	3	1	3	1	0	0	-405	2
2	3	2	0	0	4	0	-180	1
2	3	2	0	2	1	0	408240	1
2	3	2	1	0	3	0	52200	1
2	3	2	1	2	0	0	31590	1
2	3	2	2	0	2	0	64755	1
2	3	2	3	0	1	0	-6300	1
2	3	2	4	0	0	0	-1395	2
2	3	3	0	1	2	0	171000	1
2	3	3	1	1	1	0	-1260	1
2	3	3	2	1	0	0	3150	1
2	3	4	0	0	3	0	21720	1
2	3	4	0	2	0	0	6480	1
2	3	4	1	0	2	0	94320	1
2	3	4	2	0	1	0	26535	1
2	3	4	3	0	0	0	-2970	1
2	3	5	0	1	1	0	145080	1
2	3	5	1	1	0	0	2970	1
2	3	6	0	0	2	0	43320	1
2	3	6	1	0	1	0	66840	1
2	3	6	2	0	0	0	-2395	1
2	3	7	0	1	0	0	8520	1
2	3	8	0	0	1	0	3420	1
2	3	8	1	0	0	0	-2340	1
2	4	0	0	1	3	0	25110	1
2	4	0	1	1	2	0	-15390	1
2	4	0	2	1	1	0	-2025	2
2	4	1	0	0	4	0	6480	1
2	4	1	0	2	1	0	87480	1
2	4	1	1	0	3	0	40230	1
2	4	1	1	2	0	0	-7290	1
2	4	1	2	0	2	0	55350	1
2	4	1	3	0	1	0	11205	2
2	4	1	4	0	0	0	135	2
2	4	2	0	1	2	0	206550	1
2	4	2	1	1	1	0	4860	1
2	4	2	2	1	0	0	6885	2
2	4	3	0	0	3	0	25680	1
2	4	3	0	2	0	0	-29160	1
2	4	3	1	0	2	0	185550	1
2	4	3	2	0	1	0	77760	1
2	4	3	3	0	0	0	-4305	2
2	4	4	0	1	1	0	237330	1
2	4	4	1	1	0	0	-2430	1
2	4	5	0	0	2	0	64080	1
2	4	5	1	0	1	0	191250	1
2	4	5	2	0	0	0	3690	1
2	4	6	0	1	0	0	19650	1
2	4	7	0	0	1	0	-2640	1
2	4	7	1	0	0	0	-8070	1
2	5	0	0	0	4	0	1620	1
2	5	0	0	2	1	0	7290	1
2	5	0	1	0	3	0	11610	1
2	5	0	2	0	2	0	15255	1
2	5	0	3	0	1	0	3645	2
2	5	1	0	1	2	0	48600	1
2	5	1	1	1	1	0	21870	1
2	5	1	2	1	0	0	-6075	1
2	5	2	0	0	3	0	4320	1
2	5	2	0	2	0	0	7290	1
2	5	2	1	0	2	0	194130	1
2	5	2	2	0	1	0	71010	1
2	5	2	3	0	0	0	-135	2
2	5	3	0	1	1	0	192240	1
2	5	3	1	1	0	0	7290	1
2	5	4	0	0	2	0	89640	1
2	5	4	1	0	1	0	279630	1
2	5	4	2	0	0	0	17055	1
2	5	5	0	1	0	0	18360	1
2	5	6	0	0	1	0	-14400	1
2	5	6	1	0	0	0	-23610	1
2	6	0	0	1	2	0	17010	1
2	6	0	1	1	1	0	-1215	1
2	6	1	0	0	3	0	24300	1
2	6	1	1	0	2	0	96390	1
2	6	1	2	0	1	0	39690	1
2	6	1	3	0	0	0	405	1
2	6	2	0	1	1	0	82620	1
2	6	2	1	1	0	0	6075	1
2	6	3	0	0	2	0	117180	1
2	6	3	1	0	1	0	266940	1
2	6	3	2	0	0	0	17910	1
2	6	4	0	1	0	0	17010	1
2	6	5	0	0	1	0	-27900	1
2	6	5	1	0	0	0	-40770	1
2	7	0	0	0	3	0	3240	1
2	7	0	1	0	2	0	25920	1
2	7	0	2	0	1	0	13365	1
2	7	1	1	1	0	0	-7290	1
2	7	2	0	0	2	0	55080	1
2	7	2	1	0	1	0	181440	1
2	7	2	2	0	0	0	11745	1
2	7	3	0	1	0	0	12960	1
2	7	4	0	0	1	0	-33480	1
2	7	4	1	0	0	0	-43200	1
2	8	0	0	1	1	0	7290	1
2	8	1	0	0	2	0	24300	1
2	8	1	1	0	1	0	63180	1
2	8	1	2	0	0	0	6075	1
2	8	2	0	1	0	0	7290	1
2	8	3	0	0	1	0	-27000	1
2	8	3	1	0	0	0	-24300	1
2	9	0	0	0	2	0	4860	1
2	9	0	1	0	1	0	14580	1
2	9	2	0	0	1	0	-9720	1
2	9	2	1	0	0	0	-9720	1
3	0	0	0	0	6	0	1050	1
3	0	0	0	2	3	0	-52920	1
3	0	0	0	4	0	0	7290	1
3	0	0	1	2	2	0	-8370	1
3	0	0	2	0	4	0	-560	1
3	0	0	2	2	1	0	-1215	1
3	0	0	3	0	3	0	80	1
3	0	0	3	2	0	0	-135	1
3	0	0	4	0	2	0	105	8
3	0	0	5	0	1	0	10	1
3	0	0	6	0	0	0	5	16
3	0	1	0	1	4	0	-58920	1
3	0	1	0	3	1	0	100440	1
3	0	1	1	1	3	0	-3210	1
3	0	1	1	3	0	0	-810	1
3	0	1	2	1	2	0	-2355	1
3	0	1	3	1	1	0	-3255	2
3	0	1	4	1	0	0	105	4
3	0	2	0	0	5	0	-18180	1
3	0	2	0	2	2	0	233460	1
3	0	2	1	2	1	0	3060	1
3	0	2	2	0	3	0	3470	1
3	0	2	2	2	0	0	180	1
3	0	2	3	0	2	0	-1440	1
3	0	2	4	0	1	0	-925	4
3	0	3	0	1	3	0	199440	1
3	0	3	0	3	0	0	-11880	1
3	0	3	1	1	2	0	1110	1
3	0	3	2	1	1	0	1390	1
3	0	3	3	1	0	0	-5	2
3	0	4	0	0	4	0	56430	1
3	0	4	0	2	1	0	-45120	1
3	0	4	1	2	0	0	9630	1
3	0	4	2	0	2	0	6830	1
3	0	4	3	0	1	0	-1040	1
3	0	4	4	0	0	0	-895	8
3	0	5	0	1	2	0	-72000	1
3	0	5	1	1	1	0	12210	1
3	0	5	2	1	0	0	-635	1
3	0	6	0	0	3	0	-16920	1
3	0	6	0	2	0	0	5700	1
3	0	6	2	0	1	0	-1510	1
3	0	6	3	0	0	0	-80	1
3	0	7	0	1	1	0	23280	1
3	0	7	1	1	0	0	-510	1
3	0	8	0	0	2	0	16470	1
3	0	8	2	0	0	0	90	1
3	0	9	0	1	0	0	360	1
3	0	10	0	0	1	0	-420	1
3	1	0	0	1	4	0	-180	1
3	1	0	0	3	1	0	38880	1
3	1	0	1	1	3	0	12240	1
3	1	0	1	3	0	0	4860	1
3	1	0	2	1	2	0	1935	1
3	1	0	3	1	1	0	-1395	1
3	1	0	4	1	0	0	-45	1
3	1	1	0	2	2	0	35100	1
3	1	1	1	0	4	0	4140	1
3	1	1	1	2	1	0	30240	1
3	1	1	2	0	3	0	5550	1
3	1	1	2	2	0	0	1485	1
3	1	1	3	0	2	0	1080	1
3	1	1	4	0	1	0	-1305	2
3	1	1	5	0	0	0	15	4
3	1	2	0	1	3	0	16800	1
3	1	2	0	3	0	0	-12960	1
3	1	2	1	1	2	0	26940	1
3	1	2	2	1	1	0	8010	1
3	1	2	3	1	0	0	-750	1
3	1	3	0	2	1	0	88920	1
3	1	3	1	0	3	0	27840	1
3	1	3	1	2	0	0	25920	1
3	1	3	2	0	2	0	30270	1
3	1	3	3	0	1	0	-1520	1
3	1	3	4	0	0	0	-695	2
3	1	4	0	1	2	0	57720	1
3	1	4	1	1	1	0	86520	1
3	1	4	2	1	0	0	1335	1
3	1	5	0	2	0	0	-19380	1
3	1	5	1	0	2	0	47160	1
3	1	5	2	0	1	0	4410	1
3	1	5	3	0	0	0	-200	1
3	1	6	0	1	1	0	38400	1
3	1	6	1	1	0	0	1980	1
3	1	7	1	0	1	0	12960	1
3	1	7	2	0	0	0	90	1
3	1	8	0	1	0	0	2460	1
3	1	9	1	0	0	0	60	1
3	2	0	0	2	2	0	16200	1
3	2	0	1	0	4	0	-1830	1
3	2	0	1	2	1	0	14580	1
3	2	0	2	0	3	0	675	1
3	2	0	2	2	0	0	5265	1
3	2	0	3	0	2	0	2655	1
3	2	0	4	0	1	0	-2145	4
3	2	0	5	0	0	0	-45	8
3	2	1	0	1	3	0	6840	1
3	2	1	0	3	0	0	-48600	1
3	2	1	1	1	2	0	27180	1
3	2	1	2	1	1	0	23940	1
3	2	1	3	1	0	0	1260	1
3	2	2	0	2	1	0	-47520	1
3	2	2	1	0	3	0	30240	1
3	2	2	1	2	0	0	-1620	1
3	2	2	2	0	2	0	61185	1
3	2	2	3	0	1	0	10590	1
3	2	2	4	0	0	0	-1065	4
3	2	3	0	1	2	0	98280	1
3	2	3	1	1	1	0	84480	1
3	2	3	2	1	0	0	9000	1
3	2	4	0	2	0	0	-77400	1
3	2	4	1	0	2	0	73140	1
3	2	4	2	0	1	0	42405	1
3	2	4	3	0	0	0	1095	1
3	2	5	0	1	1	0	73800	1
3	2	5	1	1	0	0	1620	1
3	2	6	1	0	1	0	29520	1
3	2	6	2	0	0	0	4695	1
3	2	7	0	1	0	0	5400	1
3	2	8	1	0	0	0	-510	1
3	3	0	0	1	3	0	9180	1
3	3	0	1	1	2	0	810	1
3	3	0	2	1	1	0	-2835	1
3	3	0	3	1	0	0	6615	2
3	3	1	0	0	4	0	2280	1
3	3	1	0	2	1	0	-155520	1
3	3	1	1	0	3	0	15420	1
3	3	1	1	2	0	0	-30780	1
3	3	1	2	0	2	0	26310	1
3	3	1	3	0	1	0	15585	1
3	3	1	4	0	0	0	510	1
3	3	2	0	1	2	0	53100	1
3	3	2	1	1	1	0	19620	1
3	3	2	2	1	0	0	-3285	1
3	3	3	0	0	3	0	25920	1
3	3	3	0	2	0	0	-47520	1
3	3	3	1	0	2	0	75900	1
3	3	3	2	0	1	0	68140	1
3	3	3	3	0	0	0	3395	1
3	3	4	0	1	1	0	23700	1
3	3	4	1	1	0	0	4770	1
3	3	5	0	0	2	0	29520	1
3	3	5	1	0	1	0	65940	1
3	3	5	2	0	0	0	9070	1
3	3	6	0	1	0	0	420	1
3	3	7	0	0	1	0	-7680	1
3	3	7	1	0	0	0	-3660	1
3	4	0	0	0	4	0	-900	1
3	4	0	0	2	1	0	-14580	1
3	4	0	1	0	3	0	5490	1
3	4	0	1	2	0	0	4860	1
3	4	0	2	0	2	0	4095	1
3	4	0	3	0	1	0	1845	2
3	4	0	4	0	0	0	1935	2
3	4	1	0	1	2	0	-40500	1
3	4	1	1	1	1	0	43740	1
3	4	1	2	1	0	0	-9585	1
3	4	2	0	0	3	0	6720	1
3	4	2	0	2	0	0	43740	1
3	4	2	1	0	2	0	110190	1
3	4	2	2	0	1	0	52290	1
3	4	2	3	0	0	0	1605	2
3	4	3	0	1	1	0	-31320	1
3	4	3	1	1	0	0	23220	1
3	4	4	0	0	2	0	51960	1
3	4	4	1	0	1	0	128910	1
3	4	4	2	0	0	0	12675	1
3	4	5	0	1	0	0	-9780	1
3	4	6	0	0	1	0	-14880	1
3	4	6	1	0	0	0	-18990	1
3	5	0	0	1	2	0	-6480	1
3	5	0	1	1	1	0	4860	1
3	5	0	2	1	0	0	9315	1
3	5	1	0	0	3	0	4680	1
3	5	1	0	2	0	0	-4860	1
3	5	1	1	0	2	0	83340	1
3	5	1	2	0	1	0	46080	1
3	5	1	3	0	0	0	855	1
3	5	2	0	1	1	0	-17280	1
3	5	2	1	1	0	0	9720	1
3	5	3	0	0	2	0	72360	1
3	5	3	1	0	1	0	171240	1
3	5	3	2	0	0	0	16560	1
3	5	4	0	1	0	0	-7920	1
3	5	5	0	0	1	0	-32040	1
3	5	5	1	0	0	0	-34740	1
3	6	0	0	0	3	0	1080	1
3	6	0	1	0	2	0	29430	1
3	6	0	2	0	1	0	16875	1
3	6	0	3	0	0	0	6615	2
3	6	1	0	1	1	0	-25920	1
3	6	1	1	1	0	0	-13770	1
3	6	2	0	0	2	0	49680	1
3	6	2	1	0	1	0	162900	1
3	6	2	2	0	0	0	11925	1
3	6	3	0	1	0	0	-8640	1
3	6	4	0	0	1	0	-35400	1
3	6	4	1	0	0	0	-37530	1
3	7	0	0	1	1	0	9720	1
3	7	0	1	1	0	0	4860	1
3	7	1	0	0	2	0	28080	1
3	7	1	1	0	1	0	83160	1
3	7	1	2	0	0	0	7560	1
3	7	2	0	1	0	0	-3240	1
3	7	3	0	0	1	0	-10080	1
3	7	3	1	0	0	0	-18360	1
3	8	0	0	0	2	0	4050	1
3	8	0	1	0	1	0	18630	1
3	8	0	2	0	0	0	5265	1
3	8	1	0	1	0	0	-4860	1
3	8	2	0	0	1	0	2700	1
3	8	2	1	0	0	0	810	1
3	9	1	0	0	1	0	6480	1
3	9	1	1	0	0	0	6480	1
3	10	0	1	0	0	0	4860	1
4	0	0	0	1	4	0	16440	1
4	0	0	0	3	1	0	-15390	1
4	0	0	1	1	3	0	2625	1
4	0	0	1	3	0	0	2835	2
4	0	0	2	1	2	0	1005	1
4	0	0	3	1	1	0	705	4
4	0	0	4	1	0	0	-15	1
4	0	1	0	0	5	0	10110	1
4	0	1	0	2	2	0	-106470	1
4	0	1	1	2	1	0	5760	1
4	0	1	2	0	3	0	-425	1
4	0	1	2	2	0	0	45	1
4	0	1	3	0	2	0	1335	1
4	0	1	4	0	1	0	-1085	8
4	0	1	5	0	0	0	5	4
4	0	2	0	1	3	0	-137280	1
4	0	2	0	3	0	0	5670	1
4	0	2	1	1	2	0	765	1
4	0	2	2	1	1	0	990	1
4	0	2	3	1	0	0	285	4
4	0	3	0	0	4	0	-48950	1
4	0	3	0	2	1	0	64740	1
4	0	3	1	2	0	0	-3600	1
4	0	3	2	0	2	0	2605	1
4	0	3	3	0	1	0	640	1
4	0	3	4	0	0	0	-235	8
4	0	4	0	1	2	0	114000	1
4	0	4	1	1	1	0	-1245	1
4	0	4	2	1	0	0	1665	1
4	0	5	0	0	3	0	47180	1
4	0	5	0	2	0	0	-10590	1
4	0	5	2	0	1	0	3385	1
4	0	5	3	0	0	0	-15	1
4	0	6	0	1	1	0	-24000	1
4	0	6	1	1	0	0	735	1
4	0	7	0	0	2	0	-12300	1
4	0	7	2	0	0	0	35	1
4	0	8	0	1	0	0	120	1
4	0	9	0	0	1	0	150	1
4	1	0	0	2	2	0	135	1
4	1	0	1	0	4	0	-1530	1
4	1	0	1	2	1	0	1350	1
4	1	0	2	0	3	0	-1440	1
4	1	0	2	2	0	0	4995	4
4	1	0	3	0	2	0	4545	4
4	1	0	4	0	1	0	-405	4
4	1	0	5	0	0	0	-45	16
4	1	1	0	1	3	0	-2640	1
4	1	1	0	3	0	0	-12960	1
4	1	1	1	1	2	0	7140	1
4	1	1	2	1	1	0	4275	1
4	1	1	3	1	0	0	1605	2
4	1	2	0	2	1	0	-80190	1
4	1	2	1	0	3	0	2880	1
4	1	2	1	2	0	0	-16470	1
4	1	2	2	0	2	0	4170	1
4	1	2	3	0	1	0	12255	2
4	1	2	4	0	0	0	525	4
4	1	3	0	1	2	0	-22080	1
4	1	3	1	1	1	0	-26520	1
4	1	3	2	1	0	0	1365	1
4	1	4	0	2	0	0	-14025	1
4	1	4	1	0	2	0	-8100	1
4	1	4	2	0	1	0	8700	1
4	1	4	3	0	0	0	1665	4
4	1	5	0	1	1	0	-22800	1
4	1	5	1	1	0	0	-1740	1
4	1	6	1	0	1	0	7920	1
4	1	6	2	0	0	0	570	1
4	1	7	0	1	0	0	-2400	1
4	1	8	1	0	0	0	-1170	1
4	2	0	0	1	3	0	-4950	1
4	2	0	0	3	0	0	12150	1
4	2	0	1	1	2	0	-3690	1
4	2	0	2	1	1	0	-9945	2
4	2	0	3	1	0	0	2475	2
4	2	1	0	2	1	0	-95310	1
4	2	1	1	0	3	0	-4290	1
4	2	1	1	2	0	0	-18630	1
4	2	1	2	0	2	0	-9105	1
4	2	1	3	0	1	0	12225	2
4	2	1	4	0	0	0	1665	4
4	2	2	0	1	2	0	-51030	1
4	2	2	1	1	1	0	-46440	1
4	2	2	2	1	0	0	-15885	2
4	2	3	0	2	0	0	40950	1
4	2	3	1	0	2	0	-6810	1
4	2	3	2	0	1	0	6030	1
4	2	3	3	0	0	0	2115	2
4	2	4	0	1	1	0	-60210	1
4	2	4	1	1	0	0	-2310	1
4	2	5	1	0	1	0	12090	1
4	2	5	2	0	0	0	1875	1
4	2	6	0	1	0	0	-4770	1
4	2	7	1	0	0	0	-2910	1
4	3	0	0	0	4	0	60	1
4	3	0	0	2	1	0	24300	1
4	3	0	1	0	3	0	-120	1
4	3	0	1	2	0	0	12555	1
4	3	0	2	0	2	0	-5775	2
4	3	0	3	0	1	0	-1815	1
4	3	0	4	0	0	0	3885	8
4	3	1	0	1	2	0	-15480	1
4	3	1	1	1	1	0	4500	1
4	3	1	2	1	0	0	-5175	1
4	3	2	0	0	3	0	6720	1
4	3	2	0	2	0	0	79380	1
4	3	2	1	0	2	0	34560	1
4	3	2	2	0	1	0	3015	1
4	3	2	3	0	0	0	-570	1
4	3	3	0	1	1	0	-22080	1
4	3	3	1	1	0	0	8100	1
4	3	4	0	0	2	0	15000	1
4	3	4	1	0	1	0	31560	1
4	3	4	2	0	0	0	2865	2
4	3	5	0	1	0	0	2040	1
4	3	6	0	0	1	0	-8160	1
4	3	6	1	0	0	0	-8400	1
4	4	0	0	1	2	0	2835	1
4	4	0	1	1	1	0	810	1
4	4	0	2	1	0	0	45225	4
4	4	1	0	0	3	0	6630	1
4	4	1	0	2	0	0	-29160	1
4	4	1	1	0	2	0	47190	1
4	4	1	2	0	1	0	60525	2
4	4	1	3	0	0	0	510	1
4	4	2	0	1	1	0	4050	1
4	4	2	1	1	0	0	-4050	1
4	4	3	0	0	2	0	29310	1
4	4	3	1	0	1	0	88140	1
4	4	3	2	0	0	0	8535	2
4	4	4	0	1	0	0	7995	1
4	4	5	0	0	1	0	-15150	1
4	4	5	1	0	0	0	-13890	1
4	5	0	0	0	3	0	1800	1
4	5	0	0	2	0	0	1215	1
4	5	0	1	0	2	0	20745	1
4	5	0	2	0	1	0	16830	1
4	5	0	3	0	0	0	5985	2
4	5	1	0	1	1	0	-20520	1
4	5	1	1	1	0	0	-24300	1
4	5	2	0	0	2	0	27000	1
4	5	2	1	0	1	0	111510	1
4	5	2	2	0	0	0	9000	1
4	5	3	0	1	0	0	4680	1
4	5	4	0	0	1	0	-7560	1
4	5	4	1	0	0	0	-10815	1
4	6	0	0	1	1	0	16200	1
4	6	0	1	1	0	0	8910	1
4	6	1	0	0	2	0	25380	1
4	6	1	1	0	1	0	72180	1
4	6	1	2	0	0	0	6255	1
4	6	2	0	1	0	0	12960	1
4	6	3	0	0	1	0	6600	1
4	6	3	1	0	0	0	5220	1
4	7	0	0	0	2	0	5940	1
4	7	0	1	0	1	0	24570	1
4	7	0	2	0	0	0	10395	2
4	7	1	0	1	0	0	-3240	1
4	7	2	0	0	1	0	9720	1
4	7	2	1	0	0	0	16470	1
4	8	0	0	1	0	0	1215	1
4	8	1	0	0	1	0	10800	1
4	8	1	1	0	0	0	11340	1
4	9	0	0	0	1	0	3240	1
4	9	0	1	0	0	0	4455	1
5	0	0	0	0	5	0	-2280	1
5	0	0	0	2	2	0	19890	1
5	0	0	1	2	1	0	-180	1
5	0	0	2	0	3	0	-855	2
5	0	0	2	2	0	0	495	2
5	0	0	3	0	2	0	165	2
5	0	0	4	0	1	0	-155	8
5	0	0	5	0	0	0	-5	4
5	0	1	0	1	3	0	54060	1
5	0	1	0	3	0	0	-4860	1
5	0	1	1	1	2	0	810	1
5	0	1	2	1	1	0	600	1
5	0	1	3	1	0	0	180	1
5	0	2	0	0	4	0	29760	1
5	0	2	0	2	1	0	-53100	1
5	0	2	1	2	0	0	-1620	1
5	0	2	2	0	2	0	-945	2
5	0	2	3	0	1	0	825	1
5	0	2	4	0	0	0	285	8
5	0	3	0	1	2	0	-98340	1
5	0	3	1	1	1	0	-300	1
5	0	3	2	1	0	0	-1000	1
5	0	4	0	0	3	0	-47280	1
5	0	4	0	2	0	0	7050	1
5	0	4	2	0	1	0	-3385	2
5	0	4	3	0	0	0	145	2
5	0	5	0	1	1	0	18180	1
5	0	5	1	1	0	0	-990	1
5	0	6	0	0	2	0	18720	1
5	0	6	2	0	0	0	65	2
5	0	7	0	1	0	0	-780	1
5	0	8	0	0	1	0	-3240	1
5	1	0	0	1	3	0	-1920	1
5	1	0	0	3	0	0	6480	1
5	1	0	1	1	2	0	-3660	1
5	1	0	2	1	1	0	-2295	1
5	1	0	3	1	0	0	615	2
5	1	1	0	2	1	0	-4320	1
5	1	1	1	0	3	0	-2700	1
5	1	1	1	2	0	0	-4320	1
5	1	1	2	0	2	0	-5820	1
5	1	1	4	0	0	0	435	2
5	1	2	0	1	2	0	-3600	1
5	1	2	1	1	1	0	-6840	1
5	1	2	2	1	0	0	-3825	1
5	1	3	0	2	0	0	30480	1
5	1	3	1	0	2	0	4500	1
5	1	3	2	0	1	0	-4200	1
5	1	3	3	0	0	0	-160	1
5	1	4	0	1	1	0	8160	1
5	1	4	1	1	0	0	-60	1
5	1	5	1	0	1	0	-900	1
5	1	5	2	0	0	0	-540	1
5	1	6	0	1	0	0	1200	1
5	1	7	1	0	0	0	-900	1
5	2	0	0	2	1	0	32670	1
5	2	0	1	0	3	0	1230	1
5	2	0	1	2	0	0	10530	1
5	2	0	2	0	2	0	75	1
5	2	0	3	0	1	0	-2370	1
5	2	0	4	0	0	0	375	2
5	2	1	0	1	2	0	16200	1
5	2	1	1	1	1	0	18450	1
5	2	1	2	1	0	0	-990	1
5	2	2	0	2	0	0	24030	1
5	2	2	1	0	2	0	25650	1
5	2	2	2	0	1	0	90	1
5	2	2	3	0	0	0	-1035	1
5	2	3	0	1	1	0	30960	1
5	2	3	1	1	0	0	9870	1
5	2	4	1	0	1	0	8850	1
5	2	4	2	0	0	0	-765	1
5	2	5	0	1	0	0	1800	1
5	2	6	1	0	0	0	-1170	1
5	3	0	0	1	2	0	-900	1
5	3	0	1	1	1	0	1260	1
5	3	0	2	1	0	0	9000	1
5	3	1	0	0	3	0	2040	1
5	3	1	0	2	0	0	-55080	1
5	3	1	1	0	2	0	20160	1
5	3	1	2	0	1	0	23100	1
5	3	1	3	0	0	0	720	1
5	3	2	0	1	1	0	-9000	1
5	3	2	1	1	0	0	-3780	1
5	3	3	0	0	2	0	13080	1
5	3	3	1	0	1	0	32640	1
5	3	3	2	0	0	0	2780	1
5	3	4	0	1	0	0	-7860	1
5	3	5	0	0	1	0	360	1
5	4	0	0	0	3	0	-300	1
5	4	0	0	2	0	0	7290	1
5	4	0	1	0	2	0	9660	1
5	4	0	2	0	1	0	21735	2
5	4	0	3	0	0	0	2625	1
5	4	1	0	1	1	0	-16200	1
5	4	1	1	1	0	0	-26730	1
5	4	2	0	0	2	0	10440	1
5	4	2	1	0	1	0	48240	1
5	4	2	2	0	0	0	12465	2
5	4	3	0	1	0	0	-4200	1
5	4	4	0	0	1	0	6900	1
5	4	4	1	0	0	0	2820	1
5	5	0	0	1	1	0	21600	1
5	5	0	1	1	0	0	14580	1
5	5	1	0	0	2	0	7560	1
5	5	1	1	0	1	0	42480	1
5	5	1	2	0	0	0	4410	1
5	5	2	0	1	0	0	10800	1
5	5	3	0	0	1	0	13680	1
5	5	3	1	0	0	0	12480	1
5	6	0	0	0	2	0	4320	1
5	6	0	1	0	1	0	20610	1
5	6	0	2	0	0	0	5580	1
5	6	1	0	1	0	0	-14580	1
5	6	2	0	0	1	0	16560	1
5	6	2	1	0	0	0	19710	1
5	7	0	0	1	0	0	1620	1
5	7	1	0	0	1	0	10800	1
5	7	1	1	0	0	0	14040	1
5	8	0	0	0	1	0	2700	1
5	8	0	1	0	0	0	4860	1
6	0	0	0	1	3	0	-9060	1
6	0	0	0	3	0	0	1890	1
6	0	0	1	1	2	0	-330	1
6	0	0	2	1	1	0	-770	1
6	0	0	3	1	0	0	55	2
6	0	1	0	0	4	0	-9900	1
6	0	1	0	2	1	0	17610	1
6	0	1	1	2	0	0	-90	1
6	0	1	2	0	2	0	-1120	1
6	0	1	3	0	1	0	-245	1
6	0	1	4	0	0	0	115	4
6	0	2	0	1	2	0	49860	1
6	0	2	1	1	1	0	-120	1
6	0	2	2	1	0	0	-365	1
6	0	3	0	0	3	0	35040	1
6	0	3	0	2	0	0	30	1
6	0	3	2	0	1	0	20	1
6	0	3	3	0	0	0	-65	1
6	0	4	0	1	1	0	-11100	1
6	0	4	1	1	0	0	1170	1
6	0	5	0	0	2	0	-11160	1
6	0	5	2	0	0	0	-180	1
6	0	6	0	1	0	0	1020	1
6	0	7	0	0	1	0	2880	1
6	1	0	0	2	1	0	10350	1
6	1	0	1	0	3	0	750	1
6	1	0	1	2	0	0	5130	1
6	1	0	2	0	2	0	1215	1
6	1	0	3	0	1	0	-1795	2
6	1	0	4	0	0	0	155	4
6	1	1	0	1	2	0	3360	1
6	1	1	1	1	1	0	11820	1
6	1	1	2	1	0	0	930	1
6	1	2	0	2	0	0	-10290	1
6	1	2	1	0	2	0	8550	1
6	1	2	2	0	1	0	1950	1
6	1	2	3	0	0	0	-595	2
6	1	3	0	1	1	0	-1200	1
6	1	3	1	1	0	0	4140	1
6	1	4	1	0	1	0	9450	1
6	1	4	2	0	0	0	-165	1
6	1	5	0	1	0	0	-240	1
6	1	6	1	0	0	0	450	1
6	2	0	0	1	2	0	-6210	1
6	2	0	1	1	1	0	-3270	1
6	2	0	2	1	0	0	11205	2
6	2	1	0	2	0	0	-35550	1
6	2	1	1	0	2	0	2400	1
6	2	1	2	0	1	0	11490	1
6	2	1	3	0	0	0	735	1
6	2	2	0	1	1	0	-21780	1
6	2	2	1	1	0	0	-8550	1
6	2	3	1	0	1	0	14040	1
6	2	3	2	0	0	0	2130	1
6	2	4	0	1	0	0	-2250	1
6	2	5	1	0	0	0	840	1
6	3	0	0	0	3	0	120	1
