equation	e	T1	T2	T3	C1	C2	numerator	denominator
dT3	1	1	1	0	8	0	250	1
dT3	1	1	1	1	1	2	92340	1
dT3	1	1	1	1	3	1	-47880	1
dT3	1	1	1	1	5	0	7740	1
dT3	1	1	1	2	0	1	-233280	1
dT3	1	1	1	2	2	0	43740	1
dT3	1	1	2	0	0	3	6300	1
dT3	1	1	2	0	2	2	10170	1
dT3	1	1	2	0	4	1	-5340	1
dT3	1	1	2	0	6	0	560	1
dT3	1	1	2	1	1	1	-12960	1
dT3	1	1	2	1	3	0	360	1
dT3	1	1	3	0	0	2	5400	1
dT3	1	1	3	0	2	1	1800	1
dT3	1	1	3	0	4	0	-1130	1
dT3	1	1	4	0	0	1	-5580	1
dT3	1	1	4	0	2	0	1260	1
dT3	1	2	0	0	1	4	-1170	1
dT3	1	2	0	0	3	3	960	1
dT3	1	2	0	0	5	2	-1380	1
dT3	1	2	0	0	7	1	700	1
dT3	1	2	0	0	9	0	-100	1
dT3	1	2	0	1	0	3	-1620	1
dT3	1	2	0	1	2	2	-25110	1
dT3	1	2	0	1	4	1	22140	1
dT3	1	2	0	1	6	0	-4010	1
dT3	1	2	0	2	1	1	21870	1
dT3	1	2	0	2	3	0	-8910	1
dT3	1	2	1	0	1	3	10770	1
dT3	1	2	1	0	3	2	-450	1
dT3	1	2	1	0	5	1	-4170	1
dT3	1	2	1	0	7	0	930	1
dT3	1	2	1	1	0	2	-32400	1
dT3	1	2	1	1	2	1	-16200	1
dT3	1	2	1	1	4	0	8340	1
dT3	1	2	2	0	1	2	-3000	1
dT3	1	2	2	0	3	1	4820	1
dT3	1	2	2	0	5	0	-1270	1
dT3	1	2	2	1	0	1	50220	1
dT3	1	2	2	1	2	0	-12690	1
dT3	1	2	3	0	1	1	4920	1
dT3	1	2	3	0	3	0	-1230	1
dT3	1	3	0	0	0	4	1740	1
dT3	1	3	0	0	2	3	600	1
dT3	1	3	0	0	4	2	-2160	1
dT3	1	3	0	0	6	1	1260	1
dT3	1	3	0	0	8	0	-200	1
dT3	1	3	0	1	1	2	-33480	1
dT3	1	3	0	1	3	1	23160	1
dT3	1	3	0	1	5	0	-4080	1
dT3	1	3	0	2	0	1	48600	1
dT3	1	3	0	2	2	0	-9720	1
dT3	1	3	1	0	0	3	-60	1
dT3	1	3	1	0	2	2	7140	1
dT3	1	3	1	0	4	1	-8060	1
dT3	1	3	1	0	6	0	1630	1
dT3	1	3	1	1	1	1	-15660	1
dT3	1	3	1	1	3	0	7260	1
dT3	1	3	2	0	0	2	2460	1
dT3	1	3	2	0	2	1	3840	1
dT3	1	3	2	0	4	0	-1360	1
dT3	1	3	3	0	0	1	-300	1
dT3	1	3	3	0	2	0	540	1
dT3	1	4	0	0	1	3	-2300	1
dT3	1	4	0	0	3	2	-1420	1
dT3	1	4	0	0	5	1	1980	1
dT3	1	4	0	0	7	0	-380	1
dT3	1	4	0	1	0	2	5400	1
dT3	1	4	0	1	2	1	7020	1
dT3	1	4	0	1	4	0	-2680	1
dT3	1	4	1	0	1	2	7530	1
dT3	1	4	1	0	3	1	-8450	1
dT3	1	4	1	0	5	0	1810	1
dT3	1	4	1	1	0	1	-23400	1
dT3	1	4	1	1	2	0	6480	1
dT3	1	4	2	0	1	1	1480	1
dT3	1	4	2	0	3	0	-820	1
dT3	1	5	0	0	0	3	-260	1
dT3	1	5	0	0	2	2	-2820	1
dT3	1	5	0	0	4	1	2660	1
dT3	1	5	0	0	6	0	-500	1
dT3	1	5	0	1	1	1	4920	1
dT3	1	5	0	1	3	0	-1880	1
dT3	1	5	1	0	0	2	-740	1
dT3	1	5	1	0	2	1	-3820	1
dT3	1	5	1	0	4	0	1190	1
dT3	1	5	2	0	0	1	1800	1
dT3	1	5	2	0	2	0	-900	1
dT3	1	6	0	0	1	2	-1630	1
dT3	1	6	0	0	3	1	1820	1
dT3	1	6	0	0	5	0	-380	1
dT3	1	6	0	1	0	1	2580	1
dT3	1	6	0	1	2	0	-810	1
dT3	1	6	1	0	1	1	-1850	1
dT3	1	6	1	0	3	0	670	1
dT3	1	7	0	0	0	2	-40	1
dT3	1	7	0	0	2	1	700	1
dT3	1	7	0	0	4	0	-200	1
dT3	1	7	1	0	0	1	-580	1
dT3	1	7	1	0	2	0	290	1
dT3	1	8	0	0	1	1	300	1
dT3	1	8	0	0	3	0	-100	1
dT3	1	9	0	0	0	1	60	1
dT3	1	9	0	0	2	0	-30	1
dT3	2	0	0	0	0	5	6390	1
dT3	2	0	0	0	2	4	12285	1
dT3	2	0	0	0	4	3	-7500	1
dT3	2	0	0	0	6	2	525	1
dT3	2	0	0	0	8	1	300	1
dT3	2	0	0	0	10	0	-45	1
dT3	2	0	0	1	1	3	-141750	1
dT3	2	0	0	1	3	2	38160	1
dT3	2	0	0	1	5	1	4230	1
dT3	2	0	0	1	7	0	-1230	1
dT3	2	0	0	2	0	2	269730	1
dT3	2	0	0	2	2	1	-21870	1
dT3	2	0	0	2	4	0	-7290	1
dT3	2	0	0	3	1	0	-43740	1
dT3	2	0	1	0	0	4	-3960	1
dT3	2	0	1	0	2	3	900	1
dT3	2	0	1	0	4	2	4320	1
dT3	2	0	1	0	6	1	-2580	1
dT3	2	0	1	0	8	0	375	1
dT3	2	0	1	1	1	2	-16200	1
dT3	2	0	1	1	3	1	-720	1
dT3	2	0	1	1	5	0	1800	1
dT3	2	0	1	2	0	1	36450	1
dT3	2	0	1	2	2	0	-10935	1
dT3	2	0	2	0	0	3	-10080	1
dT3	2	0	2	0	2	2	495	1
dT3	2	0	2	0	4	1	5010	1
dT3	2	0	2	0	6	0	-1135	1
dT3	2	0	2	1	1	1	2430	1
dT3	2	0	2	1	3	0	-2070	1
dT3	2	0	3	0	0	2	6480	1
dT3	2	0	3	0	2	1	360	1
dT3	2	0	3	0	4	0	-495	1
dT3	2	0	3	1	1	0	-3240	1
dT3	2	0	4	0	0	1	1170	1
dT3	2	0	4	0	2	0	-180	1
dT3	2	1	0	0	1	4	-1890	1
dT3	2	1	0	0	3	3	3070	1
dT3	2	1	0	0	5	2	-1860	1
dT3	2	1	0	0	7	1	500	1
dT3	2	1	0	0	9	0	-50	1
dT3	2	1	0	1	0	3	3240	1
dT3	2	1	0	1	2	2	-28620	1
dT3	2	1	0	1	4	1	7920	1
dT3	2	1	0	1	6	0	10	1
dT3	2	1	0	2	3	0	6480	1
dT3	2	1	1	0	1	3	36900	1
dT3	2	1	1	0	3	2	3850	1
dT3	2	1	1	0	5	1	-9440	1
dT3	2	1	1	0	7	0	1550	1
dT3	2	1	1	1	0	2	-140940	1
dT3	2	1	1	1	2	1	-13500	1
dT3	2	1	1	1	4	0	9900	1
dT3	2	1	1	2	1	0	43740	1
dT3	2	1	2	0	1	2	-4410	1
dT3	2	1	2	0	3	1	10410	1
dT3	2	1	2	0	5	0	-2640	1
dT3	2	1	2	1	0	1	-21060	1
dT3	2	1	2	1	2	0	4590	1
dT3	2	1	3	0	1	1	-4140	1
dT3	2	1	3	0	3	0	2120	1
dT3	2	1	4	0	1	0	1260	1
dT3	2	2	0	0	0	4	1170	1
dT3	2	2	0	0	4	2	-1350	1
dT3	2	2	0	0	6	1	720	1
dT3	2	2	0	0	8	0	-100	1
dT3	2	2	0	1	1	2	-810	1
dT3	2	2	0	1	3	1	-9450	1
dT3	2	2	0	1	5	0	2550	1
dT3	2	2	0	2	0	1	-36450	1
dT3	2	2	0	2	2	0	15795	1
dT3	2	2	1	0	0	3	5970	1
dT3	2	2	1	0	2	2	15570	1
dT3	2	2	1	0	4	1	-10230	1
dT3	2	2	1	0	6	0	1410	1
dT3	2	2	1	1	1	1	-1620	1
dT3	2	2	1	1	3	0	-4380	1
dT3	2	2	2	0	0	2	7680	1
dT3	2	2	2	0	2	1	12480	1
dT3	2	2	2	0	4	0	-3430	1
dT3	2	2	2	1	1	0	-12690	1
dT3	2	2	3	0	0	1	-960	1
dT3	2	2	3	0	2	0	1095	1
dT3	2	3	0	0	1	3	-6870	1
dT3	2	3	0	0	3	2	-2040	1
dT3	2	3	0	0	5	1	2460	1
dT3	2	3	0	0	7	0	-380	1
dT3	2	3	0	1	0	2	27000	1
dT3	2	3	0	1	2	1	-1440	1
dT3	2	3	0	1	4	0	-840	1
dT3	2	3	0	2	1	0	-9720	1
dT3	2	3	1	0	1	2	6420	1
dT3	2	3	1	0	3	1	-4100	1
dT3	2	3	1	0	5	0	690	1
dT3	2	3	1	1	0	1	30780	1
dT3	2	3	1	1	2	0	-12330	1
dT3	2	3	2	0	1	1	5190	1
dT3	2	3	2	0	3	0	-1070	1
dT3	2	3	3	0	1	0	540	1
dT3	2	4	0	0	0	3	-1300	1
dT3	2	4	0	0	2	2	-3315	1
dT3	2	4	0	0	4	1	2000	1
dT3	2	4	0	0	6	0	-250	1
dT3	2	4	0	1	1	1	-810	1
dT3	2	4	0	1	3	0	1390	1
dT3	2	4	1	0	0	2	-1680	1
dT3	2	4	1	0	2	1	-5580	1
dT3	2	4	1	0	4	0	1465	1
dT3	2	4	1	1	1	0	6480	1
dT3	2	4	2	0	0	1	-2770	1
dT3	2	4	2	0	2	0	895	1
dT3	2	5	0	0	1	2	-1320	1
dT3	2	5	0	0	3	1	420	1
dT3	2	5	0	0	5	0	-20	1
dT3	2	5	0	1	0	1	-6180	1
dT3	2	5	0	1	2	0	2730	1
dT3	2	5	1	0	1	1	-1630	1
dT3	2	5	1	0	3	0	130	1
dT3	2	5	2	0	1	0	-900	1
dT3	2	6	0	0	0	2	-140	1
dT3	2	6	0	0	2	1	670	1
dT3	2	6	0	0	4	0	-160	1
dT3	2	6	0	1	1	0	-810	1
dT3	2	6	1	0	0	1	1340	1
dT3	2	6	1	0	2	0	-590	1
dT3	2	7	0	0	1	1	160	1
dT3	2	7	1	0	1	0	290	1
dT3	2	8	0	0	0	1	-150	1
dT3	2	8	0	0	2	0	75	1
dT3	2	9	0	0	1	0	-30	1
dT3	3	0	0	0	1	4	-29460	1
dT3	3	0	0	0	3	3	4530	1
dT3	3	0	0	0	5	2	5400	1
dT3	3	0	0	0	7	1	-1890	1
dT3	3	0	0	0	9	0	180	1
dT3	3	0	0	1	0	3	105840	1
dT3	3	0	0	1	2	2	37350	1
dT3	3	0	0	1	4	1	-32880	1
dT3	3	0	0	1	6	0	4410	1
dT3	3	0	0	2	1	1	-150660	1
dT3	3	0	0	2	3	0	33210	1
dT3	3	0	0	3	0	0	29160	1
dT3	3	0	1	0	1	3	-3210	1
dT3	3	0	1	0	3	2	2130	1
dT3	3	0	1	0	5	1	300	1
dT3	3	0	1	0	7	0	-150	1
dT3	3	0	1	1	0	2	33480	1
dT3	3	0	1	1	2	1	-13680	1
dT3	3	0	1	1	4	0	-1080	1
dT3	3	0	1	2	1	0	2430	1
dT3	3	0	2	0	1	2	-4710	1
dT3	3	0	2	0	3	1	1660	1
dT3	3	0	2	0	5	0	-200	1
dT3	3	0	2	1	0	1	9720	1
dT3	3	0	2	1	2	0	-2070	1
dT3	3	0	3	0	1	1	-6510	1
dT3	3	0	3	0	3	0	1630	1
dT3	3	0	3	1	0	0	2160	1
dT3	3	0	4	0	1	0	210	1
dT3	3	1	0	0	0	4	-60	1
dT3	3	1	0	0	2	3	-1340	1
dT3	3	1	0	0	4	2	2230	1
dT3	3	1	0	0	6	1	-1060	1
dT3	3	1	0	0	8	0	150	1
dT3	3	1	0	1	1	2	11700	1
dT3	3	1	0	1	3	1	-13260	1
dT3	3	1	0	1	5	0	2180	1
dT3	3	1	0	2	0	1	-38880	1
dT3	3	1	0	2	2	0	6480	1
dT3	3	1	1	0	0	3	-27120	1
dT3	3	1	1	0	2	2	-23060	1
dT3	3	1	1	0	4	1	18340	1
dT3	3	1	1	0	6	0	-2800	1
dT3	3	1	1	1	1	1	120600	1
dT3	3	1	1	1	3	0	-31500	1
dT3	3	1	1	2	0	0	-38880	1
dT3	3	1	2	0	0	2	-8580	1
dT3	3	1	2	0	2	1	600	1
dT3	3	1	2	0	4	0	1300	1
dT3	3	1	2	1	1	0	360	1
dT3	3	1	3	0	0	1	-6960	1
dT3	3	1	3	0	2	0	2120	1
dT3	3	1	4	0	0	0	-960	1
dT3	3	2	0	0	1	3	690	1
dT3	3	2	0	0	3	2	940	1
dT3	3	2	0	0	5	1	-1110	1
dT3	3	2	0	0	7	0	210	1
dT3	3	2	0	1	0	2	-7560	1
dT3	3	2	0	1	2	1	5400	1
dT3	3	2	0	1	4	0	-1150	1
dT3	3	2	0	2	1	0	-8910	1
dT3	3	2	1	0	1	2	-3780	1
dT3	3	2	1	0	3	1	7170	1
dT3	3	2	1	0	5	0	-1380	1
dT3	3	2	1	1	0	1	25920	1
dT3	3	2	1	1	2	0	-4380	1
dT3	3	2	2	0	1	1	-22270	1
dT3	3	2	2	0	3	0	7010	1
dT3	3	2	2	1	0	0	18720	1
dT3	3	2	3	0	1	0	-1230	1
dT3	3	3	0	0	0	3	4780	1
dT3	3	3	0	0	2	2	7050	1
dT3	3	3	0	0	4	1	-5260	1
dT3	3	3	0	0	6	0	820	1
dT3	3	3	0	1	1	1	-23280	1
dT3	3	3	0	1	3	0	6160	1
dT3	3	3	0	2	0	0	9720	1
dT3	3	3	1	0	0	2	3220	1
dT3	3	3	1	0	2	1	220	1
dT3	3	3	1	0	4	0	-440	1
dT3	3	3	1	1	1	0	7260	1
dT3	3	3	2	0	0	1	540	1
dT3	3	3	2	0	2	0	-1070	1
dT3	3	3	3	0	0	0	-3500	1
dT3	3	4	0	0	1	2	1100	1
dT3	3	4	0	0	3	1	-1910	1
dT3	3	4	0	0	5	0	370	1
dT3	3	4	0	1	0	1	-6480	1
dT3	3	4	0	1	2	0	1390	1
dT3	3	4	1	0	1	1	11170	1
dT3	3	4	1	0	3	0	-3630	1
dT3	3	4	1	1	0	0	-10560	1
dT3	3	4	2	0	1	0	-820	1
dT3	3	5	0	0	0	2	-280	1
dT3	3	5	0	0	2	1	-140	1
dT3	3	5	0	0	4	0	50	1
dT3	3	5	0	1	1	0	-1880	1
dT3	3	5	1	0	0	1	680	1
dT3	3	5	1	0	2	0	130	1
dT3	3	5	2	0	0	0	3600	1
dT3	3	6	0	0	1	1	-1410	1
dT3	3	6	0	0	3	0	480	1
dT3	3	6	0	1	0	0	1480	1
dT3	3	6	1	0	1	0	670	1
dT3	3	7	0	0	0	1	-100	1
dT3	3	7	1	0	0	0	-1140	1
dT3	3	8	0	0	1	0	-100	1
dT3	3	9	0	0	0	0	120	1
dT3	4	0	0	0	0	4	16440	1
dT3	4	0	0	0	2	3	17880	1
dT3	4	0	0	0	4	2	-12450	1
dT3	4	0	0	0	6	1	2220	1
dT3	4	0	0	0	8	0	-120	1
dT3	4	0	0	1	1	2	-106470	1
dT3	4	0	0	1	3	1	37050	1
dT3	4	0	0	1	5	0	-3270	1
dT3	4	0	0	2	0	1	46170	1
dT3	4	0	0	2	2	0	-7290	1
dT3	4	0	1	0	0	3	5250	1
dT3	4	0	1	0	2	2	-4320	1
dT3	4	0	1	0	4	1	1020	1
dT3	4	0	1	0	6	0	-90	1
dT3	4	0	1	1	1	1	11520	1
dT3	4	0	1	1	3	0	-1080	1
dT3	4	0	1	2	0	0	-8505	1
dT3	4	0	2	0	0	2	4020	1
dT3	4	0	2	0	2	1	-3000	1
dT3	4	0	2	0	4	0	915	1
dT3	4	0	2	1	1	0	180	1
dT3	4	0	3	0	0	1	1410	1
dT3	4	0	3	0	2	0	-495	1
dT3	4	0	4	0	0	0	-240	1
dT3	4	1	0	0	1	3	440	1
dT3	4	1	0	0	3	2	-1250	1
dT3	4	1	0	0	5	1	780	1
dT3	4	1	0	0	7	0	-130	1
dT3	4	1	0	1	0	2	90	1
dT3	4	1	0	1	2	1	13320	1
dT3	4	1	0	1	4	0	-3920	1
dT3	4	1	0	2	1	0	-6480	1
dT3	4	1	1	0	1	2	33110	1
dT3	4	1	1	0	3	1	-13370	1
dT3	4	1	1	0	5	0	1530	1
dT3	4	1	1	1	0	1	-28980	1
dT3	4	1	1	1	2	0	9900	1
dT3	4	1	2	0	1	1	-6690	1
dT3	4	1	2	0	3	0	1300	1
dT3	4	1	2	1	0	0	9000	1
dT3	4	1	3	0	1	0	-1130	1
dT3	4	2	0	0	0	3	-1200	1
dT3	4	2	0	0	2	2	-390	1
dT3	4	2	0	0	4	1	890	1
dT3	4	2	0	0	6	0	-180	1
dT3	4	2	0	1	1	1	6750	1
dT3	4	2	0	1	3	0	-1150	1
dT3	4	2	0	2	0	0	6885	1
dT3	4	2	1	0	0	2	-1890	1
dT3	4	2	1	0	2	1	-5430	1
dT3	4	2	1	0	4	0	1425	1
dT3	4	2	1	1	1	0	8340	1
dT3	4	2	2	0	0	1	5330	1
dT3	4	2	2	0	2	0	-3430	1
dT3	4	2	3	0	0	0	-2835	1
dT3	4	3	0	0	1	2	-7380	1
dT3	4	3	0	0	3	1	3330	1
dT3	4	3	0	0	5	0	-430	1
dT3	4	3	0	1	0	1	4440	1
dT3	4	3	0	1	2	0	-840	1
dT3	4	3	1	0	1	1	670	1
dT3	4	3	1	0	3	0	-440	1
dT3	4	3	1	1	0	0	-9930	1
dT3	4	3	2	0	1	0	-1360	1
dT3	4	4	0	0	0	2	215	1
dT3	4	4	0	0	2	1	1620	1
dT3	4	4	0	0	4	0	-420	1
dT3	4	4	0	1	1	0	-2680	1
dT3	4	4	1	0	0	1	-2330	1
dT3	4	4	1	0	2	0	1465	1
dT3	4	4	2	0	0	0	4290	1
dT3	4	5	0	0	1	1	170	1
dT3	4	5	0	0	3	0	50	1
dT3	4	5	0	1	0	0	2020	1
dT3	4	5	1	0	1	0	1190	1
dT3	4	6	0	0	0	1	240	1
dT3	4	6	0	0	2	0	-160	1
dT3	4	6	1	0	0	0	-1750	1
dT3	4	7	0	0	1	0	-200	1
dT3	4	8	0	0	0	0	220	1
dT3	5	0	0	0	1	3	-27030	1
dT3	5	0	0	0	3	2	7980	1
dT3	5	0	0	0	5	1	510	1
dT3	5	0	0	0	7	0	-210	1
dT3	5	0	0	1	0	2	39780	1
dT3	5	0	0	1	2	1	6660	1
dT3	5	0	0	1	4	0	-3270	1
dT3	5	0	0	2	1	0	-7290	1
dT3	5	0	1	0	1	2	-810	1
dT3	5	0	1	0	3	1	330	1
dT3	5	0	1	0	5	0	30	1
dT3	5	0	1	1	0	1	-720	1
dT3	5	0	1	1	2	0	1800	1
dT3	5	0	2	0	1	1	-1200	1
dT3	5	0	2	0	3	0	-200	1
dT3	5	0	2	1	0	0	1980	1
dT3	5	0	3	0	1	0	-720	1
dT3	5	1	0	0	0	3	640	1
dT3	5	1	0	0	2	2	-780	1
dT3	5	1	0	0	4	1	100	1
dT3	5	1	0	0	6	0	20	1
dT3	5	1	0	1	1	1	1440	1
dT3	5	1	0	1	3	0	2180	1
dT3	5	1	0	2	0	0	6480	1
dT3	5	1	1	0	0	2	-10820	1
dT3	5	1	1	0	2	1	-4580	1
dT3	5	1	1	0	4	0	1530	1
dT3	5	1	1	1	1	0	7740	1
dT3	5	1	2	0	0	1	3300	1
dT3	5	1	2	0	2	0	-2640	1
dT3	5	1	3	0	0	0	-1480	1
dT3	5	2	0	0	1	2	1170	1
dT3	5	2	0	0	3	1	-990	1
dT3	5	2	0	0	5	0	160	1
dT3	5	2	0	1	0	1	-7020	1
dT3	5	2	0	1	2	0	2550	1
dT3	5	2	1	0	1	1	2370	1
dT3	5	2	1	0	3	0	-1380	1
dT3	5	2	1	1	0	0	-10320	1
dT3	5	2	2	0	1	0	-1270	1
dT3	5	3	0	0	0	2	2100	1
dT3	5	3	0	0	2	1	1380	1
dT3	5	3	0	0	4	0	-430	1
dT3	5	3	0	1	1	0	-4080	1
dT3	5	3	1	0	0	1	340	1
dT3	5	3	1	0	2	0	690	1
dT3	5	3	2	0	0	0	5020	1
dT3	5	4	0	0	1	1	-610	1
dT3	5	4	0	0	3	0	370	1
dT3	5	4	0	1	0	0	2920	1
dT3	5	4	1	0	1	0	1810	1
dT3	5	5	0	0	0	1	-300	1
dT3	5	5	0	0	2	0	-20	1
dT3	5	5	1	0	0	0	-2700	1
dT3	5	6	0	0	1	0	-380	1
dT3	5	7	0	0	0	0	400	1
dT3	6	0	0	0	0	3	9060	1
dT3	6	0	0	0	2	2	5670	1
dT3	6	0	0	0	4	1	-3840	1
dT3	6	0	0	0	6	0	480	1
dT3	6	0	0	1	1	1	-17610	1
dT3	6	0	0	1	3	0	4410	1
dT3	6	0	0	2	0	0	5670	1
dT3	6	0	1	0	0	2	660	1
dT3	6	0	1	0	2	1	-390	1
dT3	6	0	1	0	4	0	-90	1
dT3	6	0	1	1	1	0	180	1
dT3	6	0	2	0	0	1	3080	1
dT3	6	0	2	0	2	0	-1135	1
dT3	6	0	3	0	0	0	-220	1
dT3	6	1	0	0	1	2	560	1
dT3	6	1	0	0	3	1	-230	1
dT3	6	1	0	0	5	0	20	1
dT3	6	1	0	1	0	1	-6900	1
dT3	6	1	0	1	2	0	10	1
dT3	6	1	1	0	1	1	9810	1
dT3	6	1	1	0	3	0	-2800	1
dT3	6	1	1	1	0	0	-10620	1
dT3	6	1	2	0	1	0	560	1
dT3	6	2	0	0	0	2	-910	1
dT3	6	2	0	0	2	1	1080	1
dT3	6	2	0	0	4	0	-180	1
dT3	6	2	0	1	1	0	-4010	1
dT3	6	2	1	0	0	1	-480	1
dT3	6	2	1	0	2	0	1410	1
dT3	6	2	2	0	0	0	5620	1
dT3	6	3	0	0	1	1	-2660	1
dT3	6	3	0	0	3	0	820	1
dT3	6	3	0	1	0	0	4160	1
dT3	6	3	1	0	1	0	1630	1
dT3	6	4	0	0	0	1	-180	1
dT3	6	4	0	0	2	0	-250	1
dT3	6	4	1	0	0	0	-4080	1
dT3	6	5	0	0	1	0	-500	1
dT3	6	6	0	0	0	0	720	1
dT3	7	0	0	0	1	2	-6180	1
dT3	7	0	0	0	3	1	2310	1
dT3	7	0	0	0	5	0	-210	1
dT3	7	0	0	1	0	1	2280	1
dT3	7	0	0	1	2	0	-1230	1
dT3	7	0	1	0	1	1	870	1
dT3	7	0	1	0	3	0	-150	1
dT3	7	0	1	1	0	0	-2880	1
dT3	7	0	2	0	1	0	390	1
dT3	7	1	0	0	0	2	-700	1
dT3	7	1	0	0	2	1	660	1
dT3	7	1	0	0	4	0	-130	1
dT3	7	1	0	1	1	0	-1960	1
dT3	7	1	1	0	0	1	-2600	1
dT3	7	1	1	0	2	0	1550	1
dT3	7	1	2	0	0	0	2900	1
dT3	7	2	0	0	1	1	-710	1
dT3	7	2	0	0	3	0	210	1
dT3	7	2	0	1	0	0	3400	1
dT3	7	2	1	0	1	0	930	1
dT3	7	3	0	0	0	1	420	1
dT3	7	3	0	0	2	0	-380	1
dT3	7	3	1	0	0	0	-3660	1
dT3	7	4	0	0	1	0	-380	1
dT3	7	5	0	0	0	0	840	1
dT3	8	0	0	0	0	2	1200	1
dT3	8	0	0	0	2	1	210	1
dT3	8	0	0	0	4	0	-120	1
dT3	8	0	0	1	1	0	-420	1
dT3	8	0	1	0	0	1	-690	1
dT3	8	0	1	0	2	0	375	1
dT3	8	0	2	0	0	0	665	1
dT3	8	1	0	0	1	1	-400	1
dT3	8	1	0	0	3	0	150	1
dT3	8	1	0	1	0	0	2170	1
dT3	8	1	1	0	1	0	250	1
dT3	8	2	0	0	2	0	-100	1
dT3	8	2	1	0	0	0	-2415	1
dT3	8	3	0	0	1	0	-200	1
dT3	8	4	0	0	0	0	735	1
dT3	9	0	0	0	1	1	-690	1
dT3	9	0	0	0	3	0	180	1
dT3	9	0	0	1	0	0	840	1
dT3	9	0	1	0	1	0	-50	1
dT3	9	1	0	0	0	1	-80	1
dT3	9	1	0	0	2	0	-50	1
dT3	9	1	1	0	0	0	-1140	1
dT3	9	2	0	0	1	0	-100	1
dT3	9	3	0	0	0	0	480	1
dT3	10	0	0	0	0	1	90	1
dT3	10	0	0	0	2	0	-45	1
dT3	10	0	1	0	0	0	-200	1
dT3	10	1	0	0	1	0	-30	1
dT3	10	2	0	0	0	0	200	1
dT3	11	1	0	0	0	0	80	1
dT3	12	0	0	0	0	0	30	1
dC2	0	0	0	0	1	6	-315	1
dC2	0	0	0	0	3	5	-720	1
dC2	0	0	0	0	5	4	-540	1
dC2	0	0	0	0	7	3	1440	1
dC2	0	0	0	0	9	2	-795	1
dC2	0	0	0	0	11	1	180	1
dC2	0	0	0	0	13	0	-15	1
dC2	0	0	0	1	0	5	1620	1
dC2	0	0	0	1	2	4	7650	1
dC2	0	0	0	1	4	3	4200	1
dC2	0	0	0	1	6	2	-8460	1
dC2	0	0	0	1	8	1	3150	1
dC2	0	0	0	1	10	0	-360	1
dC2	0	0	0	2	1	3	-24300	1
dC2	0	0	0	2	3	2	-30780	1
dC2	0	0	0	2	5	1	24390	1
dC2	0	0	0	2	7	0	-3990	1
dC2	0	0	0	3	0	2	21870	1
dC2	0	0	0	3	2	1	48600	1
dC2	0	0	0	3	4	0	-13770	1
dC2	0	0	0	4	1	0	-32805	1
dC2	0	0	1	1	0	4	-2700	1
dC2	0	0	1	1	2	3	-1260	1
dC2	0	0	1	1	4	2	19800	1
dC2	0	0	1	1	6	1	-12450	1
dC2	0	0	1	1	8	0	1950	1
dC2	0	0	1	2	1	2	21870	1
dC2	0	0	1	2	3	1	-39420	1
dC2	0	0	1	2	5	0	10170	1
dC2	0	0	1	3	0	1	-21870	1
dC2	0	0	1	3	2	0	12150	1
dC2	0	0	2	0	1	4	1800	1
dC2	0	0	2	0	3	3	-500	1
dC2	0	0	2	0	5	2	-5535	1
dC2	0	0	2	0	7	1	3050	1
dC2	0	0	2	0	9	0	-425	1
dC2	0	0	2	1	0	3	-1620	1
dC2	0	0	2	1	2	2	-8370	1
dC2	0	0	2	1	4	1	19650	1
dC2	0	0	2	1	6	0	-4930	1
dC2	0	0	2	2	1	1	7290	1
dC2	0	0	2	2	3	0	-4860	1
dC2	0	0	3	0	1	3	-2160	1
dC2	0	0	3	0	3	2	1650	1
dC2	0	0	3	0	5	1	-3120	1
dC2	0	0	3	0	7	0	760	1
dC2	0	0	3	1	0	2	4860	1
dC2	0	0	3	1	2	1	810	1
dC2	0	0	3	1	4	0	600	1
dC2	0	0	3	2	1	0	-4860	1
dC2	0	0	4	0	1	2	405	1
dC2	0	0	4	0	3	1	-210	1
dC2	0	0	4	0	5	0	-260	1
dC2	0	0	4	1	0	1	-2160	1
dC2	0	0	4	1	2	0	1170	1
dC2	0	0	5	0	1	1	360	1
dC2	0	0	5	0	3	0	-220	1
dC2	0	0	6	0	1	0	-90	1
dC2	0	1	0	1	1	4	1800	1
dC2	0	1	0	1	3	3	14880	1
dC2	0	1	0	1	5	2	-19410	1
dC2	0	1	0	1	7	1	7480	1
dC2	0	1	0	1	9	0	-910	1
dC2	0	1	0	2	2	2	-75330	1
dC2	0	1	0	2	4	1	55170	1
dC2	0	1	0	2	6	0	-9660	1
dC2	0	1	0	3	1	1	38880	1
dC2	0	1	0	3	3	0	-12960	1
dC2	0	1	1	0	0	5	-540	1
dC2	0	1	1	0	2	4	-4350	1
dC2	0	1	1	0	4	3	-6920	1
dC2	0	1	1	0	6	2	9180	1
dC2	0	1	1	0	8	1	-3210	1
dC2	0	1	1	0	10	0	360	1
dC2	0	1	1	1	1	3	22680	1
dC2	0	1	1	1	3	2	81450	1
dC2	0	1	1	1	5	1	-61960	1
dC2	0	1	1	1	7	0	10510	1
dC2	0	1	1	2	0	2	-21870	1
dC2	0	1	1	2	2	1	-116640	1
dC2	0	1	1	2	4	0	35730	1
dC2	0	1	1	3	1	0	53460	1
dC2	0	1	2	0	0	4	900	1
dC2	0	1	2	0	2	3	500	1
dC2	0	1	2	0	4	2	-20640	1
dC2	0	1	2	0	6	1	12650	1
dC2	0	1	2	0	8	0	-1950	1
