equation	e	T1	T2	T3	C1	C2	numerator	denominator
dT2	3	1	0	3	0	0	-12960	1
dT2	3	1	1	0	1	3	-5260	1
dT2	3	1	1	0	3	2	14220	1
dT2	3	1	1	0	5	1	-7000	1
dT2	3	1	1	0	7	0	940	1
dT2	3	1	1	1	0	2	-17160	1
dT2	3	1	1	1	2	1	1200	1
dT2	3	1	1	1	4	0	2600	1
dT2	3	1	1	2	1	0	360	1
dT2	3	1	2	0	1	2	390	1
dT2	3	1	2	0	3	1	-1020	1
dT2	3	1	2	0	5	0	360	1
dT2	3	1	2	1	0	1	-20880	1
dT2	3	1	2	1	2	0	6360	1
dT2	3	1	3	0	1	1	15640	1
dT2	3	1	3	0	3	0	-4840	1
dT2	3	1	3	1	0	0	-3840	1
dT2	3	1	4	0	1	0	-450	1
dT2	3	2	0	0	0	4	1920	1
dT2	3	2	0	0	2	3	2540	1
dT2	3	2	0	0	4	2	-5180	1
dT2	3	2	0	0	6	1	2100	1
dT2	3	2	0	0	8	0	-250	1
dT2	3	2	0	1	1	2	-3780	1
dT2	3	2	0	1	3	1	7170	1
dT2	3	2	0	1	5	0	-1380	1
dT2	3	2	0	2	0	1	12960	1
dT2	3	2	0	2	2	0	-2190	1
dT2	3	2	1	0	0	3	4440	1
dT2	3	2	1	0	2	2	20470	1
dT2	3	2	1	0	4	1	-14160	1
dT2	3	2	1	0	6	0	2270	1
dT2	3	2	1	1	1	1	-44540	1
dT2	3	2	1	1	3	0	14020	1
dT2	3	2	1	2	0	0	18720	1
dT2	3	2	2	0	0	2	-4920	1
dT2	3	2	2	0	2	1	9000	1
dT2	3	2	2	0	4	0	-2190	1
dT2	3	2	2	1	1	0	-3690	1
dT2	3	2	3	0	0	1	8800	1
dT2	3	2	3	0	2	0	-3260	1
dT2	3	2	4	0	0	0	900	1
dT2	3	3	0	0	1	3	2570	1
dT2	3	3	0	0	3	2	-6500	1
dT2	3	3	0	0	5	1	3270	1
dT2	3	3	0	0	7	0	-450	1
dT2	3	3	0	1	0	2	3220	1
dT2	3	3	0	1	2	1	220	1
dT2	3	3	0	1	4	0	-440	1
dT2	3	3	0	2	1	0	3630	1
dT2	3	3	1	0	1	2	7300	1
dT2	3	3	1	0	3	1	-7960	1
dT2	3	3	1	0	5	0	1500	1
dT2	3	3	1	1	0	1	1080	1
dT2	3	3	1	1	2	0	-2140	1
dT2	3	3	2	0	1	1	6270	1
dT2	3	3	2	0	3	0	-2070	1
dT2	3	3	2	1	0	0	-10500	1
dT2	3	3	3	0	1	0	2240	1
dT2	3	4	0	0	0	3	-440	1
dT2	3	4	0	0	2	2	-7800	1
dT2	3	4	0	0	4	1	5340	1
dT2	3	4	0	0	6	0	-860	1
dT2	3	4	0	1	1	1	11170	1
dT2	3	4	0	1	3	0	-3630	1
dT2	3	4	0	2	0	0	-5280	1
dT2	3	4	1	0	0	2	4480	1
dT2	3	4	1	0	2	1	-8800	1
dT2	3	4	1	0	4	0	2140	1
dT2	3	4	1	1	1	0	-1640	1
dT2	3	4	2	0	0	1	-6720	1
dT2	3	4	2	0	2	0	2910	1
dT2	3	4	3	0	0	0	2760	1
dT2	3	5	0	0	1	2	-2480	1
dT2	3	5	0	0	3	1	2750	1
dT2	3	5	0	0	5	0	-530	1
dT2	3	5	0	1	0	1	680	1
dT2	3	5	0	1	2	0	130	1
dT2	3	5	1	0	1	1	-7740	1
dT2	3	5	1	0	3	0	2540	1
dT2	3	5	1	1	0	0	7200	1
dT2	3	5	2	0	1	0	-960	1
dT2	3	6	0	0	0	2	-980	1
dT2	3	6	0	0	2	1	1940	1
dT2	3	6	0	0	4	0	-460	1
dT2	3	6	0	1	1	0	670	1
dT2	3	6	1	0	0	1	1600	1
dT2	3	6	1	0	2	0	-750	1
dT2	3	6	2	0	0	0	-3180	1
dT2	3	7	0	0	1	1	1470	1
dT2	3	7	0	0	3	0	-480	1
dT2	3	7	0	1	0	0	-1140	1
dT2	3	7	1	0	1	0	100	1
dT2	3	8	0	0	0	1	-100	1
dT2	3	8	0	0	2	0	50	1
dT2	3	8	1	0	0	0	1080	1
dT2	3	10	0	0	0	0	-120	1
dT2	4	0	0	1	0	3	5250	1
dT2	4	0	0	1	2	2	-4320	1
dT2	4	0	0	1	4	1	1020	1
dT2	4	0	0	1	6	0	-90	1
dT2	4	0	0	2	1	1	5760	1
dT2	4	0	0	2	3	0	-540	1
dT2	4	0	0	3	0	0	-2835	1
dT2	4	0	1	0	1	3	1700	1
dT2	4	0	1	0	3	2	1330	1
dT2	4	0	1	0	5	1	-1830	1
dT2	4	0	1	0	7	0	350	1
dT2	4	0	1	1	0	2	8040	1
dT2	4	0	1	1	2	1	-6000	1
dT2	4	0	1	1	4	0	1830	1
dT2	4	0	1	2	1	0	180	1
dT2	4	0	2	0	1	2	-16020	1
dT2	4	0	2	0	3	1	9930	1
dT2	4	0	2	0	5	0	-1470	1
dT2	4	0	2	1	0	1	4230	1
dT2	4	0	2	1	2	0	-1485	1
dT2	4	0	3	0	1	1	4340	1
dT2	4	0	3	0	3	0	-1320	1
dT2	4	0	3	1	0	0	-960	1
dT2	4	0	4	0	1	0	-100	1
dT2	4	1	0	0	0	4	-4460	1
dT2	4	1	0	0	2	3	-6500	1
dT2	4	1	0	0	4	2	4510	1
dT2	4	1	0	0	6	1	-800	1
dT2	4	1	0	0	8	0	40	1
dT2	4	1	0	1	1	2	33110	1
dT2	4	1	0	1	3	1	-13370	1
dT2	4	1	0	1	5	0	1530	1
dT2	4	1	0	2	0	1	-14490	1
dT2	4	1	0	2	2	0	4950	1
dT2	4	1	1	0	0	3	340	1
dT2	4	1	1	0	2	2	2780	1
dT2	4	1	1	0	4	1	-2800	1
dT2	4	1	1	0	6	0	560	1
dT2	4	1	1	1	1	1	-13380	1
dT2	4	1	1	1	3	0	2600	1
dT2	4	1	1	2	0	0	9000	1
dT2	4	1	2	0	0	2	-13110	1
dT2	4	1	2	0	2	1	19800	1
dT2	4	1	2	0	4	0	-4755	1
dT2	4	1	2	1	1	0	-3390	1
dT2	4	1	3	0	0	1	280	1
dT2	4	1	3	0	2	0	820	1
dT2	4	1	4	0	0	0	550	1
dT2	4	2	0	0	1	3	-1190	1
dT2	4	2	0	0	3	2	520	1
dT2	4	2	0	0	5	1	250	1
dT2	4	2	0	0	7	0	-70	1
dT2	4	2	0	1	0	2	-1890	1
dT2	4	2	0	1	2	1	-5430	1
dT2	4	2	0	1	4	0	1425	1
dT2	4	2	0	2	1	0	4170	1
dT2	4	2	1	0	1	2	-3610	1
dT2	4	2	1	0	3	1	-470	1
dT2	4	2	1	0	5	0	290	1
dT2	4	2	1	1	0	1	10660	1
dT2	4	2	1	1	2	0	-6860	1
dT2	4	2	2	0	1	1	8580	1
dT2	4	2	2	0	3	0	-2190	1
dT2	4	2	2	1	0	0	-8505	1
dT2	4	2	3	0	1	0	3080	1
dT2	4	3	0	0	0	3	-500	1
dT2	4	3	0	0	2	2	-790	1
dT2	4	3	0	0	4	1	950	1
dT2	4	3	0	0	6	0	-180	1
dT2	4	3	0	1	1	1	670	1
dT2	4	3	0	1	3	0	-440	1
dT2	4	3	0	2	0	0	-4965	1
dT2	4	3	1	0	0	2	7050	1
dT2	4	3	1	0	2	1	-9300	1
dT2	4	3	1	0	4	0	2210	1
dT2	4	3	1	1	1	0	-2720	1
dT2	4	3	2	0	0	1	-5670	1
dT2	4	3	2	0	2	0	2310	1
dT2	4	3	3	0	0	0	3080	1
dT2	4	4	0	0	1	2	1270	1
dT2	4	4	0	0	3	1	30	1
dT2	4	4	0	0	5	0	-70	1
dT2	4	4	0	1	0	1	-2330	1
dT2	4	4	0	1	2	0	1465	1
dT2	4	4	1	0	1	1	-7100	1
dT2	4	4	1	0	3	0	2140	1
dT2	4	4	1	1	0	0	8580	1
dT2	4	4	2	0	1	0	-1650	1
dT2	4	5	0	0	0	2	-1105	1
dT2	4	5	0	0	2	1	1500	1
dT2	4	5	0	0	4	0	-350	1
dT2	4	5	0	1	1	0	1190	1
dT2	4	5	1	0	0	1	2420	1
dT2	4	5	1	0	2	0	-1110	1
dT2	4	5	2	0	0	0	-4410	1
dT2	4	6	0	0	1	1	1470	1
dT2	4	6	0	0	3	0	-460	1
dT2	4	6	0	1	0	0	-1750	1
dT2	4	6	1	0	1	0	200	1
dT2	4	7	0	0	0	1	-200	1
dT2	4	7	0	0	2	0	100	1
dT2	4	7	1	0	0	0	1760	1
dT2	4	9	0	0	0	0	-220	1
dT2	5	0	0	1	1	2	-810	1
dT2	5	0	0	1	3	1	330	1
dT2	5	0	0	1	5	0	30	1
dT2	5	0	0	2	0	1	-360	1
dT2	5	0	0	2	2	0	900	1
dT2	5	0	1	0	0	3	3420	1
dT2	5	0	1	0	2	2	-3510	1
dT2	5	0	1	0	4	1	1960	1
dT2	5	0	1	0	6	0	-320	1
dT2	5	0	1	1	1	1	-2400	1
dT2	5	0	1	1	3	0	-400	1
dT2	5	0	1	2	0	0	1980	1
dT2	5	0	2	0	0	2	-1980	1
dT2	5	0	2	0	2	1	5940	1
dT2	5	0	2	0	4	0	-1470	1
dT2	5	0	2	1	1	0	-2160	1
dT2	5	0	3	0	0	1	1240	1
dT2	5	0	3	0	2	0	260	1
dT2	5	0	4	0	0	0	200	1
dT2	5	1	0	0	1	3	8110	1
dT2	5	1	0	0	3	2	-2360	1
dT2	5	1	0	0	5	1	-170	1
dT2	5	1	0	0	7	0	70	1
dT2	5	1	0	1	0	2	-10820	1
dT2	5	1	0	1	2	1	-4580	1
dT2	5	1	0	1	4	0	1530	1
dT2	5	1	0	2	1	0	3870	1
dT2	5	1	1	0	1	2	-7220	1
dT2	5	1	1	0	3	1	5060	1
dT2	5	1	1	0	5	0	-900	1
dT2	5	1	1	1	0	1	6600	1
dT2	5	1	1	1	2	0	-5280	1
dT2	5	1	2	0	1	1	1200	1
dT2	5	1	2	0	3	0	360	1
dT2	5	1	2	1	0	0	-4440	1
dT2	5	1	3	0	1	0	3280	1
dT2	5	2	0	0	0	3	-1080	1
dT2	5	2	0	0	2	2	-200	1
dT2	5	2	0	0	4	1	200	1
dT2	5	2	0	0	6	0	-20	1
dT2	5	2	0	1	1	1	2370	1
dT2	5	2	0	1	3	0	-1380	1
dT2	5	2	0	2	0	0	-5160	1
dT2	5	2	1	0	0	2	4180	1
dT2	5	2	1	0	2	1	-1700	1
dT2	5	2	1	0	4	0	290	1
dT2	5	2	1	1	1	0	-2540	1
dT2	5	2	2	0	0	1	-10740	1
dT2	5	2	2	0	2	0	4350	1
dT2	5	2	3	0	0	0	2600	1
dT2	5	3	0	0	1	2	1390	1
dT2	5	3	0	0	3	1	-730	1
dT2	5	3	0	0	5	0	120	1
dT2	5	3	0	1	0	1	340	1
dT2	5	3	0	1	2	0	690	1
dT2	5	3	1	0	1	1	-5340	1
dT2	5	3	1	0	3	0	1500	1
dT2	5	3	1	1	0	0	10040	1
dT2	5	3	2	0	1	0	-2550	1
dT2	5	4	0	0	0	2	-1000	1
dT2	5	4	0	0	2	1	460	1
dT2	5	4	0	0	4	0	-70	1
dT2	5	4	0	1	1	0	1810	1
dT2	5	4	1	0	0	1	4560	1
dT2	5	4	1	0	2	0	-2050	1
dT2	5	4	2	0	0	0	-5700	1
dT2	5	5	0	0	1	1	1730	1
dT2	5	5	0	0	3	0	-530	1
dT2	5	5	0	1	0	0	-2700	1
dT2	5	5	1	0	1	0	380	1
dT2	5	6	0	0	0	1	-380	1
dT2	5	6	0	0	2	0	190	1
dT2	5	6	1	0	0	0	2800	1
dT2	5	8	0	0	0	0	-400	1
dT2	6	0	0	1	0	2	660	1
dT2	6	0	0	1	2	1	-390	1
dT2	6	0	0	1	4	0	-90	1
dT2	6	0	0	2	1	0	90	1
dT2	6	0	1	0	1	2	-4480	1
dT2	6	0	1	0	3	1	2220	1
dT2	6	0	1	0	5	0	-320	1
dT2	6	0	1	1	0	1	6160	1
dT2	6	0	1	1	2	0	-2270	1
dT2	6	0	2	0	1	1	-2940	1
dT2	6	0	2	0	3	0	930	1
dT2	6	0	2	1	0	0	-660	1
dT2	6	0	3	0	1	0	920	1
dT2	6	1	0	0	0	3	-2520	1
dT2	6	1	0	0	2	2	-3690	1
dT2	6	1	0	0	4	1	2480	1
dT2	6	1	0	0	6	0	-360	1
dT2	6	1	0	1	1	1	9810	1
dT2	6	1	0	1	3	0	-2800	1
dT2	6	1	0	2	0	0	-5310	1
dT2	6	1	1	0	0	2	2800	1
dT2	6	1	1	0	2	1	-2660	1
dT2	6	1	1	0	4	0	560	1
dT2	6	1	1	1	1	0	1120	1
dT2	6	1	2	0	0	1	-10260	1
dT2	6	1	2	0	2	0	3525	1
dT2	6	1	3	0	0	0	1120	1
dT2	6	2	0	0	1	2	1040	1
dT2	6	2	0	0	3	1	-140	1
dT2	6	2	0	0	5	0	-20	1
dT2	6	2	0	1	0	1	-480	1
dT2	6	2	0	1	2	0	1410	1
dT2	6	2	1	0	1	1	-7730	1
dT2	6	2	1	0	3	0	2270	1
dT2	6	2	1	1	0	0	11240	1
dT2	6	2	2	0	1	0	-2490	1
dT2	6	3	0	0	0	2	-850	1
dT2	6	3	0	0	2	1	840	1
dT2	6	3	0	0	4	0	-180	1
dT2	6	3	0	1	1	0	1630	1
dT2	6	3	1	0	0	1	5340	1
dT2	6	3	1	0	2	0	-2270	1
dT2	6	3	2	0	0	0	-6720	1
dT2	6	4	0	0	1	1	2790	1
dT2	6	4	0	0	3	0	-860	1
dT2	6	4	0	1	0	0	-4080	1
dT2	6	4	1	0	1	0	500	1
dT2	6	5	0	0	0	1	-500	1
dT2	6	5	0	0	2	0	250	1
dT2	6	5	1	0	0	0	4320	1
dT2	6	7	0	0	0	0	-720	1
dT2	7	0	0	1	1	1	870	1
dT2	7	0	0	1	3	0	-150	1
dT2	7	0	0	2	0	0	-1440	1
dT2	7	0	1	0	0	2	2720	1
dT2	7	0	1	0	2	1	-1860	1
dT2	7	0	1	0	4	0	350	1
dT2	7	0	1	1	1	0	780	1
dT2	7	0	2	0	0	1	-1920	1
dT2	7	0	2	0	2	0	480	1
dT2	7	0	3	0	0	0	280	1
dT2	7	1	0	0	1	2	2240	1
dT2	7	1	0	0	3	1	-830	1
dT2	7	1	0	0	5	0	70	1
dT2	7	1	0	1	0	1	-2600	1
dT2	7	1	0	1	2	0	1550	1
dT2	7	1	1	0	1	1	-3380	1
dT2	7	1	1	0	3	0	940	1
dT2	7	1	1	1	0	0	5800	1
dT2	7	1	2	0	1	0	-1410	1
dT2	7	2	0	0	0	2	-780	1
dT2	7	2	0	0	2	1	380	1
dT2	7	2	0	0	4	0	-70	1
dT2	7	2	0	1	1	0	930	1
dT2	7	2	1	0	0	1	2920	1
dT2	7	2	1	0	2	0	-1230	1
dT2	7	2	2	0	0	0	-4740	1
dT2	7	3	0	0	1	1	1490	1
dT2	7	3	0	0	3	0	-450	1
dT2	7	3	0	1	0	0	-3660	1
dT2	7	3	1	0	1	0	380	1
dT2	7	4	0	0	0	1	-380	1
dT2	7	4	0	0	2	0	190	1
dT2	7	4	1	0	0	0	4200	1
dT2	7	6	0	0	0	0	-840	1
dT2	8	0	0	1	0	1	-690	1
dT2	8	0	0	1	2	0	375	1
dT2	8	0	1	0	1	1	-970	1
dT2	8	0	1	0	3	0	260	1
dT2	8	0	1	1	0	0	1330	1
dT2	8	0	2	0	1	0	-420	1
dT2	8	1	0	0	0	2	-520	1
dT2	8	1	0	0	2	1	-70	1
dT2	8	1	0	0	4	0	40	1
dT2	8	1	0	1	1	0	250	1
dT2	8	1	1	0	0	1	1300	1
dT2	8	1	1	0	2	0	-550	1
dT2	8	1	2	0	0	0	-1995	1
dT2	8	2	0	0	1	1	810	1
dT2	8	2	0	0	3	0	-250	1
dT2	8	2	0	1	0	0	-2415	1
dT2	8	2	1	0	1	0	200	1
dT2	8	3	0	0	0	1	-200	1
dT2	8	3	0	0	2	0	100	1
dT2	8	3	1	0	0	0	2940	1
dT2	8	5	0	0	0	0	-735	1
dT2	9	0	0	1	1	0	-50	1
dT2	9	0	1	0	0	1	580	1
dT2	9	0	1	0	2	0	-200	1
dT2	9	0	2	0	0	0	-300	1
dT2	9	1	0	0	1	1	590	1
dT2	9	1	0	0	3	0	-180	1
dT2	9	1	0	1	0	0	-1140	1
dT2	9	1	1	0	1	0	100	1
dT2	9	2	0	0	0	1	-100	1
dT2	9	2	0	0	2	0	50	1
dT2	9	2	1	0	0	0	1440	1
dT2	9	4	0	0	0	0	-480	1
dT2	10	0	0	1	0	0	-200	1
dT2	10	0	1	0	1	0	30	1
dT2	10	1	0	0	0	1	-30	1
dT2	10	1	0	0	2	0	15	1
dT2	10	1	1	0	0	0	400	1
dT2	10	3	0	0	0	0	-200	1
dT2	11	0	1	0	0	0	80	1
dT2	11	2	0	0	0	0	-80	1
dT2	12	1	0	0	0	0	-30	1
dT3	0	0	0	0	0	6	270	1
dT3	0	0	0	0	2	5	1530	1
dT3	0	0	0	0	4	4	1050	1
dT3	0	0	0	0	6	3	-2820	1
dT3	0	0	0	0	8	2	1575	1
dT3	0	0	0	0	10	1	-360	1
dT3	0	0	0	0	12	0	30	1
dT3	0	0	0	1	1	4	-12150	1
dT3	0	0	0	1	3	3	-20520	1
dT3	0	0	0	1	5	2	24390	1
dT3	0	0	0	1	7	1	-7980	1
dT3	0	0	0	1	9	0	840	1
dT3	0	0	0	2	0	3	21870	1
dT3	0	0	0	2	2	2	72900	1
dT3	0	0	0	2	4	1	-41310	1
dT3	0	0	0	2	6	0	5670	1
dT3	0	0	0	3	1	1	-131220	1
dT3	0	0	0	3	3	0	29160	1
dT3	0	0	0	4	0	0	98415	1
dT3	0	0	1	0	0	5	-540	1
dT3	0	0	1	0	2	4	-315	1
dT3	0	0	1	0	4	3	6600	1
dT3	0	0	1	0	6	2	-6225	1
dT3	0	0	1	0	8	1	1950	1
dT3	0	0	1	0	10	0	-200	1
dT3	0	0	1	1	1	3	14580	1
dT3	0	0	1	1	3	2	-39420	1
dT3	0	0	1	1	5	1	20340	1
dT3	0	0	1	1	7	0	-2880	1
dT3	0	0	1	2	0	2	-32805	1
dT3	0	0	1	2	2	1	36450	1
dT3	0	0	1	2	4	0	-8505	1
dT3	0	0	2	0	0	4	-405	1
dT3	0	0	2	0	2	3	-2790	1
dT3	0	0	2	0	4	2	9825	1
dT3	0	0	2	0	6	1	-4930	1
dT3	0	0	2	0	8	0	665	1
dT3	0	0	2	1	1	2	7290	1
dT3	0	0	2	1	3	1	-9720	1
dT3	0	0	2	1	5	0	1980	1
dT3	0	0	3	0	0	3	1620	1
dT3	0	0	3	0	2	2	405	1
dT3	0	0	3	0	4	1	600	1
dT3	0	0	3	0	6	0	-220	1
dT3	0	0	3	1	1	1	-9720	1
dT3	0	0	3	1	3	0	2160	1
dT3	0	0	3	2	0	0	10935	1
dT3	0	0	4	0	0	2	-1080	1
dT3	0	0	4	0	2	1	1170	1
dT3	0	0	4	0	4	0	-240	1
dT3	0	0	6	0	0	0	135	1
dT3	0	1	0	0	1	5	360	1
dT3	0	1	0	0	3	4	3720	1
dT3	0	1	0	0	5	3	-6470	1
dT3	0	1	0	0	7	2	3740	1
dT3	0	1	0	0	9	1	-910	1
dT3	0	1	0	0	11	0	80	1
dT3	0	1	0	1	2	3	-50220	1
dT3	0	1	0	1	4	2	55170	1
dT3	0	1	0	1	6	1	-19320	1
dT3	0	1	0	1	8	0	2170	1
dT3	0	1	0	2	1	2	58320	1
dT3	0	1	0	2	3	1	-38880	1
dT3	0	1	0	2	5	0	6480	1
dT3	0	1	1	0	1	4	5670	1
dT3	0	1	1	0	3	3	27150	1
dT3	0	1	1	0	5	2	-30980	1
dT3	0	1	1	0	7	1	10510	1
dT3	0	1	1	0	9	0	-1140	1
dT3	0	1	1	1	0	3	-14580	1
dT3	0	1	1	1	2	2	-116640	1
dT3	0	1	1	1	4	1	71460	1
dT3	0	1	1	1	6	0	-10620	1
dT3	0	1	1	2	1	1	160380	1
dT3	0	1	1	2	3	0	-38880	1
dT3	0	1	1	3	0	0	-131220	1
dT3	0	1	2	0	1	3	-8280	1
dT3	0	1	2	0	3	2	35160	1
dT3	0	1	2	0	5	1	-19740	1
dT3	0	1	2	0	7	0	2900	1
dT3	0	1	2	1	0	2	21870	1
dT3	0	1	2	1	2	1	-35640	1
dT3	0	1	2	1	4	0	9000	1
dT3	0	1	3	0	1	2	-1890	1
dT3	0	1	3	0	3	1	6270	1
dT3	0	1	3	0	5	0	-1480	1
dT3	0	1	4	0	1	1	4140	1
dT3	0	1	4	0	3	0	-960	1
dT3	0	1	4	1	0	0	-7290	1
dT3	0	2	0	0	0	5	540	1
dT3	0	2	0	0	2	4	4680	1
dT3	0	2	0	0	4	3	-11190	1
dT3	0	2	0	0	6	2	7700	1
dT3	0	2	0	0	8	1	-2100	1
dT3	0	2	0	0	10	0	200	1
dT3	0	2	0	1	1	3	-52650	1
dT3	0	2	0	1	3	2	70200	1
dT3	0	2	0	1	5	1	-27810	1
dT3	0	2	0	1	7	0	3400	1
dT3	0	2	0	2	0	2	47385	1
dT3	0	2	0	2	2	1	-36450	1
dT3	0	2	0	2	4	0	6885	1
dT3	0	2	1	0	0	4	315	1
dT3	0	2	1	0	2	3	39990	1
dT3	0	2	1	0	4	2	-52470	1
dT3	0	2	1	0	6	1	20250	1
dT3	0	2	1	0	8	0	-2415	1
dT3	0	2	1	1	1	2	-81000	1
dT3	0	2	1	1	3	1	59940	1
dT3	0	2	1	1	5	0	-10320	1
dT3	0	2	2	0	0	3	90	1
dT3	0	2	2	0	2	2	52230	1
dT3	0	2	2	0	4	1	-34990	1
dT3	0	2	2	0	6	0	5620	1
dT3	0	2	2	1	1	1	-68850	1
dT3	0	2	2	1	3	0	18720	1
dT3	0	2	2	2	0	0	61965	1
dT3	0	2	3	0	0	2	-2115	1
dT3	0	2	3	0	2	1	10110	1
dT3	0	2	3	0	4	0	-2835	1
dT3	0	2	5	0	0	0	1170	1
dT3	0	3	0	0	1	4	930	1
dT3	0	3	0	0	3	3	-14480	1
dT3	0	3	0	0	5	2	13980	1
dT3	0	3	0	0	7	1	-4520	1
dT3	0	3	0	0	9	0	480	1
dT3	0	3	0	1	0	3	-8640	1
dT3	0	3	0	1	2	2	52920	1
dT3	0	3	0	1	4	1	-29040	1
dT3	0	3	0	1	6	0	4160	1
dT3	0	3	0	2	1	1	-38880	1
dT3	0	3	0	2	3	0	9720	1
dT3	0	3	0	3	0	0	29160	1
dT3	0	3	1	0	1	3	31260	1
dT3	0	3	1	0	3	2	-58700	1
dT3	0	3	1	0	5	1	27250	1
dT3	0	3	1	0	7	0	-3660	1
dT3	0	3	1	1	0	2	-46710	1
dT3	0	3	1	1	2	1	46980	1
dT3	0	3	1	1	4	0	-9930	1
dT3	0	3	2	0	1	2	28110	1
dT3	0	3	2	0	3	1	-26460	1
dT3	0	3	2	0	5	0	5020	1
dT3	0	3	3	0	1	1	11040	1
dT3	0	3	3	0	3	0	-3500	1
dT3	0	3	3	1	0	0	-12150	1
dT3	0	4	0	0	0	4	570	1
dT3	0	4	0	0	2	3	-13810	1
dT3	0	4	0	0	4	2	16730	1
dT3	0	4	0	0	6	1	-6260	1
dT3	0	4	0	0	8	0	735	1
dT3	0	4	0	1	1	2	24030	1
dT3	0	4	0	1	3	1	-17280	1
dT3	0	4	0	1	5	0	2920	1
dT3	0	4	1	0	0	3	5220	1
dT3	0	4	1	0	2	2	-42495	1
dT3	0	4	1	0	4	1	26290	1
dT3	0	4	1	0	6	0	-4080	1
dT3	0	4	1	1	1	1	38160	1
dT3	0	4	1	1	3	0	-10560	1
dT3	0	4	1	2	0	0	-30375	1
dT3	0	4	2	0	0	2	11115	1
dT3	0	4	2	0	2	1	-17980	1
dT3	0	4	2	0	4	0	4290	1
dT3	0	4	4	0	0	0	930	1
dT3	0	5	0	0	1	3	-8270	1
dT3	0	5	0	0	3	2	14240	1
dT3	0	5	0	0	5	1	-6380	1
dT3	0	5	0	0	7	0	840	1
dT3	0	5	0	1	0	2	10530	1
dT3	0	5	0	1	2	1	-9960	1
dT3	0	5	0	1	4	0	2020	1
dT3	0	5	1	0	1	2	-16940	1
dT3	0	5	1	0	3	1	14690	1
dT3	0	5	1	0	5	0	-2700	1
dT3	0	5	2	0	1	1	-11700	1
dT3	0	5	2	0	3	0	3600	1
dT3	0	5	2	1	0	0	11700	1
dT3	0	6	0	0	0	3	-1400	1
dT3	0	6	0	0	2	2	7840	1
dT3	0	6	0	0	4	1	-4700	1
dT3	0	6	0	0	6	0	720	1
dT3	0	6	0	1	1	1	-5250	1
dT3	0	6	0	1	3	0	1480	1
dT3	0	6	0	2	0	0	3645	1
dT3	0	6	1	0	0	2	-5430	1
dT3	0	6	1	0	2	1	7670	1
dT3	0	6	1	0	4	0	-1750	1
dT3	0	6	3	0	0	0	-1925	1
dT3	0	7	0	0	1	2	2600	1
dT3	0	7	0	0	3	1	-2200	1
dT3	0	7	0	0	5	0	400	1
dT3	0	7	1	0	1	1	3710	1
dT3	0	7	1	0	3	0	-1140	1
dT3	0	7	1	1	0	0	-3210	1
dT3	0	8	0	0	0	2	715	1
dT3	0	8	0	0	2	1	-980	1
dT3	0	8	0	0	4	0	220	1
dT3	0	8	2	0	0	0	945	1
dT3	0	9	0	0	1	1	-390	1
dT3	0	9	0	0	3	0	120	1
dT3	0	9	0	1	0	0	290	1
dT3	0	10	1	0	0	0	-195	1
dT3	0	12	0	0	0	0	15	1
dT3	1	0	0	0	1	5	-5040	1
dT3	1	0	0	0	3	4	510	1
dT3	1	0	0	0	5	3	780	1
dT3	1	0	0	0	7	2	-150	1
dT3	1	0	0	1	0	4	24300	1
dT3	1	0	0	1	2	3	16200	1
dT3	1	0	0	1	4	2	-11700	1
dT3	1	0	0	1	6	1	3180	1
dT3	1	0	0	1	8	0	-420	1
dT3	1	0	0	2	1	2	-182250	1
dT3	1	0	0	2	3	1	68040	1
dT3	1	0	0	2	5	0	-7290	1
dT3	1	0	0	3	0	1	262440	1
dT3	1	0	0	3	2	0	-43740	1
dT3	1	0	1	0	1	4	3960	1
dT3	1	0	1	0	3	3	-510	1
dT3	1	0	1	0	5	2	-1350	1
dT3	1	0	1	0	7	1	510	1
dT3	1	0	1	0	9	0	-50	1
dT3	1	0	1	1	0	3	-29160	1
dT3	1	0	1	1	2	2	-1620	1
dT3	1	0	1	1	4	1	1800	1
dT3	1	0	1	1	6	0	180	1
dT3	1	0	1	2	1	1	7290	1
dT3	1	0	1	2	3	0	2430	1
dT3	1	0	2	0	1	3	7380	1
dT3	1	0	2	0	3	2	-390	1
dT3	1	0	2	0	5	1	-1920	1
dT3	1	0	2	0	7	0	390	1
dT3	1	0	2	1	0	2	-14580	1
dT3	1	0	2	1	2	1	4860	1
dT3	1	0	2	1	4	0	180	1
dT3	1	0	3	0	1	2	-6480	1
dT3	1	0	3	0	3	1	4020	1
dT3	1	0	3	0	5	0	-720	1
dT3	1	0	3	1	0	1	19440	1
dT3	1	0	3	1	2	0	-3240	1
dT3	1	0	4	0	1	1	180	1
dT3	1	0	4	0	3	0	210	1
dT3	1	1	0	0	0	5	360	1
dT3	1	1	0	0	2	4	1890	1
dT3	1	1	0	0	4	3	-2260	1
dT3	1	1	0	0	6	2	440	1
dT3	1	1	0	0	8	1	120	1
dT3	1	1	0	0	10	0	-30	1
dT3	1	1	0	1	1	3	-46980	1
dT3	1	1	0	1	3	2	14940	1
dT3	1	1	0	1	5	1	6840	1
dT3	1	1	0	1	7	0	-1960	1
dT3	1	1	0	2	0	2	58320	1
dT3	1	1	0	2	4	0	-6480	1
dT3	1	1	1	0	0	4	-6480	1
dT3	1	1	1	0	2	3	-3600	1
dT3	1	1	1	0	4	2	3410	1
dT3	1	1	1	0	6	1	-1500	1
