q	matrix	coefficients_Q	first_degree	classification	realized_epsilon
3	-1,-2,2,-2,1,-1,2,-1,2	0,0,918540,699840,8809560,10691595,55448070,69706290,202668585,199777370,304467157,204331935,89503240,20462105,2651395,159696	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,0,1,2,1,-1	0,0,393660,-874800,3645000,-6722595,22756950,-30175470,74029365,-44080260,72582485,11750695,49840,-353005,-20585,-320	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,0,0,2,0,1	0,0,918540,-393660,6838830,-4401540,29466690,-19572480,71201700,-34393980,77511744,-6640860,11059910,907500,-301290,-9520	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,-1,2,2,2,-2	0,0,393660,-1268460,7224390,-13080690,69516630,-80225370,334903860,-56290950,350964000,179870730,34582950,3053070,115230,1086	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,-1,1,2,1,0	0,0,918540,-1487160,8420760,-17819595,54918870,-94583670,194708405,-208134460,250807445,-87768865,11001600,7515315,-252585,-77760	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,-1,0,2,0,2	0,0,1705860,0,19688670,112590,113405910,3112470,331563060,26436570,439357896,75717510,182306070,30481650,11166870,1378446	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,-2,2,2,2,-1	0,0,918540,-2580660,13905270,-38660490,152697750,-313230570,853591140,-976909390,1452273280,-331662270,-96577850,29901830,5200030,88926	2	LOCAL_POSITIVE	-
3	-1,-2,2,-2,-2,1,2,1,1	0,0,1705860,-2143260,21533040,-41652225,162201750,-303375450,683115225,-931462130,1228677277,-903016725,460222480,-80272115,-9392165,1494264	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,2,1,1,1,-1	0,0,393660,87480,2544210,727785,10815120,3520800,30041595,6696765,43638399,-3778110,16153065,-4326975,-515790,161724	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,2,0,1,0,1	0,0,524880,-349920,2355480,-2268000,7805760,-7163640,19167840,-13572320,27718928,-13223360,9532480,-6081440,478080,408864	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,1,2,1,2,-2	0,0,393660,87480,3178440,-132435,17359110,1232550,55624905,14030190,62660277,-5014695,-4269960,2141415,86595,-82896	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,1,1,1,1,0	0,0,524880,-524880,2741850,-3628800,9797730,-12053340,20619530,-20612800,21546022,-16282080,9308950,-3190220,431920,-18532	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,1,0,1,0,2	0,0,918540,-87480,5903280,-611955,20305950,-1409310,39340185,-1894550,39738653,-1934915,16287520,-785405,1464315,11004	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,0,2,1,2,-1	0,0,524880,-699840,4231440,-6324480,23720640,-27317760,72665600,-39454720,74347520,-3112960,0,0,0,0	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,0,1,1,1,1	0,0,918540,-787320,6027210,-8120655,22997220,-30945690,49557155,-50825785,48457147,-29806590,13266625,-3008285,124930,40688	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,-1,2,1,2,0	0,0,918540,-1487160,8420760,-17819595,54918870,-94583670,194708405,-208134460,250807445,-87768865,11001600,7515315,-252585,-77760	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,-1,1,1,1,2	0,0,1574640,-699840,16103610,-11741760,80879310,-66413790,205089210,-147043260,232457094,-107246700,80546670,-11644650,1497600,703434	2	LOCAL_POSITIVE	-
3	-1,-2,1,-2,-2,2,1,2,1	0,0,1574640,-2274480,19449720,-42243120,153290880,-307982520,687269520,-970057440,1285386192,-897327840,382101120,21676320,-42487680,5664	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,2,2,0,2,-1	0,0,918540,1180980,8014950,14580810,48857550,82920150,180222180,224983710,305581296,187697850,95729910,6772110,-6102930,-85314	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,2,1,0,1,1	0,0,918540,437400,6428160,5348835,26944710,25048350,69208305,49299430,87026693,21321475,20444080,-7494695,-763245,323604	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,1,2,0,2,0	0,0,918540,393660,6838830,4401540,29466690,19572480,71201700,34393980,77511744,6640860,11059910,-907500,-301290,9520	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,1,1,0,1,2	0,0,1180980,393660,9243720,5084775,36394110,22253130,75033945,37415970,73862053,18746615,26417800,1931785,2060435,39844	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,0,2,0,2,1	0,0,1180980,0,9907110,0,43105770,0,97642260,0,98776584,0,18843030,0,436590,0	2	LOCAL_POSITIVE	-
3	-1,-2,0,-2,-1,2,0,2,2	0,0,1705860,0,19688670,112590,113405910,3112470,331563060,26436570,439357896,75717510,182306070,30481650,11166870,1378446	2	LOCAL_POSITIVE	-
3	-1,-2,-1,-2,2,2,-1,2,1	0,0,1574640,2274480,19449720,42243120,153290880,307982520,687269520,970057440,1285386192,897327840,382101120,-21676320,-42487680,-5664	2	LOCAL_POSITIVE	-
3	-1,-2,-1,-2,1,2,-1,2,2	0,0,1705860,2143260,21533040,41652225,162201750,303375450,683115225,931462130,1228677277,903016725,460222480,80272115,-9392165,-1494264	2	LOCAL_POSITIVE	-
3	-2,2,2,2,-1,-2,2,-2,-1	0,0,393660,-1268460,7224390,-13080690,69516630,-80225370,334903860,-56290950,350964000,179870730,34582950,3053070,115230,1086	2	LOCAL_POSITIVE	-
3	-2,2,2,2,-2,-1,2,-1,-2	0,0,393660,-1268460,7224390,-13080690,69516630,-80225370,334903860,-56290950,350964000,179870730,34582950,3053070,115230,1086	2	LOCAL_POSITIVE	-
3	-2,2,1,2,2,-2,1,-2,-2	0,0,918540,481140,9239670,3668490,62349270,13768170,242285220,22370350,389151520,-41581410,143060230,6334330,-1950050,-572766	2	LOCAL_POSITIVE	-
3	-2,2,1,2,1,-2,1,-2,-1	0,0,393660,87480,3178440,-132435,17359110,1232550,55624905,14030190,62660277,-5014695,-4269960,2141415,86595,-82896	2	LOCAL_POSITIVE	-
3	-2,2,1,2,0,-1,1,-1,-2	0,0,393660,-306180,2726460,-2583090,15882480,-9533160,52670880,-9480720,59964980,-7092520,7082800,-769520,741760,320	2	LOCAL_POSITIVE	-
3	-2,2,1,2,0,-2,1,-2,0	0,0,131220,-174960,1833030,-868320,9926070,-377550,32325300,14216000,36021596,4799530,-2990610,-51930,168070,-5646	2	LOCAL_POSITIVE	-
3	-2,2,1,2,-1,-1,1,-1,-1	0,0,131220,-218700,1692090,-867915,9546720,71940,29321355,17067905,25830919,8697270,205705,-230875,-19550,216	2	LOCAL_POSITIVE	-
3	-2,2,1,2,-1,-2,1,-2,1	0,0,131220,-306180,2268000,-2062665,13390710,-8603490,45404025,-4360970,39784957,2408355,3779200,378445,-96485,-53256	2	LOCAL_POSITIVE	-
3	-2,2,1,2,-2,0,1,0,-2	0,0,131220,-262440,1823310,-822150,10190310,64890,33214980,15368550,30286896,1763850,2413110,-809130,120870,-21966	2	LOCAL_POSITIVE	-
3	-2,2,1,2,-2,-1,1,-1,0	0,0,131220,-349920,2360340,-2540160,15614160,-12334080,58281200,-16547840,46004480,-308480,0,0,0,0	2	LOCAL_POSITIVE	-
3	-2,2,1,2,-2,-2,1,-2,2	0,0,393660,-306180,4949910,-5450490,36488070,-44203590,158226660,-150502590,214009200,-106413450,56915910,-9037710,-1607010,540354	2	LOCAL_POSITIVE	-
3	-2,2,0,2,2,-1,0,-1,-2	0,0,1180980,787320,9877950,10621530,46862550,54424710,131130900,129711510,191783296,133869910,108028630,46255850,10094630,161486	2	LOCAL_POSITIVE	-
3	-2,2,0,2,1,-1,0,-1,-1	0,0,524880,349920,2355480,2268000,7805760,7163640,19167840,13572320,27718928,13223360,9532480,6081440,478080,-408864	2	LOCAL_POSITIVE	-
3	-2,2,0,2,1,-2,0,-2,1	0,0,131220,262440,1473390,1413450,6775350,6327450,22973700,11274030,38792616,-148350,3782550,735990,603030,-777006	2	LOCAL_POSITIVE	-
3	-2,2,0,2,0,-1,0,-1,0	0,0,131220,87480,676350,279450,2930910,1284870,9616820,3139270,15612032,3961510,1135350,1439930,528470,36686	2	LOCAL_POSITIVE	-
3	-2,2,0,2,-1,0,0,0,-1	0,0,131220,-87480,792990,810,3784110,798630,11750420,3451470,13525592,3538830,-675690,-209830,3910,2286	2	LOCAL_POSITIVE	-
3	-2,2,0,2,-1,-1,0,-1,1	0,0,0,0,670680,0,2877120,139320,9387360,1452960,12396688,2968000,-365120,-365920,-16000,7136	4	LOCAL_POSITIVE	-
3	-2,2,0,2,-2,1,0,1,-2	0,0,131220,-262440,1823310,-822150,10190310,64890,33214980,15368550,30286896,1763850,2413110,-809130,120870,-21966	2	LOCAL_POSITIVE	-
3	-2,2,0,2,-2,-1,0,-1,2	0,0,131220,87480,1570590,-562950,8176470,-5702490,27940500,-18072970,29839616,948470,1805110,1113770,166950,-50994	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,2,0,-1,0,-2	0,0,1705860,-174960,19027710,-3250530,103676550,-19318410,286229940,-35282590,368580176,14629310,164176630,33929810,10417830,1137966	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,2,-1,-1,-1,0	0,0,918540,656100,7725780,7793820,40922520,42471360,128912000,115856560,204631120,137585280,117997600,41461760,5533120,98752	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,2,-2,-1,-2,2	0,0,393660,306180,4949910,5450490,36488070,44203590,158226660,150502590,214009200,106413450,56915910,9037710,-1607010,-540354	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,1,0,-1,0,-1	0,0,918540,-437400,6428160,-5348835,26944710,-25048350,69208305,-49299430,87026693,-21321475,20444080,7494695,-763245,-323604	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,1,-1,-1,-1,1	0,0,393660,-87480,2544210,-727785,10815120,-3520800,30041595,-6696765,43638399,3778110,16153065,4326975,-515790,-161724	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,0,1,-1,1,-2	0,0,918540,-1530900,8318700,-18070290,54632400,-94674360,194615840,-207834320,250641140,-87179240,12605040,7903440,1157760,-77760	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,0,0,-1,0,0	0,0,393660,-481140,2354670,-3620700,11403990,-15026850,35172180,-30444540,46543772,-10735270,2414590,3076030,384910,1406	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,0,-1,-1,-1,2	0,0,131220,-262440,1300860,-1423170,5861400,-6247800,19572320,-11023520,32572180,1321080,5094640,1822880,490240,20992	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,-1,1,-1,1,-1	0,0,393660,-874800,3681450,-6844095,23946840,-32385960,82468035,-55473615,84752919,3021570,-5885775,-243495,116370,8556	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,-1,0,-1,0,1	0,0,131220,-306180,1402920,-1920105,7411830,-9323910,25319505,-20456590,31757693,-3658585,-1023800,49325,9915,276	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,-2,2,-1,2,-2	0,0,393660,-1268460,7224390,-13080690,69516630,-80225370,334903860,-56290950,350964000,179870730,34582950,3053070,115230,1086	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,-2,1,-1,1,0	0,0,131220,-349920,2360340,-2540160,15614160,-12334080,58281200,-16547840,46004480,-308480,0,0,0,0	2	LOCAL_POSITIVE	-
3	-2,2,-1,2,-2,0,-1,0,2	0,0,131220,87480,1570590,-562950,8176470,-5702490,27940500,-18072970,29839616,948470,1805110,1113770,166950,-50994	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,2,1,-2,1,-2	0,0,2493180,-2405700,42093270,-65688570,376458630,-626668230,1802833380,-2404669310,3823124080,-2944254090,2017256710,-356278670,-87870050,32949954	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,2,-1,-2,-1,2	0,0,918540,-481140,9239670,-3668490,62349270,-13768170,242285220,-22370350,389151520,41581410,143060230,-6334330,-1950050,572766	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,1,1,-2,1,-1	0,0,1574640,-2274480,19449720,-42243120,153290880,-307982520,687269520,-970057440,1285386192,-897327840,382101120,21676320,-42487680,5664	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,1,0,-2,0,1	0,0,918540,-1180980,8014950,-14580810,48857550,-82920150,180222180,-224983710,305581296,-187697850,95729910,-6772110,-6102930,85314	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,0,1,-2,1,0	0,0,918540,-1880820,9570150,-24378570,76105230,-155277270,335432100,-452529790,568038416,-331539290,75730230,24614130,-4518290,-490686	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,-1,2,-2,2,-1	0,0,918540,-2580660,13905270,-38660490,152697750,-313230570,853591140,-976909390,1452273280,-331662270,-96577850,29901830,5200030,88926	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,-1,1,-2,1,1	0,0,524880,-1224720,5815800,-13212720,45536640,-85976760,199798800,-249202400,307167952,-154307040,29430400,-1207520,131200,5664	2	LOCAL_POSITIVE	-
3	-2,2,-2,2,-2,1,-2,1,2	0,0,393660,-306180,4949910,-5450490,36488070,-44203590,158226660,-150502590,214009200,-106413450,56915910,-9037710,-1607010,540354	2	LOCAL_POSITIVE	-
3	-2,1,2,1,2,-2,2,-2,-2	0,0,393660,-306180,4949910,-5450490,36488070,-44203590,158226660,-150502590,214009200,-106413450,56915910,-9037710,-1607010,540354	2	LOCAL_POSITIVE	-
3	-2,1,2,1,1,-2,2,-2,-1	0,0,131220,-306180,2268000,-2062665,13390710,-8603490,45404025,-4360970,39784957,2408355,3779200,378445,-96485,-53256	2	LOCAL_POSITIVE	-
3	-2,1,2,1,0,-1,2,-1,-2	0,0,131220,-349920,2360340,-2540160,15614160,-12334080,58281200,-16547840,46004480,-308480,0,0,0,0	2	LOCAL_POSITIVE	-
3	-2,1,2,1,0,-2,2,-2,0	0,0,131220,-174960,1833030,-868320,9926070,-377550,32325300,14216000,36021596,4799530,-2990610,-51930,168070,-5646	2	LOCAL_POSITIVE	-
3	-2,1,2,1,-1,-1,2,-1,-1	0,0,131220,-218700,1692090,-867915,9546720,71940,29321355,17067905,25830919,8697270,205705,-230875,-19550,216	2	LOCAL_POSITIVE	-
3	-2,1,2,1,-1,-2,2,-2,1	0,0,393660,87480,3178440,-132435,17359110,1232550,55624905,14030190,62660277,-5014695,-4269960,2141415,86595,-82896	2	LOCAL_POSITIVE	-
3	-2,1,2,1,-2,0,2,0,-2	0,0,131220,-262440,1823310,-822150,10190310,64890,33214980,15368550,30286896,1763850,2413110,-809130,120870,-21966	2	LOCAL_POSITIVE	-
3	-2,1,2,1,-2,-1,2,-1,0	0,0,393660,-306180,2726460,-2583090,15882480,-9533160,52670880,-9480720,59964980,-7092520,7082800,-769520,741760,320	2	LOCAL_POSITIVE	-
3	-2,1,2,1,-2,-2,2,-2,2	0,0,918540,481140,9239670,3668490,62349270,13768170,242285220,22370350,389151520,-41581410,143060230,6334330,-1950050,-572766	2	LOCAL_POSITIVE	-
3	-2,1,1,1,2,-1,1,-1,-2	0,0,524880,349920,2936250,1658880,12005070,2518530,29627130,-2454620,34277254,-4496940,14979310,-80330,890080,-8886	2	LOCAL_POSITIVE	-
3	-2,1,1,1,2,-2,1,-2,0	0,0,131220,262440,1300860,1423170,5861400,6247800,19572320,11023520,32572180,-1321080,5094640,-1822880,490240,-20992	2	LOCAL_POSITIVE	-
3	-2,1,1,1,1,-1,1,-1,-1	0,0,131220,87480,532980,81810,1627080,-120720,3146760,-1774640,3345556,-3615120,2242240,-596240,48160,1824	2	LOCAL_POSITIVE	-
3	-2,1,1,1,1,-2,1,-2,1	0,0,0,0,590490,0,1771470,-590490,5314410,-5904900,9802134,-10628820,6495390,-1771470,0,-118098	4	LOCAL_POSITIVE	-
3	-2,1,1,1,0,0,1,0,-2	0,0,131220,-87480,562140,-404190,2169240,-1824360,5512800,-5566720,7079476,-6809720,4154320,-1341920,213920,-16832	2	LOCAL_POSITIVE	-
3	-2,1,1,1,0,-1,1,-1,0	0,0,0,0,298890,0,886950,-151470,2078730,-1781820,3065710,-3687580,2215630,-552650,55880,-2006	4	LOCAL_POSITIVE	-
3	-2,1,1,1,0,-2,1,-2,2	0,0,131220,262440,1300860,1423170,5861400,6247800,19572320,11023520,32572180,-1321080,5094640,-1822880,490240,-20992	2	LOCAL_POSITIVE	-
3	-2,1,1,1,-1,0,1,0,-1	0,0,0,0,298890,0,886950,-151470,2078730,-1781820,3065710,-3687580,2215630,-552650,55880,-2006	4	LOCAL_POSITIVE	-
3	-2,1,1,1,-1,-1,1,-1,1	0,0,131220,87480,532980,81810,1627080,-120720,3146760,-1774640,3345556,-3615120,2242240,-596240,48160,1824	2	LOCAL_POSITIVE	-
3	-2,1,1,1,-2,1,1,1,-2	0,0,0,0,590490,0,1771470,-590490,5314410,-5904900,9802134,-10628820,6495390,-1771470,0,-118098	4	LOCAL_POSITIVE	-
3	-2,1,1,1,-2,0,1,0,0	0,0,131220,-87480,562140,-404190,2169240,-1824360,5512800,-5566720,7079476,-6809720,4154320,-1341920,213920,-16832	2	LOCAL_POSITIVE	-
3	-2,1,1,1,-2,-1,1,-1,2	0,0,524880,349920,2936250,1658880,12005070,2518530,29627130,-2454620,34277254,-4496940,14979310,-80330,890080,-8886	2	LOCAL_POSITIVE	-
3	-2,1,0,1,2,0,0,0,-2	0,0,918540,218700,5584950,2215350,17231190,7706730,29008580,10808370,26048192,5349990,10558950,715090,970510,80514	2	LOCAL_POSITIVE	-
3	-2,1,0,1,2,-1,0,-1,0	0,0,393660,306180,1909980,1922130,6654960,6591240,15256800,12054960,19289556,8901480,9062160,1316400,491040,63360	2	LOCAL_POSITIVE	-
3	-2,1,0,1,2,-2,0,-2,2	0,0,131220,-87480,1570590,562950,8176470,5702490,27940500,18072970,29839616,-948470,1805110,-1113770,166950,50994	2	LOCAL_POSITIVE	-
3	-2,1,0,1,1,0,0,0,-1	0,0,393660,-87480,1195560,-606285,2412990,-1909710,3775905,-3500790,4182029,-3346545,2190920,-831555,98715,10104	2	LOCAL_POSITIVE	-
3	-2,1,0,1,1,-1,0,-1,1	0,0,131220,-131220,525690,-473445,1417200,-1441260,2900115,-2991585,3868695,-3303030,2257785,-874845,108690,9864	2	LOCAL_POSITIVE	-
3	-2,1,0,1,0,1,0,1,-2	0,0,393660,-481140,1647540,-2532060,5148360,-6598800,9403200,-9115920,8854416,-6381120,3859680,-1529280,248640,-9792	2	LOCAL_POSITIVE	-
3	-2,1,0,1,0,0,0,0,0	0,0,131220,-174960,452790,-660960,1344390,-1884270,2926740,-3602240,3909868,-3445190,2126910,-764490,118870,-5326	2	LOCAL_POSITIVE	-
3	-2,1,0,1,0,-1,0,-1,2	0,0,131220,0,669060,0,2028480,0,4850160,0,7415616,0,4359680,0,245760,0	2	LOCAL_POSITIVE	-
3	-2,1,0,1,-1,1,0,1,-1	0,0,131220,-218700,652050,-816075,2048280,-2282580,4093035,-3768035,4247375,-3221330,1967665,-739475,144210,-10896	2	LOCAL_POSITIVE	-
3	-2,1,0,1,-1,0,0,0,1	0,0,131220,-43740,421200,-412695,1220190,-1565430,2774225,-3533790,3860549,-3395595,2057280,-747305,142915,-10896	2	LOCAL_POSITIVE	-
3	-2,1,0,1,-2,2,0,2,-2	0,0,131220,-262440,1823310,-822150,10190310,64890,33214980,15368550,30286896,1763850,2413110,-809130,120870,-21966	2	LOCAL_POSITIVE	-
3	-2,1,0,1,-2,1,0,1,0	0,0,131220,-87480,562140,-404190,2169240,-1824360,5512800,-5566720,7079476,-6809720,4154320,-1341920,213920,-16832	2	LOCAL_POSITIVE	-
3	-2,1,0,1,-2,0,0,0,2	0,0,393660,306180,1567350,1212570,4930470,1372410,10265220,-2043330,12198512,-3225810,5888390,-668070,578190,2274	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,2,1,-1,1,-2	0,0,1574640,-699840,16103610,-11741760,80879310,-66413790,205089210,-147043260,232457094,-107246700,80546670,-11644650,1497600,703434	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,2,0,-1,0,0	0,0,918540,-131220,6102540,-1442610,21777360,-6090840,42989280,-11495280,43152276,-8374440,17091920,-1229040,1170720,108160	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,2,-1,-1,-1,2	0,0,524880,-349920,2936250,-1658880,12005070,-2518530,29627130,2454620,34277254,4496940,14979310,80330,890080,8886	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,1,1,-1,1,-1	0,0,918540,-831060,6112260,-8719650,24234720,-34391280,55371960,-59699360,58235956,-37526160,16979200,-3790400,93280,49824	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,1,0,-1,0,1	0,0,524880,-524880,2411370,-3667680,7976310,-11612430,17024730,-19366260,19240230,-14376900,7959390,-2702850,390240,-126	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,0,2,-1,2,-2	0,0,918540,-1530900,8318700,-18070290,54632400,-94674360,194615840,-207834320,250641140,-87179240,12605040,7903440,1157760,-77760	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,0,1,-1,1,0	0,0,524880,-699840,2800170,-5106240,11310630,-17827470,27273450,-31324780,30312110,-20991020,9474510,-2414970,276280,-9606	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,0,0,-1,0,2	0,0,393660,-306180,1909980,-1922130,6654960,-6591240,15256800,-12054960,19289556,-8901480,9062160,-1316400,491040,-63360	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,-1,2,-1,2,-1	0,0,524880,-874800,4102650,-7374240,24159390,-31393410,75572490,-49170220,82058974,-9599580,15999070,-313150,539560,-114	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,-1,1,-1,1,1	0,0,393660,-306180,1997460,-2563650,7568640,-10268640,18363960,-20498400,20722356,-14911440,7070400,-2001600,311520,-20256	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,-2,2,-1,2,0	0,0,393660,-306180,2726460,-2583090,15882480,-9533160,52670880,-9480720,59964980,-7092520,7082800,-769520,741760,320	2	LOCAL_POSITIVE	-
3	-2,1,-1,1,-2,1,-1,1,2	0,0,524880,349920,2936250,1658880,12005070,2518530,29627130,-2454620,34277254,-4496940,14979310,-80330,890080,-8886	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,2,2,-2,2,-2	0,0,2493180,-2405700,42093270,-65688570,376458630,-626668230,1802833380,-2404669310,3823124080,-2944254090,2017256710,-356278670,-87870050,32949954	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,2,1,-2,1,0	0,0,1705860,-1049760,19282860,-19693530,111416280,-128853000,341682560,-348629920,494488180,-346062120,239086000,-74887040,12513280,983168	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,2,0,-2,0,2	0,0,1180980,-787320,9877950,-10621530,46862550,-54424710,131130900,-129711510,191783296,-133869910,108028630,-46255850,10094630,-161486	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,1,2,-2,2,-1	0,0,1705860,-2143260,21533040,-41652225,162201750,-303375450,683115225,-931462130,1228677277,-903016725,460222480,-80272115,-9392165,1494264	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,1,1,-2,1,1	0,0,1180980,-1180980,10300770,-16304085,53975160,-87261300,166091715,-214183845,249311439,-209099070,127447425,-46747125,7676370,-139968	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,0,2,-2,2,0	0,0,1180980,-1574640,12239910,-23677920,83604150,-149126670,324947700,-414050400,526739356,-369910390,161416270,-35038970,2979590,-66446	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,0,1,-2,1,2	0,0,918540,-656100,7725780,-7793820,40922520,-42471360,128912000,-115856560,204631120,-137585280,117997600,-41461760,5533120,-98752	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,-1,2,-2,2,1	0,0,918540,-699840,8809560,-10691595,55448070,-69706290,202668585,-199777370,304467157,-204331935,89503240,-20462105,2651395,-159696	2	LOCAL_POSITIVE	-
3	-2,1,-2,1,-2,2,-2,2,2	0,0,918540,481140,9239670,3668490,62349270,13768170,242285220,22370350,389151520,-41581410,143060230,6334330,-1950050,-572766	2	LOCAL_POSITIVE	-
3	-2,0,2,0,2,-1,2,-1,-2	0,0,131220,87480,1570590,-562950,8176470,-5702490,27940500,-18072970,29839616,948470,1805110,1113770,166950,-50994	2	LOCAL_POSITIVE	-
3	-2,0,2,0,1,-1,2,-1,-1	0,0,0,0,670680,0,2877120,139320,9387360,1452960,12396688,2968000,-365120,-365920,-16000,7136	4	LOCAL_POSITIVE	-
3	-2,0,2,0,1,-2,2,-2,1	0,0,131220,262440,1473390,1413450,6775350,6327450,22973700,11274030,38792616,-148350,3782550,735990,603030,-777006	2	LOCAL_POSITIVE	-
3	-2,0,2,0,0,-1,2,-1,0	0,0,131220,87480,676350,279450,2930910,1284870,9616820,3139270,15612032,3961510,1135350,1439930,528470,36686	2	LOCAL_POSITIVE	-
3	-2,0,2,0,-1,0,2,0,-1	0,0,131220,-87480,792990,810,3784110,798630,11750420,3451470,13525592,3538830,-675690,-209830,3910,2286	2	LOCAL_POSITIVE	-
3	-2,0,2,0,-1,-1,2,-1,1	0,0,524880,349920,2355480,2268000,7805760,7163640,19167840,13572320,27718928,13223360,9532480,6081440,478080,-408864	2	LOCAL_POSITIVE	-
3	-2,0,2,0,-2,1,2,1,-2	0,0,131220,-262440,1823310,-822150,10190310,64890,33214980,15368550,30286896,1763850,2413110,-809130,120870,-21966	2	LOCAL_POSITIVE	-
3	-2,0,2,0,-2,-1,2,-1,2	0,0,1180980,787320,9877950,10621530,46862550,54424710,131130900,129711510,191783296,133869910,108028630,46255850,10094630,161486	2	LOCAL_POSITIVE	-
3	-2,0,1,0,2,0,1,0,-2	0,0,393660,306180,1567350,1212570,4930470,1372410,10265220,-2043330,12198512,-3225810,5888390,-668070,578190,2274	2	LOCAL_POSITIVE	-
3	-2,0,1,0,2,-1,1,-1,0	0,0,131220,0,669060,0,2028480,0,4850160,0,7415616,0,4359680,0,245760,0	2	LOCAL_POSITIVE	-
3	-2,0,1,0,2,-2,1,-2,2	0,0,131220,-87480,1570590,562950,8176470,5702490,27940500,18072970,29839616,-948470,1805110,-1113770,166950,50994	2	LOCAL_POSITIVE	-
3	-2,0,1,0,1,0,1,0,-1	0,0,131220,-43740,421200,-412695,1220190,-1565430,2774225,-3533790,3860549,-3395595,2057280,-747305,142915,-10896	2	LOCAL_POSITIVE	-
3	-2,0,1,0,1,-1,1,-1,1	0,0,131220,-131220,525690,-473445,1417200,-1441260,2900115,-2991585,3868695,-3303030,2257785,-874845,108690,9864	2	LOCAL_POSITIVE	-
3	-2,0,1,0,0,1,1,1,-2	0,0,131220,-87480,562140,-404190,2169240,-1824360,5512800,-5566720,7079476,-6809720,4154320,-1341920,213920,-16832	2	LOCAL_POSITIVE	-
3	-2,0,1,0,0,0,1,0,0	0,0,131220,-174960,452790,-660960,1344390,-1884270,2926740,-3602240,3909868,-3445190,2126910,-764490,118870,-5326	2	LOCAL_POSITIVE	-
3	-2,0,1,0,0,-1,1,-1,2	0,0,393660,306180,1909980,1922130,6654960,6591240,15256800,12054960,19289556,8901480,9062160,1316400,491040,63360	2	LOCAL_POSITIVE	-
3	-2,0,1,0,-1,1,1,1,-1	0,0,131220,-218700,652050,-816075,2048280,-2282580,4093035,-3768035,4247375,-3221330,1967665,-739475,144210,-10896	2	LOCAL_POSITIVE	-
3	-2,0,1,0,-1,0,1,0,1	0,0,393660,-87480,1195560,-606285,2412990,-1909710,3775905,-3500790,4182029,-3346545,2190920,-831555,98715,10104	2	LOCAL_POSITIVE	-
